Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,1,1,0,30,0,0,0,0,0,0,0.2,3.1,151,92.89,1.5,994
2019,1,1,1,30,0,0,0,0,0,0,0.2,3.1,158,93.68,1.6,992
2019,1,1,2,30,0,0,0,0,0,0,0.1,2.8,179,93.98,1.8,989
2019,1,1,3,30,0,0,0,0,0,0,0.2,2.3,213,93.38,2.2,987
2019,1,1,4,30,0,0,0,0,0,0,0.3,1.9,233,92.5,3,986
2019,1,1,5,30,0,0,0,0,0,0,0.3,1.8,240,93.57,3.9,986
2019,1,1,6,30,0,0,0,0,0,0,0.3,1.8,245,94.58,4.7,986
2019,1,1,7,30,5,21,5,12,120,15,0.3,1.6,253,95.23,5.4,987
2019,1,1,8,30,29,0,29,45,548,137,0.3,1.4,266,95.31,6.1,988
2019,1,1,9,30,76,7,78,58,736,271,0.4,1.2,281,96.28,6.1,990
2019,1,1,10,30,74,3,75,63,830,373,0.5,1,292,91.4,5.6,991
2019,1,1,11,30,140,47,159,66,859,422,0.4,1,300,84.85,5.2,992
2019,1,1,12,30,151,178,224,65,863,418,0.4,0.9,306,81.35,4.8,994
2019,1,1,13,30,108,36,121,60,827,357,0.4,0.9,308,79.3,4.1,995
2019,1,1,14,30,86,53,100,55,730,249,0.4,0.9,307,80.74,3.2,997
2019,1,1,15,30,35,110,50,39,522,111,0.3,0.9,305,85.49,1.9,999
2019,1,1,16,30,2,14,2,4,27,3,0.3,0.9,305,87.22,0.9,1000
2019,1,1,17,30,0,0,0,0,0,0,0.3,0.8,306,86.71,0.3,1002
2019,1,1,18,30,0,0,0,0,0,0,0.3,0.8,307,84.41,0,1003
2019,1,1,19,30,0,0,0,0,0,0,0.3,0.6,313,86.36,-1,1004
2019,1,1,20,30,0,0,0,0,0,0,0.2,0.5,314,86.77,-1.9,1004
2019,1,1,21,30,0,0,0,0,0,0,0.3,0.4,316,86.93,-2.7,1005
2019,1,1,22,30,0,0,0,0,0,0,0.3,0.4,318,86.17,-3.4,1005
2019,1,1,23,30,0,0,0,0,0,0,0.3,0.4,322,83.64,-3.9,1006
2019,1,2,0,30,0,0,0,0,0,0,0.3,0.4,325,82.11,-4.4,1007
2019,1,2,1,30,0,0,0,0,0,0,0.3,0.4,326,79.47,-4.6,1008
2019,1,2,2,30,0,0,0,0,0,0,0.3,0.4,328,75.5,-4.6,1008
2019,1,2,3,30,0,0,0,0,0,0,0.3,0.4,331,72.65,-4.7,1009
2019,1,2,4,30,0,0,0,0,0,0,0.3,0.4,334,69.3,-4.8,1009
2019,1,2,5,30,0,0,0,0,0,0,0.2,0.4,336,66.52,-4.8,1010
2019,1,2,6,30,0,0,0,0,0,0,0.2,0.4,338,67,-5.1,1012
2019,1,2,7,30,11,140,14,13,212,18,0.2,0.3,342,68.1,-5,1013
2019,1,2,8,30,42,576,139,35,699,152,0.2,0.3,347,59.08,-3.8,1013
2019,1,2,9,30,56,751,273,45,850,291,0.2,0.3,350,49.69,-2.2,1013
2019,1,2,10,30,92,620,324,50,916,393,0.1,0.3,347,41.97,-0.8,1012
2019,1,2,11,30,103,629,364,53,939,443,0.1,0.3,329,36.67,0.3,1011
2019,1,2,12,30,131,479,328,54,925,434,0.1,0.4,295,33.49,0.9,1011
2019,1,2,13,30,126,380,263,52,886,371,0.1,0.4,260,34.58,0.8,1011
2019,1,2,14,30,100,250,167,47,796,260,0.1,0.5,212,39.4,0,1011
2019,1,2,15,30,51,118,68,33,603,118,0.3,0.6,172,62.9,-1.7,1010
2019,1,2,16,30,1,17,1,4,40,3,0.4,0.6,161,75.55,-3.5,1009
2019,1,2,17,30,0,0,0,0,0,0,0.2,0.7,164,81.23,-4.3,1009
2019,1,2,18,30,0,0,0,0,0,0,0.2,0.8,168,81.89,-4.4,1009
2019,1,2,19,30,0,0,0,0,0,0,0.1,0.8,167,80.36,-3.8,1008
2019,1,2,20,30,0,0,0,0,0,0,0.1,0.8,169,82.62,-3.7,1008
2019,1,2,21,30,0,0,0,0,0,0,0.2,0.9,166,84.33,-3.6,1007
2019,1,2,22,30,0,0,0,0,0,0,0.2,0.9,158,85.38,-3.4,1006
2019,1,2,23,30,0,0,0,0,0,0,0.2,1,158,84.33,-2.9,1004
2019,1,3,0,30,0,0,0,0,0,0,0.2,1.1,166,82.66,-2.3,1004
2019,1,3,1,30,0,0,0,0,0,0,0.2,1.2,169,84.52,-1.9,1003
2019,1,3,2,30,0,0,0,0,0,0,0.2,1.2,168,86.79,-1.6,1001
2019,1,3,3,30,0,0,0,0,0,0,0.2,1.2,173,88.92,-1.4,999
2019,1,3,4,30,0,0,0,0,0,0,0.2,1.2,188,89.59,-1,998
2019,1,3,5,30,0,0,0,0,0,0,0.2,1.2,204,91,-0.6,997
2019,1,3,6,30,0,0,0,0,0,0,0.2,1.1,219,93.21,-0.4,997
2019,1,3,7,30,7,7,7,12,73,14,0.2,1,238,91.31,0.1,997
2019,1,3,8,30,55,392,121,52,492,135,0.2,0.8,257,88.76,1,997
2019,1,3,9,30,83,481,223,63,732,275,0.2,0.7,276,85.47,2.2,997
2019,1,3,10,30,78,752,360,65,838,379,0.3,0.7,293,81.96,3.2,997
2019,1,3,11,30,170,195,251,69,866,430,0.3,0.7,305,78.89,3.6,997
2019,1,3,12,30,128,463,319,68,866,425,0.3,0.7,311,76.72,3.6,997
2019,1,3,13,30,114,405,261,63,837,366,0.3,0.7,313,76.46,3.2,997
2019,1,3,14,30,81,45,93,53,757,258,0.2,0.7,310,79.76,2.3,998
2019,1,3,15,30,38,231,71,38,567,119,0.2,0.7,304,86.81,0.9,998
2019,1,3,16,30,3,26,3,6,61,5,0.2,0.7,297,90.38,-0.4,999
2019,1,3,17,30,0,0,0,0,0,0,0.2,0.7,292,91.54,-1.1,1000
2019,1,3,18,30,0,0,0,0,0,0,0.2,0.7,289,90.71,-1.5,1000
2019,1,3,19,30,0,0,0,0,0,0,0.2,0.8,286,93.25,-2.3,1001
2019,1,3,20,30,0,0,0,0,0,0,0.2,0.8,275,93.89,-2.6,1001
2019,1,3,21,30,0,0,0,0,0,0,0.2,0.8,266,93.85,-2.8,1000
2019,1,3,22,30,0,0,0,0,0,0,0.2,0.9,261,92.89,-2.8,1000
2019,1,3,23,30,0,0,0,0,0,0,0.2,0.9,256,92.06,-2.8,1000
2019,1,4,0,30,0,0,0,0,0,0,0.2,1,248,92.49,-2.9,1000
2019,1,4,1,30,0,0,0,0,0,0,0.2,1,240,95.54,-3.5,1000
2019,1,4,2,30,0,0,0,0,0,0,0.2,1,234,96.89,-4,1000
2019,1,4,3,30,0,0,0,0,0,0,0.2,1,231,95.91,-4,1000
2019,1,4,4,30,0,0,0,0,0,0,0.2,1.1,229,96.6,-4.1,1000
2019,1,4,5,30,0,0,0,0,0,0,0.2,1.1,226,97.09,-4.3,1000
2019,1,4,6,30,0,0,0,0,0,0,0.2,1.1,220,96.03,-4.1,1000
2019,1,4,7,30,13,161,16,13,161,16,0.2,1.1,214,88.11,-2.8,999
2019,1,4,8,30,41,576,138,38,617,142,0.2,1.1,212,81.09,-0.6,999
2019,1,4,9,30,84,479,223,50,775,275,0.2,1.2,216,76.59,1.5,999
2019,1,4,10,30,139,343,268,56,846,374,0.3,1.2,220,72.94,3.1,998
2019,1,4,11,30,160,344,304,58,873,423,0.3,1.3,223,72.6,4,997
2019,1,4,12,30,163,308,291,58,869,418,0.2,1.3,227,74.22,4.5,997
2019,1,4,13,30,144,267,241,54,835,359,0.2,1.3,228,78.61,4.5,996
2019,1,4,14,30,106,193,159,49,753,254,0.1,1.3,226,88.66,3.5,996
2019,1,4,15,30,53,114,70,35,569,118,0.1,1.3,223,99.79,1.5,996
2019,1,4,16,30,4,34,4,6,67,6,0.1,1.3,221,100,0.5,996
2019,1,4,17,30,0,0,0,0,0,0,0.1,1.3,220,100,0.5,996
2019,1,4,18,30,0,0,0,0,0,0,0.2,1.3,219,100,0.5,996
2019,1,4,19,30,0,0,0,0,0,0,0.2,1.3,215,99.2,0.5,996
2019,1,4,20,30,0,0,0,0,0,0,0.2,1.3,216,98.64,0.5,996
2019,1,4,21,30,0,0,0,0,0,0,0.1,1.3,218,97,0.6,995
2019,1,4,22,30,0,0,0,0,0,0,0.2,1.2,217,95.34,0.7,995
2019,1,4,23,30,0,0,0,0,0,0,0.2,1.2,214,94.32,0.8,995
2019,1,5,0,30,0,0,0,0,0,0,0.1,1.1,210,94.02,0.7,994
2019,1,5,1,30,0,0,0,0,0,0,0.1,1.1,203,93.57,0.7,993
2019,1,5,2,30,0,0,0,0,0,0,0.1,1.3,195,93.83,0.6,993
2019,1,5,3,30,0,0,0,0,0,0,0.1,1.6,173,93.1,0.7,992
2019,1,5,4,30,0,0,0,0,0,0,0.1,2,128,93.72,0.7,991
2019,1,5,5,30,0,0,0,0,0,0,0.1,2.2,85,94.11,0.7,990
2019,1,5,6,30,0,0,0,0,0,0,0.1,2.3,69,93.86,0.9,990
2019,1,5,7,30,2,0,2,12,129,15,0.1,2.4,77,91.94,1.4,990
2019,1,5,8,30,15,0,15,41,545,133,0.1,2.5,75,91.07,2.1,989
2019,1,5,9,30,36,0,36,55,706,261,0.1,2.5,46,92.77,2.4,989
2019,1,5,10,30,64,0,64,63,780,357,0.2,2.5,22,93.65,2.4,987
2019,1,5,11,30,123,21,132,65,812,406,0.2,2.5,14,93.07,2.5,986
2019,1,5,12,30,58,0,58,64,815,403,0.2,2.4,13,93.06,2.5,986
2019,1,5,13,30,20,0,20,58,788,347,0.2,2.4,11,93.68,2.3,985
2019,1,5,14,30,37,3,38,50,712,246,0.2,2.3,179,94.75,2,985
2019,1,5,15,30,17,0,17,36,530,114,0.2,2.2,348,95.31,1.7,985
2019,1,5,16,30,1,6,1,6,58,6,0.2,2,340,94.9,1.5,987
2019,1,5,17,30,0,0,0,0,0,0,0.2,1.8,335,95.41,1.3,988
2019,1,5,18,30,0,0,0,0,0,0,0.2,1.6,332,94.46,1.3,988
2019,1,5,19,30,0,0,0,0,0,0,0.3,1.2,321,95.31,0.9,989
2019,1,5,20,30,0,0,0,0,0,0,0.3,1.1,315,94.78,0.7,989
2019,1,5,21,30,0,0,0,0,0,0,0.3,1,311,94.1,0.7,990
2019,1,5,22,30,0,0,0,0,0,0,0.3,0.9,308,94.09,0.6,990
2019,1,5,23,30,0,0,0,0,0,0,0.2,0.9,306,93.89,0.5,990
2019,1,6,0,30,0,0,0,0,0,0,0.2,0.9,304,94.38,0.3,991
2019,1,6,1,30,0,0,0,0,0,0,0.2,0.9,301,94.89,0,992
2019,1,6,2,30,0,0,0,0,0,0,0.2,0.9,296,94.27,-0.2,992
2019,1,6,3,30,0,0,0,0,0,0,0.2,0.9,291,94.08,-0.4,992
2019,1,6,4,30,0,0,0,0,0,0,0.2,0.9,282,94.49,-0.6,993
2019,1,6,5,30,0,0,0,0,0,0,0.2,1,273,94.97,-0.9,993
2019,1,6,6,30,0,0,0,0,0,0,0.2,1,267,93.54,-0.8,994
2019,1,6,7,30,5,17,5,13,100,15,0.2,1,267,88.81,0,994
2019,1,6,8,30,32,0,32,50,512,137,0.2,0.9,272,87.36,1.4,995
2019,1,6,9,30,82,12,86,67,704,273,0.2,0.9,286,87.03,2.5,996
2019,1,6,10,30,93,0,93,68,824,380,0.3,0.8,303,85.89,3.2,996
2019,1,6,11,30,170,55,193,65,883,437,0.4,0.7,312,81.62,3.5,996
2019,1,6,12,30,79,0,79,61,895,435,0.4,0.7,313,77.45,3.2,997
2019,1,6,13,30,98,208,175,57,872,379,0.4,0.6,313,76.32,2.5,998
2019,1,6,14,30,81,422,198,49,807,273,0.4,0.5,314,76.66,1.6,999
2019,1,6,15,30,45,369,100,35,638,131,0.5,0.5,315,77.68,0.4,1001
2019,1,6,16,30,3,22,3,7,91,7,0.5,0.4,317,76.72,-0.9,1002
2019,1,6,17,30,0,0,0,0,0,0,0.5,0.4,319,72.66,-1.9,1004
2019,1,6,18,30,0,0,0,0,0,0,0.5,0.3,320,66.75,-2.4,1005
2019,1,6,19,30,0,0,0,0,0,0,0.5,0.3,324,69.34,-4.2,1006
2019,1,6,20,30,0,0,0,0,0,0,0.5,0.3,326,71.1,-5.5,1007
2019,1,6,21,30,0,0,0,0,0,0,0.5,0.2,328,71.29,-6.7,1008
2019,1,6,22,30,0,0,0,0,0,0,0.5,0.2,328,69.88,-7.6,1008
2019,1,6,23,30,0,0,0,0,0,0,0.4,0.2,328,69.28,-8.3,1009
2019,1,7,0,30,0,0,0,0,0,0,0.4,0.2,326,69.72,-8.9,1010
2019,1,7,1,30,0,0,0,0,0,0,0.4,0.2,323,69.69,-9.4,1011
2019,1,7,2,30,0,0,0,0,0,0,0.3,0.2,322,70.28,-10.1,1012
2019,1,7,3,30,0,0,0,0,0,0,0.3,0.1,323,70.11,-10.8,1013
2019,1,7,4,30,0,0,0,0,0,0,0.3,0.1,325,70.37,-11.5,1013
2019,1,7,5,30,0,0,0,0,0,0,0.3,0.2,327,69.89,-12.1,1014
2019,1,7,6,30,0,0,0,0,0,0,0.4,0.2,329,69.1,-12.4,1015
2019,1,7,7,30,9,58,10,13,244,19,0.3,0.2,331,63.32,-11.6,1016
2019,1,7,8,30,53,270,99,31,744,158,0.3,0.2,333,57.31,-10,1017
2019,1,7,9,30,93,412,214,41,885,301,0.3,0.2,336,52.49,-8.7,1017
2019,1,7,10,30,132,406,286,48,932,402,0.3,0.3,336,49.72,-7.6,1017
2019,1,7,11,30,149,421,327,49,959,455,0.3,0.3,333,48.38,-6.6,1016
2019,1,7,12,30,170,286,290,50,947,448,0.2,0.4,333,48.93,-6,1015
2019,1,7,13,30,131,384,274,49,913,388,0.2,0.4,338,50.87,-5.7,1015
2019,1,7,14,30,79,515,223,44,830,277,0.1,0.5,344,53.26,-5.7,1015
2019,1,7,15,30,52,249,90,34,660,135,0.2,0.5,175,61.59,-6.2,1014
2019,1,7,16,30,4,35,4,7,96,8,0.2,0.6,24,76.46,-6.6,1014
2019,1,7,17,30,0,0,0,0,0,0,0.3,0.6,66,76.09,-6.8,1014
2019,1,7,18,30,0,0,0,0,0,0,0.2,0.7,88,78.3,-6.9,1013
2019,1,7,19,30,0,0,0,0,0,0,0.1,0.9,122,77.98,-6.8,1013
2019,1,7,20,30,0,0,0,0,0,0,0.1,1.1,136,74.4,-6.4,1012
2019,1,7,21,30,0,0,0,0,0,0,0.2,1.3,140,74.21,-6.1,1012
2019,1,7,22,30,0,0,0,0,0,0,0.2,1.4,137,76.02,-6,1011
2019,1,7,23,30,0,0,0,0,0,0,0.2,1.4,133,77.58,-5.8,1011
2019,1,8,0,30,0,0,0,0,0,0,0.2,1.3,132,79.19,-5.7,1010
2019,1,8,1,30,0,0,0,0,0,0,0.2,1.3,134,80.91,-5.6,1009
2019,1,8,2,30,0,0,0,0,0,0,0.2,1.4,140,81.78,-5.3,1008
2019,1,8,3,30,0,0,0,0,0,0,0.2,1.5,144,83.81,-5.1,1007
2019,1,8,4,30,0,0,0,0,0,0,0.2,1.4,149,86.04,-4.9,1006
2019,1,8,5,30,0,0,0,0,0,0,0.3,1.4,168,84.21,-4,1005
2019,1,8,6,30,0,0,0,0,0,0,0.3,1.3,188,86.67,-2.7,1005
2019,1,8,7,30,5,10,5,13,74,15,0.3,1.2,193,89.29,-1.5,1004
2019,1,8,8,30,35,73,47,60,476,141,0.3,1.2,191,89.15,-0.5,1003
2019,1,8,9,30,52,1,52,81,681,282,0.2,1.2,186,89.69,0.4,1003
2019,1,8,10,30,59,0,59,91,778,388,0.2,1.2,181,90.16,1.1,1001
2019,1,8,11,30,146,42,164,96,816,443,0.2,1.2,171,91.82,1.5,1000
2019,1,8,12,30,158,53,180,92,822,440,0.2,1.2,156,93.39,1.6,998
2019,1,8,13,30,107,1,107,85,791,381,0.1,1.2,144,94.5,1.6,997
2019,1,8,14,30,70,8,72,70,708,270,0.1,1.3,137,95.2,1.5,996
2019,1,8,15,30,43,461,115,47,524,129,0.1,1.4,132,95.94,1.3,996
2019,1,8,16,30,8,74,9,8,74,9,0.2,1.5,125,96.23,1.2,995
2019,1,8,17,30,0,0,0,0,0,0,0.2,1.6,118,95.7,1.2,994
2019,1,8,18,30,0,0,0,0,0,0,0.2,1.6,115,95.73,1.2,993
2019,1,8,19,30,0,0,0,0,0,0,0.1,1.8,129,95.52,1.2,992
2019,1,8,20,30,0,0,0,0,0,0,0.1,1.7,161,95.42,1.1,990
2019,1,8,21,30,0,0,0,0,0,0,0.1,1.6,182,95.5,1,989
2019,1,8,22,30,0,0,0,0,0,0,0.1,1.4,188,96.11,1,988
2019,1,8,23,30,0,0,0,0,0,0,0.1,1.4,196,95.95,1,986
2019,1,9,0,30,0,0,0,0,0,0,0.1,1.5,179,96.23,1,985
2019,1,9,1,30,0,0,0,0,0,0,0.1,1.5,142,95.64,1.1,984
2019,1,9,2,30,0,0,0,0,0,0,0.1,1.6,140,97.22,0.9,982
2019,1,9,3,30,0,0,0,0,0,0,0.1,1.5,167,97.4,0.5,981
2019,1,9,4,30,0,0,0,0,0,0,0.1,1.4,195,96.11,0.1,980
2019,1,9,5,30,0,0,0,0,0,0,0.2,1.3,232,93.14,0.3,980
2019,1,9,6,30,0,0,0,0,0,0,0.3,1.2,258,93.09,0.8,980
2019,1,9,7,30,10,38,11,13,78,15,0.4,1.2,268,92.93,1.2,980
2019,1,9,8,30,55,298,106,58,477,140,0.5,1.2,272,92.18,1.6,981
2019,1,9,9,30,95,260,172,81,678,282,0.5,1.2,276,92,1.8,981
2019,1,9,10,30,116,499,307,95,766,389,0.5,1.1,280,91.53,1.9,981
2019,1,9,11,30,126,542,358,99,807,444,0.5,1.1,285,90.01,2.1,981
2019,1,9,12,30,153,307,284,93,831,446,0.6,1,288,89.43,2.2,981
2019,1,9,13,30,100,573,316,81,811,387,0.6,1,289,88.08,2.2,982
2019,1,9,14,30,108,157,153,70,729,278,0.6,0.9,289,87.57,1.8,982
2019,1,9,15,30,55,163,81,48,540,134,0.6,0.9,288,89.33,1.2,983
2019,1,9,16,30,6,26,6,9,80,10,0.6,0.9,286,89.97,0.7,984
2019,1,9,17,30,0,0,0,0,0,0,0.6,0.8,284,89.57,0.2,984
2019,1,9,18,30,0,0,0,0,0,0,0.6,0.8,282,86.69,-0.1,984
2019,1,9,19,30,0,0,0,0,0,0,0.6,0.7,280,87.52,-1,985
2019,1,9,20,30,0,0,0,0,0,0,0.5,0.7,280,86.08,-1.4,985
2019,1,9,21,30,0,0,0,0,0,0,0.5,0.7,279,85.39,-1.7,984
2019,1,9,22,30,0,0,0,0,0,0,0.5,0.7,279,84.92,-1.9,984
2019,1,9,23,30,0,0,0,0,0,0,0.5,0.7,279,84.94,-2.1,984
2019,1,10,0,30,0,0,0,0,0,0,0.5,0.7,280,84.74,-2.2,984
2019,1,10,1,30,0,0,0,0,0,0,0.4,0.7,282,84.46,-2.2,984
2019,1,10,2,30,0,0,0,0,0,0,0.4,0.7,285,85.04,-2.3,984
2019,1,10,3,30,0,0,0,0,0,0,0.4,0.7,290,85.48,-2.4,984
2019,1,10,4,30,0,0,0,0,0,0,0.4,0.7,294,85.42,-2.5,984
2019,1,10,5,30,0,0,0,0,0,0,0.4,0.7,298,85.07,-2.6,985
2019,1,10,6,30,0,0,0,0,0,0,0.4,0.8,300,84.34,-2.7,985
2019,1,10,7,30,10,29,11,14,109,17,0.4,0.7,301,82.96,-2.6,986
2019,1,10,8,30,61,238,102,56,540,149,0.5,0.7,303,81.37,-2.4,987
2019,1,10,9,30,103,347,206,77,721,292,0.5,0.7,304,79.7,-2.5,988
2019,1,10,10,30,153,221,238,89,811,401,0.5,0.7,305,77.57,-2.7,988
2019,1,10,11,30,149,405,323,89,858,458,0.6,0.7,306,75.13,-2.8,988
2019,1,10,12,30,112,602,369,85,870,457,0.6,0.7,306,73.98,-3,989
2019,1,10,13,30,93,602,322,76,845,397,0.6,0.7,304,73.74,-3.2,989
2019,1,10,14,30,64,766,285,64,771,287,0.5,0.7,304,75.57,-3.7,990
2019,1,10,15,30,45,579,139,45,604,143,0.5,0.6,304,78.78,-4.5,992
2019,1,10,16,30,7,43,8,11,113,12,0.5,0.6,304,79.67,-5.2,993
2019,1,10,17,30,0,0,0,0,0,0,0.5,0.6,305,79.57,-5.9,994
2019,1,10,18,30,0,0,0,0,0,0,0.5,0.6,306,76.75,-6.2,994
2019,1,10,19,30,0,0,0,0,0,0,0.5,0.6,307,78.04,-7.1,995
2019,1,10,20,30,0,0,0,0,0,0,0.5,0.6,306,77.33,-7.6,996
2019,1,10,21,30,0,0,0,0,0,0,0.5,0.5,305,76.88,-8.1,997
2019,1,10,22,30,0,0,0,0,0,0,0.5,0.5,304,76.14,-8.5,997
2019,1,10,23,30,0,0,0,0,0,0,0.5,0.4,302,75.94,-8.9,998
2019,1,11,0,30,0,0,0,0,0,0,0.5,0.4,302,75.8,-9.3,998
2019,1,11,1,30,0,0,0,0,0,0,0.5,0.4,301,75.83,-9.7,999
2019,1,11,2,30,0,0,0,0,0,0,0.5,0.4,300,75.24,-10,1000
2019,1,11,3,30,0,0,0,0,0,0,0.5,0.3,300,75.49,-10.4,1001
2019,1,11,4,30,0,0,0,0,0,0,0.5,0.3,299,75.33,-10.7,1001
2019,1,11,5,30,0,0,0,0,0,0,0.5,0.3,299,75.21,-11,1002
2019,1,11,6,30,0,0,0,0,0,0,0.4,0.3,298,75.16,-11.3,1003
2019,1,11,7,30,10,95,12,13,219,19,0.5,0.3,297,72.16,-11,1004
2019,1,11,8,30,55,360,118,36,710,160,0.5,0.3,296,68.9,-10.2,1005
2019,1,11,9,30,79,534,239,44,861,302,0.5,0.3,296,65.76,-9.3,1006
2019,1,11,10,30,87,694,356,48,930,408,0.6,0.3,297,63.52,-8.5,1006
2019,1,11,11,30,79,807,427,49,958,463,0.6,0.3,299,62.51,-8,1006
2019,1,11,12,30,104,665,390,47,959,460,0.6,0.3,300,62.3,-7.7,1006
2019,1,11,13,30,108,538,314,45,931,401,0.6,0.3,301,63.47,-7.8,1007
2019,1,11,14,30,79,522,231,40,863,292,0.5,0.3,303,66.22,-8.5,1007
2019,1,11,15,30,48,398,114,31,710,148,0.5,0.3,305,69.75,-9.6,1008
2019,1,11,16,30,8,74,9,10,171,13,0.4,0.3,307,72.59,-10.8,1009
2019,1,11,17,30,0,0,0,0,0,0,0.4,0.3,308,73.63,-11.7,1010
2019,1,11,18,30,0,0,0,0,0,0,0.4,0.3,309,70.86,-12.1,1011
2019,1,11,19,30,0,0,0,0,0,0,0.4,0.3,310,72.25,-13.1,1012
2019,1,11,20,30,0,0,0,0,0,0,0.4,0.4,308,71.64,-13.5,1013
2019,1,11,21,30,0,0,0,0,0,0,0.4,0.4,305,70.94,-13.7,1013
2019,1,11,22,30,0,0,0,0,0,0,0.4,0.4,305,70.61,-13.8,1013
2019,1,11,23,30,0,0,0,0,0,0,0.4,0.5,307,71.24,-14,1013
2019,1,12,0,30,0,0,0,0,0,0,0.4,0.5,308,71.87,-14.1,1014
2019,1,12,1,30,0,0,0,0,0,0,0.4,0.5,307,74.15,-14.5,1014
2019,1,12,2,30,0,0,0,0,0,0,0.4,0.5,303,74.53,-14.9,1014
2019,1,12,3,30,0,0,0,0,0,0,0.4,0.5,300,75.98,-15.1,1015
2019,1,12,4,30,0,0,0,0,0,0,0.5,0.5,300,76.41,-15.1,1015
2019,1,12,5,30,0,0,0,0,0,0,0.5,0.5,299,76.95,-15.1,1016
2019,1,12,6,30,0,0,0,0,0,0,0.5,0.5,298,77.16,-15,1017
2019,1,12,7,30,8,36,9,13,211,19,0.4,0.5,299,70.19,-13.6,1017
2019,1,12,8,30,62,214,100,36,695,158,0.3,0.4,304,61.45,-10.9,1018
2019,1,12,9,30,56,754,283,46,845,300,0.4,0.4,308,57.6,-8.7,1018
2019,1,12,10,30,55,893,402,51,912,406,0.4,0.4,307,56.1,-7.2,1017
2019,1,12,11,30,54,940,462,54,940,462,0.4,0.4,305,56.7,-6.1,1016
2019,1,12,12,30,53,940,460,53,940,460,0.4,0.4,302,58.2,-5.4,1016
2019,1,12,13,30,80,732,362,51,916,404,0.4,0.4,301,60.92,-5.3,1016
2019,1,12,14,30,46,855,298,46,855,298,0.3,0.3,302,65.44,-5.9,1016
2019,1,12,15,30,35,700,153,35,700,153,0.3,0.3,302,75.95,-7.9,1016
2019,1,12,16,30,9,98,11,13,205,17,0.4,0.3,302,82.11,-10.1,1017
2019,1,12,17,30,0,0,0,0,0,0,0.4,0.3,303,83.11,-11.1,1017
2019,1,12,18,30,0,0,0,0,0,0,0.4,0.3,304,81.96,-11.2,1017
2019,1,12,19,30,0,0,0,0,0,0,0.5,0.3,309,83.29,-11.7,1017
2019,1,12,20,30,0,0,0,0,0,0,0.5,0.3,314,82.3,-12,1017
2019,1,12,21,30,0,0,0,0,0,0,0.5,0.3,315,81.11,-12,1017
2019,1,12,22,30,0,0,0,0,0,0,0.5,0.3,315,78.53,-11.7,1017
2019,1,12,23,30,0,0,0,0,0,0,0.4,0.3,320,76.4,-11.3,1017
2019,1,13,0,30,0,0,0,0,0,0,0.4,0.3,328,75.08,-11.2,1017
2019,1,13,1,30,0,0,0,0,0,0,0.4,0.3,332,73.24,-11.2,1017
2019,1,13,2,30,0,0,0,0,0,0,0.4,0.3,333,72.29,-11.4,1016
2019,1,13,3,30,0,0,0,0,0,0,0.4,0.3,330,71.08,-11.6,1016
2019,1,13,4,30,0,0,0,0,0,0,0.4,0.3,330,70.8,-11.7,1016
2019,1,13,5,30,0,0,0,0,0,0,0.4,0.3,332,71.22,-11.8,1016
2019,1,13,6,30,0,0,0,0,0,0,0.4,0.3,333,71.57,-11.9,1016
2019,1,13,7,30,9,36,10,14,220,20,0.4,0.3,339,68.93,-11.5,1017
2019,1,13,8,30,61,246,105,37,708,162,0.3,0.3,350,62.97,-10.1,1017
2019,1,13,9,30,46,859,306,46,859,306,0.3,0.3,356,60.49,-8.3,1017
2019,1,13,10,30,50,927,413,50,927,413,0.3,0.3,357,59.07,-6.6,1016
2019,1,13,11,30,52,955,469,52,955,469,0.2,0.3,179,59.24,-5.2,1015
2019,1,13,12,30,53,952,468,53,952,468,0.2,0.3,6,60.44,-4.3,1014
2019,1,13,13,30,52,922,410,52,922,410,0.2,0.3,15,62.77,-3.9,1014
2019,1,13,14,30,48,838,298,47,853,301,0.2,0.3,22,68.65,-4.5,1014
2019,1,13,15,30,42,543,135,36,698,156,0.3,0.3,25,82.32,-6.8,1014
2019,1,13,16,30,13,207,17,13,207,17,0.4,0.3,28,89.6,-9.3,1014
2019,1,13,17,30,0,0,0,0,0,0,0.5,0.3,30,88.88,-10.3,1014
2019,1,13,18,30,0,0,0,0,0,0,0.5,0.3,31,86.9,-10.5,1014
2019,1,13,19,30,0,0,0,0,0,0,0.5,0.3,29,90.07,-11.3,1013
2019,1,13,20,30,0,0,0,0,0,0,0.5,0.3,28,91.54,-11.8,1013
2019,1,13,21,30,0,0,0,0,0,0,0.5,0.3,25,92.33,-12.2,1013
2019,1,13,22,30,0,0,0,0,0,0,0.5,0.3,16,90.69,-12.4,1012
2019,1,13,23,30,0,0,0,0,0,0,0.5,0.3,9,87.71,-12.4,1012
2019,1,14,0,30,0,0,0,0,0,0,0.5,0.3,7,86.86,-12.5,1012
2019,1,14,1,30,0,0,0,0,0,0,0.5,0.3,5,87.34,-12.7,1012
2019,1,14,2,30,0,0,0,0,0,0,0.5,0.3,3,85.74,-12.8,1012
2019,1,14,3,30,0,0,0,0,0,0,0.5,0.3,181,85.19,-12.8,1011
2019,1,14,4,30,0,0,0,0,0,0,0.5,0.3,357,86.4,-13,1011
