Year,Month,Day,Hour,Minute,DNI,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,1,1,0,30,0,4.2,1,279,99.37,-0.8,991
2019,1,1,1,30,0,3.7,0.9,285,98.79,-1,992
2019,1,1,2,30,0,2.9,0.9,297,99.31,-1.2,993
2019,1,1,3,30,0,2.2,0.8,314,100,-1.5,993
2019,1,1,4,30,0,1.7,0.8,331,100,-1.7,994
2019,1,1,5,30,0,1.7,0.9,172,98.98,-1.7,995
2019,1,1,6,30,0,2.1,0.9,10,95.25,-1.5,996
2019,1,1,7,30,11,3,0.9,19,88.86,-0.9,997
2019,1,1,8,30,0,3.5,0.9,25,81.2,0.2,998
2019,1,1,9,30,0,3.2,1,28,74.29,1.4,998
2019,1,1,10,30,0,2.6,1,21,71.65,2.6,998
2019,1,1,11,30,0,2.1,1,182,71.47,3.2,998
2019,1,1,12,30,0,2.1,1,348,71.22,3.5,998
2019,1,1,13,30,0,2.4,0.9,346,71.94,3.4,998
2019,1,1,14,30,0,2.3,0.9,347,74.13,2.9,998
2019,1,1,15,30,0,1.6,0.9,345,83.64,1.5,998
2019,1,1,16,30,0,1.4,0.9,347,93.56,0,999
2019,1,1,17,30,0,1.6,0.9,350,91.2,-0.4,999
2019,1,1,18,30,0,1.9,0.8,181,93.55,-1.3,999
2019,1,1,19,30,0,1.7,0.8,8,94.74,-2,999
2019,1,1,20,30,0,1.4,0.8,15,95.93,-2.6,999
2019,1,1,21,30,0,1.1,0.8,22,96.03,-3,999
2019,1,1,22,30,0,0.8,0.8,26,96.01,-3.2,998
2019,1,1,23,30,0,0.7,0.8,32,94.21,-3,998
2019,1,2,0,30,0,0.6,0.8,42,91.96,-2.7,998
2019,1,2,1,30,0,0.3,0.8,194,89.2,-2.4,998
2019,1,2,2,30,0,0.3,0.8,304,88.6,-2.3,998
2019,1,2,3,30,0,0.5,0.8,262,89.55,-2.3,997
2019,1,2,4,30,0,0.7,0.9,255,91.16,-2.2,997
2019,1,2,5,30,0,0.8,0.9,252,91.82,-2.1,997
2019,1,2,6,30,0,1.1,0.9,250,90.58,-1.8,997
2019,1,2,7,30,19,1.9,0.9,247,86.37,-1,997
2019,1,2,8,30,62,3.2,0.9,244,79.98,-0.1,997
2019,1,2,9,30,160,4.1,0.9,242,73.99,0.3,997
2019,1,2,10,30,2,4.6,0.9,243,71.15,0.3,995
2019,1,2,11,30,27,5,1,244,70.35,0.2,994
2019,1,2,12,30,0,5.2,1,245,70.82,0,993
2019,1,2,13,30,0,5,0.9,245,72.76,-0.3,992
2019,1,2,14,30,0,4.4,0.8,245,75.72,-0.6,992
2019,1,2,15,30,0,3.7,0.7,245,80.56,-1,992
2019,1,2,16,30,3,3.1,0.6,248,85.86,-1.4,992
2019,1,2,17,30,0,3,0.6,251,88.33,-1.5,992
2019,1,2,18,30,0,3.2,0.6,264,90.42,-1.8,992
2019,1,2,19,30,0,3.1,0.6,269,90.63,-2.2,993
2019,1,2,20,30,0,2.7,0.6,266,89.47,-2.6,993
2019,1,2,21,30,0,2.3,0.6,260,89.64,-2.9,993
2019,1,2,22,30,0,2.1,0.6,258,90.01,-3.1,993
2019,1,2,23,30,0,2.2,0.6,256,89.15,-3.1,993
2019,1,3,0,30,0,2.3,0.5,253,88.99,-3.2,993
2019,1,3,1,30,0,2.2,0.5,250,89.79,-3.4,993
2019,1,3,2,30,0,2,0.5,249,90.94,-3.7,993
2019,1,3,3,30,0,1.7,0.5,250,93.4,-4.3,993
2019,1,3,4,30,0,1.5,0.4,249,94.4,-4.7,993
2019,1,3,5,30,0,1.5,0.4,246,93.73,-4.7,993
2019,1,3,6,30,0,1.8,0.5,240,92.1,-4.5,993
2019,1,3,7,30,258,2.6,0.5,231,84.9,-3.3,993
2019,1,3,8,30,701,3.3,0.5,224,73.97,-1.3,993
2019,1,3,9,30,849,3.7,0.5,220,63.39,0.6,993
2019,1,3,10,30,917,3.8,0.5,222,59.01,2.1,992
2019,1,3,11,30,940,3.6,0.5,226,56.98,3.3,991
2019,1,3,12,30,933,3.5,0.5,225,55.28,4.1,990
2019,1,3,13,30,903,3.6,0.5,219,56.56,4.3,990
2019,1,3,14,30,823,3.1,0.6,215,62.9,3.4,990
2019,1,3,15,30,657,2.3,0.7,214,81.28,0.9,991
2019,1,3,16,30,177,2.2,0.8,215,86.05,-1,991
2019,1,3,17,30,0,2.2,0.8,215,85.29,-1.3,991
2019,1,3,18,30,0,1.9,0.9,218,87,-1.7,990
2019,1,3,19,30,0,2.1,0.9,219,85.21,-1.6,990
2019,1,3,20,30,0,2.6,1,219,83.28,-1.1,990
2019,1,3,21,30,0,2.5,1,225,85.23,-1.1,989
2019,1,3,22,30,0,1.8,0.9,231,87.91,-1.6,988
2019,1,3,23,30,0,1.5,0.9,228,87.94,-1.8,988
2019,1,4,0,30,0,1.7,0.8,218,88.9,-1.9,988
2019,1,4,1,30,0,1.4,0.7,216,86.99,-1.8,987
2019,1,4,2,30,0,0.9,0.7,219,80.56,-1.4,986
2019,1,4,3,30,0,1,0.7,204,82.1,-1.8,986
2019,1,4,4,30,0,1.3,0.7,186,87.54,-2.5,986
2019,1,4,5,30,0,1.2,0.7,177,86.59,-2.3,986
2019,1,4,6,30,0,0.8,0.7,160,78.9,-1.4,985
2019,1,4,7,30,158,0.7,0.7,124,69.86,0.2,985
2019,1,4,8,30,487,1.2,0.6,94,68.22,1.9,984
2019,1,4,9,30,839,1.3,0.6,76,61.93,3.7,984
2019,1,4,10,30,610,1.4,0.7,50,59.59,5.9,983
2019,1,4,11,30,211,1.5,0.7,23,54.55,8,981
2019,1,4,12,30,532,1.2,0.8,176,51.74,8.5,980
2019,1,4,13,30,91,1,0.8,336,61.44,7.5,980
2019,1,4,14,30,6,1.2,0.8,324,71.98,5.6,980
2019,1,4,15,30,5,1.4,0.9,315,76.2,3.5,980
2019,1,4,16,30,27,1.7,0.9,310,80.34,2.1,980
2019,1,4,17,30,0,1.9,0.9,307,84.85,1.8,980
2019,1,4,18,30,0,2.2,1,303,93.81,0.8,981
2019,1,4,19,30,0,2.1,1.1,302,99.75,0,981
2019,1,4,20,30,0,2.4,1.2,302,100,-0.3,981
2019,1,4,21,30,0,2.8,1.2,305,100,-0.3,981
2019,1,4,22,30,0,3.3,1.1,307,100,-0.3,981
2019,1,4,23,30,0,3.6,1.1,308,100,-0.4,981
2019,1,5,0,30,0,3.7,1,306,100,-0.3,982
2019,1,5,1,30,0,3.8,1,302,100,-0.2,982
2019,1,5,2,30,0,3.9,1,299,100,-0.1,983
2019,1,5,3,30,0,3.7,1,296,100,-0.1,983
2019,1,5,4,30,0,3.4,1.1,293,100,-0.2,984
2019,1,5,5,30,0,3.1,1.1,289,100,-0.2,985
2019,1,5,6,30,0,3,1.1,281,99.03,-0.2,985
2019,1,5,7,30,69,3,1.1,271,94.9,0.3,986
2019,1,5,8,30,480,3.2,1.1,263,89,1.8,987
2019,1,5,9,30,817,3.3,1.1,257,81.77,4.2,987
2019,1,5,10,30,887,3.8,1.1,258,74.28,6.9,987
2019,1,5,11,30,909,4.1,1.1,261,67.79,9.1,987
2019,1,5,12,30,901,4.1,1.1,259,66.6,10.4,986
2019,1,5,13,30,871,3.8,1.1,258,68.32,11,987
2019,1,5,14,30,799,2.8,1.1,255,77.84,9.9,987
2019,1,5,15,30,638,2.1,1.1,251,97.64,6.9,988
2019,1,5,16,30,169,2.2,1.1,251,100,4.6,988
2019,1,5,17,30,0,2.4,1.1,251,100,4.2,989
2019,1,5,18,30,0,2.9,1.1,261,100,3.9,990
2019,1,5,19,30,0,3,1.1,268,100,3.5,991
2019,1,5,20,30,0,2.8,1.1,275,100,2.8,991
2019,1,5,21,30,0,2.4,1.1,284,100,2.1,991
2019,1,5,22,30,0,2.2,1,296,100,1.6,991
2019,1,5,23,30,0,2.3,1,311,100,1.7,991
2019,1,6,0,30,0,2.6,1,328,100,1.9,992
2019,1,6,1,30,0,2.7,0.9,170,99.69,1.7,992
2019,1,6,2,30,0,2.8,0.9,14,99.21,1.5,993
2019,1,6,3,30,0,2.9,0.9,32,98.92,1.4,993
2019,1,6,4,30,0,3.1,1,45,99.36,1.2,994
2019,1,6,5,30,0,3.1,1.1,55,98.35,1.2,994
2019,1,6,6,30,0,3.2,1.1,62,98.53,1.2,995
2019,1,6,7,30,34,3.6,1.2,70,95.33,1.7,995
2019,1,6,8,30,234,4.2,1.2,78,91.62,2.9,996
2019,1,6,9,30,312,4.6,1.2,86,86.02,4.6,996
2019,1,6,10,30,545,4.8,1.3,93,79.6,6.2,995
2019,1,6,11,30,315,4.7,1.3,98,75.05,7.4,994
2019,1,6,12,30,289,4.5,1.4,99,73.54,8.1,994
2019,1,6,13,30,102,4.1,1.5,97,74.25,8.2,993
2019,1,6,14,30,21,3.4,1.6,94,80.08,7.5,993
2019,1,6,15,30,3,3.3,1.7,93,86.66,6.6,993
2019,1,6,16,30,13,4.1,1.8,97,88.83,6,993
2019,1,6,17,30,0,4.6,1.8,99,88.96,5.9,993
2019,1,6,18,30,0,5,2.1,111,92.94,5.3,992
2019,1,6,19,30,0,4.9,2.1,119,94.28,5.2,992
2019,1,6,20,30,0,5.1,2.2,125,93.83,5.5,991
2019,1,6,21,30,0,5.4,2.1,132,93.34,6,991
2019,1,6,22,30,0,5.3,1.9,137,96.08,6.1,990
2019,1,6,23,30,0,5.4,1.8,138,99.26,5.8,989
2019,1,7,0,30,0,5.7,1.8,140,100,5.6,989
2019,1,7,1,30,0,5.8,1.9,144,99.82,5.6,988
2019,1,7,2,30,0,5.7,1.8,148,99.61,5.6,987
2019,1,7,3,30,0,5.8,1.7,149,99.32,5.6,986
2019,1,7,4,30,0,5.9,1.7,151,99.16,5.6,985
2019,1,7,5,30,0,6,2.1,154,99.37,5.5,984
2019,1,7,6,30,0,6.2,2.5,157,98.44,5.6,984
2019,1,7,7,30,9,6.8,2.7,163,94.22,6.3,983
2019,1,7,8,30,0,7.5,3,177,88.14,7.9,982
2019,1,7,9,30,0,8.1,3.2,190,84.07,9.9,981
2019,1,7,10,30,0,8.4,3.1,198,86.09,11.2,980
2019,1,7,11,30,0,8.4,2.7,202,87.46,11.9,979
2019,1,7,12,30,0,8.3,2.2,208,87.01,12.7,978
2019,1,7,13,30,0,8.3,2,216,88.22,13.3,978
2019,1,7,14,30,4,8.2,1.9,229,88.35,13.9,978
2019,1,7,15,30,338,7.6,1.7,243,89.6,13.9,979
2019,1,7,16,30,180,6.1,1.3,254,91.76,12.7,981
2019,1,7,17,30,0,5.2,1.2,257,89.51,11.8,981
2019,1,7,18,30,0,3.5,1.2,260,99.58,9.3,983
2019,1,7,19,30,0,3,1.2,261,100,8.6,984
2019,1,7,20,30,0,2.4,1.3,263,100,8.1,984
2019,1,7,21,30,0,1.8,1.3,264,100,7.4,984
2019,1,7,22,30,0,1.4,1.4,258,100,6.8,984
2019,1,7,23,30,0,1.4,1.3,250,100,6.1,984
2019,1,8,0,30,0,1.6,1.3,247,100,5.2,984
2019,1,8,1,30,0,1.9,1.2,251,100,4.6,984
2019,1,8,2,30,0,2.2,1.1,253,100,4.4,984
2019,1,8,3,30,0,2.5,1,250,100,4.4,984
2019,1,8,4,30,0,3.1,0.9,236,100,4.7,983
2019,1,8,5,30,0,3.9,0.8,219,100,5,983
2019,1,8,6,30,0,4.8,0.8,213,100,5.1,983
2019,1,8,7,30,34,5.8,0.8,225,96.29,5.5,983
2019,1,8,8,30,355,7.4,0.9,247,92.12,6.4,983
2019,1,8,9,30,812,8.9,0.9,271,80.87,7.1,984
2019,1,8,10,30,678,9.8,0.9,289,71.24,7.8,985
2019,1,8,11,30,905,10.1,0.9,303,67.88,8.3,986
2019,1,8,12,30,670,10,0.8,308,60.99,8.5,987
2019,1,8,13,30,912,9.6,0.6,304,51.13,8.2,988
2019,1,8,14,30,852,8.8,0.5,299,47.67,7.3,989
2019,1,8,15,30,701,7.5,0.5,290,51.73,5.9,990
2019,1,8,16,30,251,7,0.5,282,59.47,4.6,990
2019,1,8,17,30,0,7.2,0.5,279,63.92,4.1,990
2019,1,8,18,30,0,8.1,0.6,286,69.01,3.5,991
2019,1,8,19,30,0,8.3,0.6,293,72.98,2.8,992
2019,1,8,20,30,0,8.3,0.5,301,76.21,1.5,993
2019,1,8,21,30,0,8.3,0.4,306,75.61,-0.1,993
2019,1,8,22,30,0,8.3,0.4,309,73.27,-1.9,994
2019,1,8,23,30,0,7.8,0.3,309,71.27,-3.5,995
2019,1,9,0,30,0,7.2,0.3,308,71.72,-4.6,995
2019,1,9,1,30,0,6.9,0.3,306,73.11,-5.3,996
2019,1,9,2,30,0,6.8,0.4,306,73.34,-5.6,996
2019,1,9,3,30,0,7,0.4,307,72.55,-5.7,996
2019,1,9,4,30,0,7.1,0.4,308,69.95,-5.6,996
2019,1,9,5,30,0,7.2,0.4,311,67.45,-5.6,997
2019,1,9,6,30,0,7.2,0.4,313,65.26,-5.6,997
2019,1,9,7,30,42,7.3,0.5,315,63.11,-5.5,998
2019,1,9,8,30,175,7.3,0.5,317,60.09,-5.1,999
2019,1,9,9,30,854,7.2,0.5,317,57.33,-4.6,999
2019,1,9,10,30,777,7.2,0.5,316,55.56,-4.1,999
2019,1,9,11,30,732,7.2,0.5,315,53.98,-3.5,999
2019,1,9,12,30,221,7.2,0.5,316,53.04,-3,998
2019,1,9,13,30,158,7.2,0.5,318,53.54,-2.9,999
2019,1,9,14,30,275,6.9,0.5,321,55.24,-3.3,999
2019,1,9,15,30,665,6.1,0.5,324,58.57,-4.2,999
2019,1,9,16,30,223,4.9,0.5,326,62.78,-5,1000
2019,1,9,17,30,0,4.2,0.4,326,67.65,-5.4,1000
2019,1,9,18,30,0,3.3,0.4,323,73.33,-5.9,1001
2019,1,9,19,30,0,3.1,0.4,323,75.36,-6,1001
2019,1,9,20,30,0,3.1,0.4,326,76.4,-6.1,1001
2019,1,9,21,30,0,3.3,0.4,333,76.77,-6.3,1001
2019,1,9,22,30,0,3.6,0.5,340,74.36,-6.5,1001
2019,1,9,23,30,0,3.6,0.5,345,71.87,-6.7,1001
2019,1,10,0,30,0,3.6,0.5,349,70.48,-6.8,1001
2019,1,10,1,30,0,3.5,0.5,352,69.29,-7,1002
2019,1,10,2,30,0,3.4,0.6,353,67.85,-7.1,1002
2019,1,10,3,30,0,3.3,0.6,354,66.99,-7.2,1002
2019,1,10,4,30,0,3.1,0.6,357,66.62,-7.3,1002
2019,1,10,5,30,0,3,0.7,180,66.19,-7.3,1003
2019,1,10,6,30,0,2.9,0.7,4,65.02,-7.1,1003
2019,1,10,7,30,48,2.7,0.8,7,63.46,-6.7,1003
2019,1,10,8,30,147,2.4,0.8,11,60.83,-5.9,1004
2019,1,10,9,30,391,1.8,0.8,12,58.7,-4.9,1004
2019,1,10,10,30,563,1.4,0.8,184,57.53,-3.9,1003
2019,1,10,11,30,919,1.2,0.8,355,57.04,-3,1002
2019,1,10,12,30,920,1.1,0.8,352,57.21,-2.4,1001
2019,1,10,13,30,893,0.9,0.8,353,58.28,-2.2,1001
2019,1,10,14,30,827,0.8,0.8,180,59.69,-2.3,1001
2019,1,10,15,30,682,0.7,0.8,22,63.11,-3,1001
2019,1,10,16,30,256,0.6,0.7,49,76.05,-3.8,1001
2019,1,10,17,30,0,0.6,0.7,61,79.94,-4.1,1001
2019,1,10,18,30,0,0.8,0.7,85,82.76,-4.5,1002
2019,1,10,19,30,0,1.1,0.7,94,83.27,-4.8,1002
2019,1,10,20,30,0,1.5,0.7,101,81.36,-4.9,1002
2019,1,10,21,30,0,1.8,0.7,107,79.37,-5,1001
2019,1,10,22,30,0,1.9,0.7,115,79.43,-5.1,1001
2019,1,10,23,30,0,1.6,0.6,122,82.43,-5.4,1001
2019,1,11,0,30,0,1.4,0.6,125,86.93,-6,1001
2019,1,11,1,30,0,1.3,0.6,127,90.25,-6.6,1001
2019,1,11,2,30,0,1.3,0.6,128,92.28,-7,1001
2019,1,11,3,30,0,1.3,0.7,125,93.36,-7.2,1001
2019,1,11,4,30,0,1.4,0.7,120,94.15,-7.3,1001
2019,1,11,5,30,0,1.6,0.7,119,94.81,-7.4,1001
2019,1,11,6,30,0,1.9,0.8,121,94.12,-7.3,1001
2019,1,11,7,30,96,2.8,0.8,126,85.92,-6,1001
2019,1,11,8,30,192,3.8,0.8,134,77.86,-4,1001
2019,1,11,9,30,266,3.9,0.8,142,70.56,-2.3,1001
2019,1,11,10,30,334,3.7,0.8,145,66.7,-1.3,1001
2019,1,11,11,30,5,3.4,0.8,146,65.56,-0.9,1000
2019,1,11,12,30,17,3.2,0.9,145,66.69,-0.8,999
2019,1,11,13,30,0,2.9,0.9,145,68.58,-0.9,999
2019,1,11,14,30,1,2.6,1,143,70.94,-1.1,999
2019,1,11,15,30,0,1.9,1,132,76.3,-1.5,999
2019,1,11,16,30,0,1.5,1.1,122,84.61,-2,999
2019,1,11,17,30,0,1.5,1.1,119,86.64,-2.2,999
2019,1,11,18,30,0,1.6,1.2,122,87.27,-2.3,999
2019,1,11,19,30,0,1.9,1.3,119,87.21,-2.3,999
2019,1,11,20,30,0,2,1.4,117,87.14,-2.2,999
2019,1,11,21,30,0,2.2,1.4,114,89.18,-2.3,999
2019,1,11,22,30,0,2.5,1.5,110,90.9,-2.4,999
2019,1,11,23,30,0,2.7,1.6,107,92.06,-2.5,998
2019,1,12,0,30,0,2.8,1.6,104,93.78,-2.7,998
2019,1,12,1,30,0,2.9,1.6,101,93.87,-2.7,998
2019,1,12,2,30,0,3.1,1.7,95,94.41,-2.8,998
2019,1,12,3,30,0,3.1,1.7,87,94.23,-2.8,998
2019,1,12,4,30,0,3.4,1.7,80,93.68,-2.7,998
2019,1,12,5,30,0,3.7,1.6,76,93.84,-2.7,998
2019,1,12,6,30,0,4.1,1.6,75,93.81,-2.7,998
2019,1,12,7,30,11,4.4,1.6,77,92.61,-2.5,998
2019,1,12,8,30,0,5,1.6,82,90.55,-2,998
2019,1,12,9,30,0,5.5,1.6,87,88.55,-1.3,998
2019,1,12,10,30,0,5.6,1.6,90,88.58,-0.8,997
2019,1,12,11,30,6,5.4,1.6,90,88.51,-0.4,995
2019,1,12,12,30,5,5.2,1.5,86,89.79,-0.2,995
2019,1,12,13,30,0,5,1.5,79,91.28,-0.1,995
2019,1,12,14,30,0,5,1.5,72,92.9,-0.2,995
2019,1,12,15,30,0,5.3,1.4,69,94.79,-0.5,995
2019,1,12,16,30,3,5.6,1.5,69,95.84,-1,995
2019,1,12,17,30,0,5.8,1.5,69,94.88,-1.2,995
2019,1,12,18,30,0,5.5,1.4,68,96.02,-1.7,995
2019,1,12,19,30,0,5.4,1.4,67,95.49,-2,995
2019,1,12,20,30,0,5.4,1.4,64,94.69,-2.2,995
2019,1,12,21,30,0,5.3,1.4,60,94.28,-2.4,995
2019,1,12,22,30,0,5.3,1.5,54,94.05,-2.6,995
2019,1,12,23,30,0,5.5,1.5,49,93.65,-2.7,995
2019,1,13,0,30,0,5.6,1.4,46,93.75,-2.8,995
2019,1,13,1,30,0,5.7,1.4,44,93.3,-2.8,996
2019,1,13,2,30,0,5.6,1.4,44,93.86,-3,996
2019,1,13,3,30,0,5.4,1.4,43,93.7,-3.1,996
2019,1,13,4,30,0,5.1,1.4,44,93.3,-3.2,996
2019,1,13,5,30,0,4.9,1.4,44,93.12,-3.4,997
2019,1,13,6,30,0,4.8,1.4,41,92.61,-3.6,997
2019,1,13,7,30,27,5.1,1.3,37,90.19,-3.4,998
2019,1,13,8,30,138,5.7,1.3,38,87.2,-2.7,999
2019,1,13,9,30,302,5.9,1.3,41,85.14,-2,999
2019,1,13,10,30,127,5.8,1.3,40,83.82,-1.3,999
2019,1,13,11,30,323,5.5,1.2,37,82.38,-0.6,999
2019,1,13,12,30,388,5.2,1.2,35,81.98,-0.1,999
2019,1,13,13,30,430,4.7,1.2,31,81.82,0.2,999
2019,1,13,14,30,198,4.2,1.2,28,84.18,-0.1,999
2019,1,13,15,30,118,3.2,1.2,25,89.56,-1.1,1000
2019,1,13,16,30,25,2.3,1.1,21,95.39,-2.8,1000
2019,1,13,17,30,0,2.2,1.1,19,90.32,-3.6,1000
2019,1,13,18,30,0,2.2,1.1,15,93.67,-5.1,1001
2019,1,13,19,30,0,2.2,1,12,93.83,-5.9,1002
2019,1,13,20,30,0,2.2,1,9,93.85,-6.5,1002
2019,1,13,21,30,0,2.2,1,9,94.31,-7,1002
2019,1,13,22,30,0,2.1,1,10,95.22,-7.5,1002
2019,1,13,23,30,0,2.1,0.9,11,95.89,-8,1001
2019,1,14,0,30,0,2,0.9,13,96.51,-8.4,1002
2019,1,14,1,30,0,1.9,0.9,13,97.13,-8.7,1002
2019,1,14,2,30,0,1.8,0.8,9,98.1,-8.9,1002
2019,1,14,3,30,0,1.9,0.8,182,98.62,-9.1,1002
2019,1,14,4,30,0,1.9,0.8,356,96.79,-9.1,1002
2019,1,14,5,30,0,1.9,0.7,352,95.72,-9.1,1002
2019,1,14,6,30,0,1.9,0.7,348,94.05,-9,1002
2019,1,14,7,30,111,1.9,0.6,343,87.24,-8,1002
2019,1,14,8,30,495,2.1,0.6,338,83.33,-5.7,1003
2019,1,14,9,30,642,2.2,0.6,328,80.34,-3.4,1003
2019,1,14,10,30,684,2.1,0.6,309,77.6,-1.9,1002
2019,1,14,11,30,914,2.2,0.7,290,77.4,-1,1001
2019,1,14,12,30,912,2.6,0.7,279,76.62,-0.3,1000
2019,1,14,13,30,888,2.9,0.6,274,77.62,-0.1,1000
2019,1,14,14,30,481,2.6,0.6,271,81.26,-0.5,1000
2019,1,14,15,30,388,1.8,0.6,268,90.3,-1.9,999
2019,1,14,16,30,80,1.5,0.6,264,93.79,-3.7,999
2019,1,14,17,30,0,1.6,0.6,262,91.19,-4.3,1000
2019,1,14,18,30,0,2,0.6,262,91.69,-4.4,1000
2019,1,14,19,30,0,2,0.7,264,93.35,-4.5,1000
2019,1,14,20,30,0,2,0.7,268,94.71,-4.7,1000
2019,1,14,21,30,0,2,0.7,271,95.31,-4.9,999
2019,1,14,22,30,0,2.1,0.7,272,95.24,-5,999
2019,1,14,23,30,0,2.1,0.7,269,95.3,-5.1,999
2019,1,15,0,30,0,2.1,0.7,266,96.01,-5.3,999
2019,1,15,1,30,0,2.1,0.7,262,96.13,-5.5,998
2019,1,15,2,30,0,2,0.8,259,95.37,-5.6,998
2019,1,15,3,30,0,2.1,0.8,260,93.76,-5.4,998
2019,1,15,4,30,0,1.9,0.8,260,93.79,-5.3,998
2019,1,15,5,30,0,1.7,0.8,256,93.94,-5.4,998
2019,1,15,6,30,0,1.7,0.8,248,92.04,-5.4,998
2019,1,15,7,30,9,2.3,0.8,242,84.92,-4.4,998
2019,1,15,8,30,0,3.4,0.8,241,83.09,-2.7,998
2019,1,15,9,30,12,4.1,0.7,240,79.98,-1.8,998
2019,1,15,10,30,69,4.4,0.7,239,79.96,-1.4,998
2019,1,15,11,30,58,4.5,0.7,239,80.86,-1,996
2019,1,15,12,30,52,4.6,0.7,237,82.25,-0.7,996
2019,1,15,13,30,32,4.6,0.7,236,84.08,-0.6,995
2019,1,15,14,30,7,4.4,0.7,237,86.88,-0.8,995
2019,1,15,15,30,0,3.7,0.7,236,89.78,-1.2,994
2019,1,15,16,30,48,2.9,0.7,234,93.39,-1.9,994
2019,1,15,17,30,0,2.7,0.7,232,93.23,-2.3,994
2019,1,15,18,30,0,2.9,0.7,227,95.19,-2.7,994
2019,1,15,19,30,0,3.1,0.7,228,95.06,-2.8,994
2019,1,15,20,30,0,3.3,0.7,234,94.11,-2.7,994
2019,1,15,21,30,0,3.5,0.7,240,94.64,-2.6,994
2019,1,15,22,30,0,3.4,0.7,244,95,-2.5,994
2019,1,15,23,30,0,3.1,0.7,246,95.08,-2.5,994
2019,1,16,0,30,0,2.6,0.7,248,96.45,-2.7,994
2019,1,16,1,30,0,2.3,0.7,255,95.88,-2.7,994
2019,1,16,2,30,0,2,0.7,266,96.66,-2.7,994
2019,1,16,3,30,0,1.8,0.6,275,97.75,-2.9,994
2019,1,16,4,30,0,1.5,0.6,284,99.04,-3.3,994
2019,1,16,5,30,0,1.4,0.6,291,99.26,-3.8,995
2019,1,16,6,30,0,1.2,0.6,297,96.08,-3.8,996
2019,1,16,7,30,6,1.2,0.6,303,87.45,-2.4,996
2019,1,16,8,30,4,1,0.6,316,82.68,-0.1,997
2019,1,16,9,30,32,0.7,0.6,177,79.86,1.4,998
2019,1,16,10,30,103,0.6,0.6,52,73.75,2.1,997
2019,1,16,11,30,108,0.9,0.6,87,72.7,2.4,997
2019,1,16,12,30,38,1.2,0.6,101,72.81,2.5,996
2019,1,16,13,30,157,1.4,0.7,107,73.71,2.3,996
2019,1,16,14,30,26,1.2,0.7,106,77.93,1.6,996
2019,1,16,15,30,0,1,0.8,103,91.06,0.3,996
2019,1,16,16,30,2,1.2,0.8,97,90.02,-0.7,996
2019,1,16,17,30,0,1.3,0.8,94,88.19,-0.9,997
2019,1,16,18,30,0,2,0.8,92,88.09,-1,997
2019,1,16,19,30,0,2.3,0.8,95,87.84,-1.1,997
2019,1,16,20,30,0,2.4,0.8,101,88.92,-1.4,996
2019,1,16,21,30,0,2.3,0.9,109,90.7,-1.8,996
2019,1,16,22,30,0,2.3,0.9,117,91.38,-2.1,996
2019,1,16,23,30,0,2.3,1.1,121,91.38,-2.1,995
2019,1,17,0,30,0,2.1,1.2,122,92.9,-2.2,995
2019,1,17,1,30,0,1.9,1.4,123,93.23,-2.1,994
2019,1,17,2,30,0,1.7,1.5,124,93.91,-1.9,994
2019,1,17,3,30,0,1.4,1.5,119,94.35,-1.7,993
2019,1,17,4,30,0,1.5,1.5,111,94.71,-1.5,992
2019,1,17,5,30,0,1.9,1.5,104,94.39,-1.2,992
2019,1,17,6,30,0,2.2,1.6,100,94.5,-0.9,991
2019,1,17,7,30,7,2.3,1.6,97,94.39,-0.5,991
2019,1,17,8,30,118,2,1.6,95,93.58,0.1,991
2019,1,17,9,30,72,1.6,1.5,102,93.4,0.6,991
2019,1,17,10,30,193,1.1,1.5,116,91.88,1.3,990
2019,1,17,11,30,296,0.6,1.5,223,90.05,2,990
2019,1,17,12,30,314,0.9,1.4,324,89.81,2.3,989
2019,1,17,13,30,252,1.6,1.4,325,90.18,2.3,989
2019,1,17,14,30,127,1.6,1.3,324,92.44,1.9,989
2019,1,17,15,30,184,1.4,1.2,318,99.04,0.9,990
2019,1,17,16,30,25,1.6,1.1,310,99.48,-0.1,990
2019,1,17,17,30,0,1.7,1.1,308,97.75,-0.5,991
2019,1,17,18,30,0,2.2,1,304,97.86,-0.7,991
2019,1,17,19,30,0,2.2,1,303,99.38,-1.3,992
2019,1,17,20,30,0,2.2,1,302,99.02,-1.9,992
2019,1,17,21,30,0,2.4,1,300,98.07,-2.4,992
2019,1,17,22,30,0,2.5,0.9,300,96.8,-2.7,993
2019,1,17,23,30,0,2.5,0.9,301,97.11,-3.1,993
2019,1,18,0,30,0,2.5,0.9,301,98.24,-3.7,993
2019,1,18,1,30,0,2.3,0.9,303,99.28,-4.4,993
2019,1,18,2,30,0,2.1,0.9,303,98.97,-4.9,993
2019,1,18,3,30,0,2,0.9,304,98.53,-5.1,993
2019,1,18,4,30,0,1.9,0.9,310,97.46,-5,993
2019,1,18,5,30,0,1.6,0.9,320,97.06,-4.9,993
2019,1,18,6,30,0,1.2,0.9,332,96.29,-4.7,994
2019,1,18,7,30,6,1,1,177,91.28,-3.8,994
2019,1,18,8,30,114,1.1,1,50,84.63,-1.7,994
2019,1,18,9,30,24,1.5,1,98,78.22,0.3,994
2019,1,18,10,30,0,1.4,1,125,78.23,1.1,994
2019,1,18,11,30,0,1.3,1,133,79.01,1.4,993
