,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DAILY_YIELD,SOURCE_KEY
30,26.557591123491374,29.996232645977006,0.185052568956756,2304.0,3
31,26.369897159989996,29.589895937381353,0.16506163204109942,5004.0,3
32,24.852174461143772,26.668631332097913,0.12438296682989895,4446.0,3
0,30.56599240392218,35.559493133825676,0.3006216333730599,2571.1999999999994,5
1,29.478612107614943,35.143313971575665,0.246630967191566,3885.6,5
2,29.780109462638357,34.62673104823728,0.22118328183149752,4222.533333333334,5
3,27.336693981812743,31.618089005459773,0.22391437826798571,2489.285714285714,5
4,26.50065911631059,30.106083579416648,0.2141612695580581,4965.4000000000015,5
5,28.233015966012122,33.349862726297104,0.2790299026568414,2521.933333333333,5
6,29.055460564499523,34.782797434877885,0.28324150912007656,6733.571428571429,5
7,29.64856575269397,36.748053997078536,0.2972483651646051,2397.266666666667,5
8,30.649598971599623,36.90995010181991,0.2933331309188784,6844.2,5
10,30.818428757315623,36.567040989343866,0.2766346367565042,6497.333333333334,5
12,30.400937587775363,37.034485254681506,0.28574936066509554,7179.857142857142,5
13,30.130057124837414,36.03372072519853,0.2930940293775885,7157.6,5
14,30.047376036617717,34.883857072707485,0.2446021985275745,3528.8,5
15,29.54867031754157,33.620538683754965,0.2481978900580524,5724.8,5
16,28.451276544815602,33.0978153065613,0.20004125094792027,4699.933333333333,5
17,25.50704480733165,28.49376125274117,0.1413711992865422,3076.333333333333,5
18,27.10240531618773,32.88319149076866,0.24738144145099586,2771.4285714285716,5
19,26.13420570593064,29.572434186825966,0.17489092600902334,3435.666666666667,5
20,26.30493927300477,30.830730545605828,0.2102372842208975,4507.8,5
21,27.082355021791173,32.30056184117577,0.2329854408474657,5421.533333333334,5
22,27.80129808214799,32.85081808159722,0.27045563257029553,6556.8,5
23,27.855763719492344,33.59463790079023,0.26078067504817243,1398.466666666667,5
24,28.493347079215752,34.31220355739046,0.2816504580599019,6725.4,5
25,28.126931569636024,32.960383361302675,0.24831275735101244,3443.7333333333336,5
26,27.334611434404387,30.82651117513869,0.1935033620292932,3962.857142857143,5
27,25.52091109061389,27.24831905874813,0.11747877188181832,2601.333333333333,5
28,24.683421539523483,27.116899781609217,0.13648922657979662,3497.2666666666664,5
29,26.11693704403736,30.39487110832136,0.21552264113815808,4881.066666666667,5
30,27.01979004464797,31.58983411596025,0.2295169814691817,5540.333333333334,5
31,26.557591123491374,29.996232645977006,0.185052568956756,4625.133333333333,5
32,26.369897159989996,29.589895937381353,0.16506163204109942,5501.0,5
33,24.852174461143772,26.668631332097913,0.12438296682989895,4306.0,5
0,30.56599240392218,35.559493133825676,0.3006216333730599,9246.0,6
1,29.478612107614943,35.143313971575665,0.246630967191566,7678.0,6
2,29.780109462638357,34.62673104823728,0.22118328183149752,6676.0,6
3,27.336693981812743,31.618089005459773,0.22391437826798571,7539.0,6
4,26.50065911631059,30.106083579416648,0.2141612695580581,6391.0,6
5,28.233015966012122,33.349862726297104,0.2790299026568414,3994.0,6
6,29.055460564499523,34.782797434877885,0.28324150912007656,8813.0,6
7,29.64856575269397,36.748053997078536,0.2972483651646051,3090.0,6
8,30.649598971599623,36.90995010181991,0.2933331309188784,4543.0,6
9,30.805943188976684,37.116551340291096,0.28568796141160485,9085.0,6
10,30.818428757315623,36.567040989343866,0.2766346367565042,8853.0,6
11,30.02799321070401,35.7789177337524,0.28369452009739304,9113.0,6
12,30.400937587775363,37.034485254681506,0.28574936066509554,3616.7857142857133,6
13,30.130057124837414,36.03372072519853,0.2930940293775885,8932.0,6
14,30.047376036617717,34.883857072707485,0.2446021985275745,6958.0,6
15,29.54867031754157,33.620538683754965,0.2481978900580524,7985.0,6
16,28.451276544815602,33.0978153065613,0.20004125094792027,6433.0,6
17,25.50704480733165,28.49376125274117,0.1413711992865422,4163.0,6
18,27.10240531618773,32.88319149076866,0.24738144145099586,7073.0,6
19,26.13420570593064,29.572434186825966,0.17489092600902334,4339.0,6
20,26.30493927300477,30.830730545605828,0.2102372842208975,2910.0,6
21,27.082355021791173,32.30056184117577,0.2329854408474657,3354.0,6
22,27.80129808214799,32.85081808159722,0.27045563257029553,8190.0,6
23,27.855763719492344,33.59463790079023,0.26078067504817243,2021.0,6
24,28.493347079215752,34.31220355739046,0.2816504580599019,3332.0,6
25,28.126931569636024,32.960383361302675,0.24831275735101244,3803.0,6
26,27.334611434404387,30.82651117513869,0.1935033620292932,3698.0,6
27,25.52091109061389,27.24831905874813,0.11747877188181832,3862.0,6
28,24.683421539523483,27.116899781609217,0.13648922657979662,4693.0,6
29,26.11693704403736,30.39487110832136,0.21552264113815808,2777.0,6
30,27.01979004464797,31.58983411596025,0.2295169814691817,7458.0,6
31,26.557591123491374,29.996232645977006,0.185052568956756,6207.0,6
32,26.369897159989996,29.589895937381353,0.16506163204109942,5417.0,6
33,24.852174461143772,26.668631332097913,0.12438296682989895,4197.0,6
0,30.56599240392218,35.559493133825676,0.3006216333730599,4154.0,7
1,29.478612107614943,35.143313971575665,0.246630967191566,6483.0,7
2,29.780109462638357,34.62673104823728,0.22118328183149752,4603.0,7
3,27.336693981812743,31.618089005459773,0.22391437826798571,2320.0,7
4,28.233015966012122,33.349862726297104,0.2790299026568414,4492.0,7
5,29.055460564499523,34.782797434877885,0.28324150912007656,6646.0,7
6,29.64856575269397,36.748053997078536,0.2972483651646051,3582.0,7
7,30.649598971599623,36.90995010181991,0.2933331309188784,4598.0,7
8,30.805943188976684,37.116551340291096,0.28568796141160485,3416.0,7
9,30.818428757315623,36.567040989343866,0.2766346367565042,6951.0,7
10,30.02799321070401,35.7789177337524,0.28369452009739304,8289.0,7
11,30.400937587775363,37.034485254681506,0.28574936066509554,8653.0,7
12,30.130057124837414,36.03372072519853,0.2930940293775885,7975.0,7
13,30.047376036617717,34.883857072707485,0.2446021985275745,4299.0,7
14,29.54867031754157,33.620538683754965,0.2481978900580524,5509.0,7
15,28.451276544815602,33.0978153065613,0.20004125094792027,6058.0,7
16,25.50704480733165,28.49376125274117,0.1413711992865422,4035.0,7
17,27.10240531618773,32.88319149076866,0.24738144145099586,5476.0,7
18,26.13420570593064,29.572434186825966,0.17489092600902334,4092.0,7
19,26.30493927300477,30.830730545605828,0.2102372842208975,2695.0,7
20,27.082355021791173,32.30056184117577,0.2329854408474657,2769.0,7
21,27.80129808214799,32.85081808159722,0.27045563257029553,2296.0,7
22,27.855763719492344,33.59463790079023,0.26078067504817243,2554.0,7
23,28.493347079215752,34.31220355739046,0.2816504580599019,3189.0,7
24,28.126931569636024,32.960383361302675,0.24831275735101244,3898.0,7
25,27.334611434404387,30.82651117513869,0.1935033620292932,2448.0,7
26,25.52091109061389,27.24831905874813,0.11747877188181832,3299.0,7
27,24.683421539523483,27.116899781609217,0.13648922657979662,3743.0,7
28,26.11693704403736,30.39487110832136,0.21552264113815808,5929.0,7
29,27.01979004464797,31.58983411596025,0.2295169814691817,2048.0,7
30,26.557591123491374,29.996232645977006,0.185052568956756,2199.0,7
31,26.369897159989996,29.589895937381353,0.16506163204109942,4605.0,7
32,24.852174461143772,26.668631332097913,0.12438296682989895,4020.0,7
0,30.56599240392218,35.559493133825676,0.3006216333730599,9663.0,8
1,29.478612107614943,35.143313971575665,0.246630967191566,7930.0,8
2,29.780109462638357,34.62673104823728,0.22118328183149752,7188.0,8
3,27.336693981812743,31.618089005459773,0.22391437826798571,7818.0,8
4,30.047376036617717,34.883857072707485,0.2446021985275745,8245.0,8
5,29.54867031754157,33.620538683754965,0.2481978900580524,8228.0,8
6,28.451276544815602,33.0978153065613,0.20004125094792027,6664.0,8
7,25.50704480733165,28.49376125274117,0.1413711992865422,4256.0,8
8,27.10240531618773,32.88319149076866,0.24738144145099586,7297.0,8
9,26.13420570593064,29.572434186825966,0.17489092600902334,5991.0,8
10,26.30493927300477,30.830730545605828,0.2102372842208975,7020.0,8
11,27.082355021791173,32.30056184117577,0.2329854408474657,7779.0,8
12,27.80129808214799,32.85081808159722,0.27045563257029553,8293.0,8
13,27.855763719492344,33.59463790079023,0.26078067504817243,7884.0,8
14,28.493347079215752,34.31220355739046,0.2816504580599019,9265.0,8
15,28.126931569636024,32.960383361302675,0.24831275735101244,8151.0,8
16,27.334611434404387,30.82651117513869,0.1935033620292932,5627.0,8
17,25.52091109061389,27.24831905874813,0.11747877188181832,3920.0,8
18,24.683421539523483,27.116899781609217,0.13648922657979662,4802.0,8
19,26.11693704403736,30.39487110832136,0.21552264113815808,3023.0,8
20,27.01979004464797,31.58983411596025,0.2295169814691817,7301.0,8
21,26.557591123491374,29.996232645977006,0.185052568956756,6296.0,8
22,26.369897159989996,29.589895937381353,0.16506163204109942,5596.0,8
23,24.852174461143772,26.668631332097913,0.12438296682989895,4251.0,8
0,30.56599240392218,35.559493133825676,0.3006216333730599,8458.0,9
1,29.478612107614943,35.143313971575665,0.246630967191566,3176.0,9
2,29.780109462638357,34.62673104823728,0.22118328183149752,5519.0,9
3,27.336693981812743,31.618089005459773,0.22391437826798571,3529.0,9
4,26.50065911631059,30.106083579416648,0.2141612695580581,2451.0,9
5,28.233015966012122,33.349862726297104,0.2790299026568414,4592.0,9
6,29.055460564499523,34.782797434877885,0.28324150912007656,4794.0,9
7,29.64856575269397,36.748053997078536,0.2972483651646051,9354.0,9
8,30.649598971599623,36.90995010181991,0.2933331309188784,3093.0,9
9,30.805943188976684,37.116551340291096,0.28568796141160485,4713.0,9
10,30.818428757315623,36.567040989343866,0.2766346367565042,4940.0,9
11,30.02799321070401,35.7789177337524,0.28369452009739304,3874.0,9
12,30.400937587775363,37.034485254681506,0.28574936066509554,4296.0,9
13,30.130057124837414,36.03372072519853,0.2930940293775885,3474.0,9
14,30.047376036617717,34.883857072707485,0.2446021985275745,7826.0,9
15,29.54867031754157,33.620538683754965,0.2481978900580524,7771.0,9
16,28.451276544815602,33.0978153065613,0.20004125094792027,6234.0,9
17,25.50704480733165,28.49376125274117,0.1413711992865422,3970.0,9
18,27.10240531618773,32.88319149076866,0.24738144145099586,4787.0,9
19,26.13420570593064,29.572434186825966,0.17489092600902334,4135.0,9
20,26.30493927300477,30.830730545605828,0.2102372842208975,2885.0,9
21,27.082355021791173,32.30056184117577,0.2329854408474657,2878.0,9
22,27.80129808214799,32.85081808159722,0.27045563257029553,3489.0,9
23,27.855763719492344,33.59463790079023,0.26078067504817243,2070.0,9
24,28.493347079215752,34.31220355739046,0.2816504580599019,2702.0,9
25,28.126931569636024,32.960383361302675,0.24831275735101244,3308.0,9
26,27.334611434404387,30.82651117513869,0.1935033620292932,2407.0,9
27,25.52091109061389,27.24831905874813,0.11747877188181832,3718.0,9
28,24.683421539523483,27.116899781609217,0.13648922657979662,4500.0,9
29,26.11693704403736,30.39487110832136,0.21552264113815808,6213.0,9
30,27.01979004464797,31.58983411596025,0.2295169814691817,7310.0,9
31,26.557591123491374,29.996232645977006,0.185052568956756,5604.0,9
32,26.369897159989996,29.589895937381353,0.16506163204109942,5208.0,9
33,24.852174461143772,26.668631332097913,0.12438296682989895,3968.0,9
0,30.56599240392218,35.559493133825676,0.3006216333730599,9234.0,10
1,29.478612107614943,35.143313971575665,0.246630967191566,7542.0,10
2,29.780109462638357,34.62673104823728,0.22118328183149752,6717.0,10
3,27.336693981812743,31.618089005459773,0.22391437826798571,4730.0,10
4,26.50065911631059,30.106083579416648,0.2141612695580581,6554.0,10
5,28.233015966012122,33.349862726297104,0.2790299026568414,3883.0,10
6,29.055460564499523,34.782797434877885,0.28324150912007656,5852.0,10
7,29.64856575269397,36.748053997078536,0.2972483651646051,5052.0,10
8,30.649598971599623,36.90995010181991,0.2933331309188784,3385.0,10
9,30.805943188976684,37.116551340291096,0.28568796141160485,9038.0,10
10,30.818428757315623,36.567040989343866,0.2766346367565042,8810.0,10
11,30.02799321070401,35.7789177337524,0.28369452009739304,9079.0,10
12,30.400937587775363,37.034485254681506,0.28574936066509554,9086.0,10
13,30.130057124837414,36.03372072519853,0.2930940293775885,8881.0,10
14,30.047376036617717,34.883857072707485,0.2446021985275745,7234.0,10
15,29.54867031754157,33.620538683754965,0.2481978900580524,7952.0,10
16,28.451276544815602,33.0978153065613,0.20004125094792027,6364.0,10
17,25.50704480733165,28.49376125274117,0.1413711992865422,4046.0,10
18,27.10240531618773,32.88319149076866,0.24738144145099586,3825.0,10
19,26.13420570593064,29.572434186825966,0.17489092600902334,4281.0,10
20,26.30493927300477,30.830730545605828,0.2102372842208975,2927.0,10
21,27.082355021791173,32.30056184117577,0.2329854408474657,3053.0,10
22,27.80129808214799,32.85081808159722,0.27045563257029553,4674.0,10
23,27.855763719492344,33.59463790079023,0.26078067504817243,7771.0,10
24,28.493347079215752,34.31220355739046,0.2816504580599019,2841.0,10
25,28.126931569636024,32.960383361302675,0.24831275735101244,3463.0,10
26,27.334611434404387,30.82651117513869,0.1935033620292932,5452.0,10
27,25.52091109061389,27.24831905874813,0.11747877188181832,3814.0,10
28,24.683421539523483,27.116899781609217,0.13648922657979662,4630.0,10
29,26.11693704403736,30.39487110832136,0.21552264113815808,2911.0,10
30,27.01979004464797,31.58983411596025,0.2295169814691817,7445.0,10
31,26.557591123491374,29.996232645977006,0.185052568956756,6151.0,10
32,26.369897159989996,29.589895937381353,0.16506163204109942,5357.0,10
33,24.852174461143772,26.668631332097913,0.12438296682989895,4121.0,10
0,30.56599240392218,35.559493133825676,0.3006216333730599,7800.0,12
1,29.478612107614943,35.143313971575665,0.246630967191566,5807.0,12
2,29.780109462638357,34.62673104823728,0.22118328183149752,6481.0,12
3,27.336693981812743,31.618089005459773,0.22391437826798571,7632.0,12
4,28.233015966012122,33.349862726297104,0.2790299026568414,9378.0,12
5,29.055460564499523,34.782797434877885,0.28324150912007656,9059.0,12
6,29.64856575269397,36.748053997078536,0.2972483651646051,9801.0,12
7,30.649598971599623,36.90995010181991,0.2933331309188784,9655.0,12
8,30.805943188976684,37.116551340291096,0.28568796141160485,4962.0,12
9,30.818428757315623,36.567040989343866,0.2766346367565042,9167.0,12
10,30.02799321070401,35.7789177337524,0.28369452009739304,9175.0,12
11,30.400937587775363,37.034485254681506,0.28574936066509554,9444.0,12
12,30.130057124837414,36.03372072519853,0.2930940293775885,3727.0,12
13,30.047376036617717,34.883857072707485,0.2446021985275745,8240.0,12
14,29.54867031754157,33.620538683754965,0.2481978900580524,8199.0,12
15,28.451276544815602,33.0978153065613,0.20004125094792027,6639.0,12
16,25.50704480733165,28.49376125274117,0.1413711992865422,4334.0,12
17,27.10240531618773,32.88319149076866,0.24738144145099586,7340.0,12
18,26.13420570593064,29.572434186825966,0.17489092600902334,4836.0,12
19,26.30493927300477,30.830730545605828,0.2102372842208975,6981.0,12
20,27.082355021791173,32.30056184117577,0.2329854408474657,7726.0,12
21,27.80129808214799,32.85081808159722,0.27045563257029553,8312.0,12
22,27.855763719492344,33.59463790079023,0.26078067504817243,7818.0,12
23,28.493347079215752,34.31220355739046,0.2816504580599019,9179.0,12
24,28.126931569636024,32.960383361302675,0.24831275735101244,8042.0,12
25,27.334611434404387,30.82651117513869,0.1935033620292932,5563.0,12
26,25.52091109061389,27.24831905874813,0.11747877188181832,3945.0,12
27,24.683421539523483,27.116899781609217,0.13648922657979662,4576.0,12
28,26.11693704403736,30.39487110832136,0.21552264113815808,3202.0,12
29,27.01979004464797,31.58983411596025,0.2295169814691817,3304.0,12
30,26.557591123491374,29.996232645977006,0.185052568956756,2643.0,12
31,26.369897159989996,29.589895937381353,0.16506163204109942,5526.0,12
32,24.852174461143772,26.668631332097913,0.12438296682989895,4441.0,12
0,30.56599240392218,35.559493133825676,0.3006216333730599,9475.0,13
1,29.478612107614943,35.143313971575665,0.246630967191566,7762.0,13
2,29.780109462638357,34.62673104823728,0.22118328183149752,7041.0,13
3,27.336693981812743,31.618089005459773,0.22391437826798571,7677.0,13
4,30.047376036617717,34.883857072707485,0.2446021985275745,8027.0,13
5,29.54867031754157,33.620538683754965,0.2481978900580524,7983.0,13
6,28.451276544815602,33.0978153065613,0.20004125094792027,6486.0,13
7,25.50704480733165,28.49376125274117,0.1413711992865422,4117.0,13
8,27.10240531618773,32.88319149076866,0.24738144145099586,7098.0,13
9,26.13420570593064,29.572434186825966,0.17489092600902334,5288.0,13
10,26.30493927300477,30.830730545605828,0.2102372842208975,6331.0,13
11,27.082355021791173,32.30056184117577,0.2329854408474657,7629.0,13
12,27.80129808214799,32.85081808159722,0.27045563257029553,8134.0,13
13,27.855763719492344,33.59463790079023,0.26078067504817243,7778.0,13
14,28.493347079215752,34.31220355739046,0.2816504580599019,9167.0,13
15,28.126931569636024,32.960383361302675,0.24831275735101244,8067.0,13
16,27.334611434404387,30.82651117513869,0.1935033620292932,2618.0,13
17,25.52091109061389,27.24831905874813,0.11747877188181832,3884.0,13
18,24.683421539523483,27.116899781609217,0.13648922657979662,4764.0,13
19,26.11693704403736,30.39487110832136,0.21552264113815808,3972.0,13
20,27.01979004464797,31.58983411596025,0.2295169814691817,6277.0,13
21,26.557591123491374,29.996232645977006,0.185052568956756,6245.0,13
22,26.369897159989996,29.589895937381353,0.16506163204109942,5537.0,13
23,24.852174461143772,26.668631332097913,0.12438296682989895,4239.0,13
0,30.56599240392218,35.559493133825676,0.3006216333730599,9119.0,14
1,29.478612107614943,35.143313971575665,0.246630967191566,2974.0,14
2,29.780109462638357,34.62673104823728,0.22118328183149752,6960.0,14
3,27.336693981812743,31.618089005459773,0.22391437826798571,6551.0,14
4,26.50065911631059,30.106083579416648,0.2141612695580581,1942.0,14
5,28.233015966012122,33.349862726297104,0.2790299026568414,2707.0,14
6,29.055460564499523,34.782797434877885,0.28324150912007656,4638.0,14
7,29.64856575269397,36.748053997078536,0.2972483651646051,9420.0,14
8,30.649598971599623,36.90995010181991,0.2933331309188784,9196.0,14
9,30.805943188976684,37.116551340291096,0.28568796141160485,8962.0,14
10,30.818428757315623,36.567040989343866,0.2766346367565042,8737.0,14
11,30.02799321070401,35.7789177337524,0.28369452009739304,6704.0,14
12,30.400937587775363,37.034485254681506,0.28574936066509554,3852.0,14
13,30.130057124837414,36.03372072519853,0.2930940293775885,8554.0,14
14,30.047376036617717,34.883857072707485,0.2446021985275745,6653.0,14
15,29.54867031754157,33.620538683754965,0.2481978900580524,4061.0,14
16,28.451276544815602,33.0978153065613,0.20004125094792027,6313.0,14
17,25.50704480733165,28.49376125274117,0.1413711992865422,4156.0,14
18,27.10240531618773,32.88319149076866,0.24738144145099586,6016.0,14
19,26.13420570593064,29.572434186825966,0.17489092600902334,3540.0,14
20,26.30493927300477,30.830730545605828,0.2102372842208975,6168.0,14
21,27.082355021791173,32.30056184117577,0.2329854408474657,7333.0,14
22,27.80129808214799,32.85081808159722,0.27045563257029553,2212.0,14
23,27.855763719492344,33.59463790079023,0.26078067504817243,7544.0,14
24,28.493347079215752,34.31220355739046,0.2816504580599019,8837.0,14
25,28.126931569636024,32.960383361302675,0.24831275735101244,6456.0,14
26,27.334611434404387,30.82651117513869,0.1935033620292932,4003.0,14
27,25.52091109061389,27.24831905874813,0.11747877188181832,3834.0,14
28,24.683421539523483,27.116899781609217,0.13648922657979662,4685.0,14
29,26.11693704403736,30.39487110832136,0.21552264113815808,6515.0,14
30,27.01979004464797,31.58983411596025,0.2295169814691817,7209.0,14
31,26.557591123491374,29.996232645977006,0.185052568956756,2801.0,14
32,26.369897159989996,29.589895937381353,0.16506163204109942,3812.0,14
33,24.852174461143772,26.668631332097913,0.12438296682989895,4258.0,14
0,30.56599240392218,35.559493133825676,0.3006216333730599,5560.533333333333,15
1,29.478612107614943,35.143313971575665,0.246630967191566,6957.6,15
2,29.780109462638357,34.62673104823728,0.22118328183149752,6257.333333333332,15
3,27.336693981812743,31.618089005459773,0.22391437826798571,6745.266666666666,15
4,28.233015966012122,33.349862726297104,0.2790299026568414,8210.800000000003,15
5,29.055460564499523,34.782797434877885,0.28324150912007656,7949.933333333332,15
6,29.64856575269397,36.748053997078536,0.2972483651646051,7898.4,15
7,30.649598971599623,36.90995010181991,0.2933331309188784,7675.2,15
8,30.805943188976684,37.116551340291096,0.28568796141160485,3847.7142857142853,15
9,30.818428757315623,36.567040989343866,0.2766346367565042,7324.8,15
11,30.400937587775363,37.034485254681506,0.28574936066509554,8091.428571428571,15
12,30.130057124837414,36.03372072519853,0.2930940293775885,3174.4,15
13,30.047376036617717,34.883857072707485,0.2446021985275745,7076.333333333334,15
14,29.54867031754157,33.620538683754965,0.2481978900580524,7000.9333333333325,15
15,28.451276544815602,33.0978153065613,0.20004125094792027,5725.200000000002,15
16,25.50704480733165,28.49376125274117,0.1413711992865422,3692.0,15
17,27.10240531618773,32.88319149076866,0.24738144145099586,6324.9333333333325,15
18,26.13420570593064,29.572434186825966,0.17489092600902334,4821.6,15
19,26.30493927300477,30.830730545605828,0.2102372842208975,6904.0,15
20,27.082355021791173,32.30056184117577,0.2329854408474657,7599.0,15
21,27.80129808214799,32.85081808159722,0.27045563257029553,8227.0,15
22,27.855763719492344,33.59463790079023,0.26078067504817243,7718.0,15
23,28.493347079215752,34.31220355739046,0.2816504580599019,9056.0,15
24,28.126931569636024,32.960383361302675,0.24831275735101244,8086.0,15
25,27.334611434404387,30.82651117513869,0.1935033620292932,5556.0,15
26,25.52091109061389,27.24831905874813,0.11747877188181832,3887.0,15
27,24.683421539523483,27.116899781609217,0.13648922657979662,4455.0,15
28,26.11693704403736,30.39487110832136,0.21552264113815808,3544.0,15
29,27.01979004464797,31.58983411596025,0.2295169814691817,2107.0,15
30,26.557591123491374,29.996232645977006,0.185052568956756,2231.0,15
31,26.369897159989996,29.589895937381353,0.16506163204109942,5189.0,15
32,24.852174461143772,26.668631332097913,0.12438296682989895,4398.0,15
0,30.56599240392218,35.559493133825676,0.3006216333730599,4239.0,16
1,29.478612107614943,35.143313971575665,0.246630967191566,6365.0,16
2,29.780109462638357,34.62673104823728,0.22118328183149752,3548.0,16
3,27.336693981812743,31.618089005459773,0.22391437826798571,2787.0,16
4,28.233015966012122,33.349862726297104,0.2790299026568414,2419.0,16
5,29.055460564499523,34.782797434877885,0.28324150912007656,4896.0,16
6,29.64856575269397,36.748053997078536,0.2972483651646051,3687.0,16
7,30.649598971599623,36.90995010181991,0.2933331309188784,3998.0,16
8,30.805943188976684,37.116551340291096,0.28568796141160485,4816.0,16
9,30.818428757315623,36.567040989343866,0.2766346367565042,3290.0,16
10,30.02799321070401,35.7789177337524,0.28369452009739304,7269.0,16
11,30.400937587775363,37.034485254681506,0.28574936066509554,7370.0,16
12,30.130057124837414,36.03372072519853,0.2930940293775885,4863.0,16
13,30.047376036617717,34.883857072707485,0.2446021985275745,4046.0,16
14,29.54867031754157,33.620538683754965,0.2481978900580524,3932.0,16
15,28.451276544815602,33.0978153065613,0.20004125094792027,5399.0,16
16,25.50704480733165,28.49376125274117,0.1413711992865422,3649.0,16
17,27.10240531618773,32.88319149076866,0.24738144145099586,4962.0,16
18,26.13420570593064,29.572434186825966,0.17489092600902334,3721.0,16
19,26.30493927300477,30.830730545605828,0.2102372842208975,5261.0,16
20,27.082355021791173,32.30056184117577,0.2329854408474657,3779.0,16
21,27.80129808214799,32.85081808159722,0.27045563257029553,3413.0,16
22,27.855763719492344,33.59463790079023,0.26078067504817243,2598.0,16
23,28.493347079215752,34.31220355739046,0.2816504580599019,3027.0,16
24,28.126931569636024,32.960383361302675,0.24831275735101244,3796.0,16
25,27.334611434404387,30.82651117513869,0.1935033620292932,2508.0,16
26,25.52091109061389,27.24831905874813,0.11747877188181832,3184.0,16
27,24.683421539523483,27.116899781609217,0.13648922657979662,3668.0,16
28,26.11693704403736,30.39487110832136,0.21552264113815808,5477.0,16
29,27.01979004464797,31.58983411596025,0.2295169814691817,2058.0,16
30,26.557591123491374,29.996232645977006,0.185052568956756,2118.0,16
31,26.369897159989996,29.589895937381353,0.16506163204109942,4430.0,16
32,24.852174461143772,26.668631332097913,0.12438296682989895,3702.0,16
0,30.56599240392218,35.559493133825676,0.3006216333730599,4371.733333333334,17
1,29.478612107614943,35.143313971575665,0.246630967191566,3088.4000000000005,17
2,29.780109462638357,34.62673104823728,0.22118328183149752,2676.333333333333,17
3,27.336693981812743,31.618089005459773,0.22391437826798571,2247.466666666667,17
4,26.50065911631059,30.106083579416648,0.2141612695580581,2683.9999999999995,17
5,28.233015966012122,33.349862726297104,0.2790299026568414,4310.600000000001,17
6,29.055460564499523,34.782797434877885,0.28324150912007656,2297.866666666667,17
7,29.64856575269397,36.748053997078536,0.2972483651646051,3952.666666666666,17
8,30.649598971599623,36.90995010181991,0.2933331309188784,4064.142857142857,17
9,30.805943188976684,37.116551340291096,0.28568796141160485,3705.2,17
10,30.818428757315623,36.567040989343866,0.2766346367565042,4205.133333333333,17
11,30.02799321070401,35.7789177337524,0.28369452009739304,3738.8,17
12,30.400937587775363,37.034485254681506,0.28574936066509554,2330.0,17
13,30.130057124837414,36.03372072519853,0.2930940293775885,4250.4,17
14,30.047376036617717,34.883857072707485,0.2446021985275745,3780.933333333333,17
15,29.54867031754157,33.620538683754965,0.2481978900580524,2266.285714285714,17
16,28.451276544815602,33.0978153065613,0.20004125094792027,3078.600000000001,17
17,25.50704480733165,28.49376125274117,0.1413711992865422,1722.4,17
18,27.10240531618773,32.88319149076866,0.24738144145099586,2890.066666666666,17
19,26.13420570593064,29.572434186825966,0.17489092600902334,1850.571428571429,17
20,26.30493927300477,30.830730545605828,0.2102372842208975,1481.2,17
21,27.082355021791173,32.30056184117577,0.2329854408474657,3423.4666666666662,17
22,27.80129808214799,32.85081808159722,0.27045563257029553,1045.1999999999996,17
23,27.855763719492344,33.59463790079023,0.26078067504817243,805.2857142857142,17
