,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,DAILY_YIELD
146,27.871142988679253,40.50019721617252,0.4670693079321634,5882.142857
147,26.572746956959712,36.164621774450566,0.36985176897641736,4718.571429
148,25.822457678754567,33.455246091666666,0.2987251085254719,4107.142857
149,25.42447148077268,33.1533057211141,0.3075764350852201,3721.875
150,26.36242213378257,38.731893957681926,0.4790444257828957,6139.285714
151,25.50280010727764,35.75254810296494,0.3986456853204744,5310.714286
152,26.471948133862433,36.39943160361551,0.3660889946185535,6872.0
153,26.451856226415075,36.058201727762814,0.3392287826957191,6365.0
154,25.5512210287834,34.16393440621942,0.3267021648506515,5992.0
155,28.564478195329666,38.61684165677657,0.35868634965505153,6714.0
156,29.494486331593407,42.02868699734433,0.4409880415197766,7717.0
157,25.14405622564103,33.57360166694139,0.2935862516426643,5457.0
158,27.403738549416914,37.733532126554906,0.3682624794537422,6988.0
160,28.48899484016173,40.469185906468994,0.41734193406100667,7360.0
161,29.362050044752184,45.2787840813897,0.5327888079030094,8611.0
162,29.77591632246181,42.970462607457314,0.4705128346086936,8180.0
163,29.75759639342041,44.27708854611927,0.5138370865080109,9013.0
165,29.34052075396825,40.68582583292181,0.38032530094032735,6763.0
166,28.05908833514286,44.41899472519048,0.4959132248282057,8172.0
167,26.766419354304038,38.80223721904761,0.42067411862465415,7270.0
168,26.96867871804029,37.23067778296702,0.33895111748448986,6076.0
169,26.53805245722739,36.08461742218231,0.3394085453393864,5909.0
171,26.260068479853487,37.29405107216118,0.4216867084861565,7917.0
172,27.166873286813182,40.150425865201456,0.4744418160667904,8160.0
174,26.105285082600737,36.31472878983517,0.3755168842980329,6435.0
175,26.750387714106026,39.85482460098832,0.4604221293001194,8219.0
176,27.37878858492639,40.18034011169398,0.4776514474694416,8488.0
177,27.871142988679253,40.50019721617252,0.4670693079321634,8120.0
178,26.572746956959712,36.164621774450566,0.36985176897641736,6479.0
179,25.822457678754567,33.455246091666666,0.2987251085254719,5716.0
180,25.42447148077268,33.1533057211141,0.3075764350852201,5903.0
181,26.36242213378257,38.731893957681926,0.4790444257828957,8652.0
182,25.50280010727764,35.75254810296494,0.3986456853204744,7489.0
183,26.471948133862433,36.39943160361551,0.3660889946185535,6814.0
184,26.451856226415075,36.058201727762814,0.3392287826957191,6332.0
185,25.5512210287834,34.16393440621942,0.3267021648506515,6007.0
186,28.564478195329666,38.61684165677657,0.35868634965505153,6615.0
187,29.494486331593407,42.02868699734433,0.4409880415197766,7674.0
188,25.14405622564103,33.57360166694139,0.2935862516426643,5348.0
191,28.48899484016173,40.469185906468994,0.41734193406100667,7237.0
192,29.362050044752184,45.2787840813897,0.5327888079030094,8431.0
193,29.77591632246181,42.970462607457314,0.4705128346086936,8091.0
194,29.75759639342041,44.27708854611927,0.5138370865080109,8879.0
196,29.34052075396825,40.68582583292181,0.38032530094032735,6658.0
197,28.05908833514286,44.41899472519048,0.4959132248282057,8038.0
198,26.766419354304038,38.80223721904761,0.42067411862465415,7130.0
199,26.96867871804029,37.23067778296702,0.33895111748448986,5837.0
200,26.53805245722739,36.08461742218231,0.3394085453393864,5834.0
202,26.260068479853487,37.29405107216118,0.4216867084861565,7710.0
203,27.166873286813182,40.150425865201456,0.4744418160667904,8038.0
205,26.105285082600737,36.31472878983517,0.3755168842980329,6341.0
206,26.750387714106026,39.85482460098832,0.4604221293001194,7062.125
207,27.37878858492639,40.18034011169398,0.4776514474694416,8319.0
208,27.871142988679253,40.50019721617252,0.4670693079321634,7977.0
209,26.572746956959712,36.164621774450566,0.36985176897641736,6389.0
210,25.822457678754567,33.455246091666666,0.2987251085254719,5619.0
211,25.42447148077268,33.1533057211141,0.3075764350852201,5794.0
212,26.36242213378257,38.731893957681926,0.4790444257828957,8399.0
213,25.50280010727764,35.75254810296494,0.3986456853204744,7405.0
214,26.471948133862433,36.39943160361551,0.3660889946185535,5889.625
215,26.451856226415075,36.058201727762814,0.3392287826957191,6264.0
216,25.5512210287834,34.16393440621942,0.3267021648506515,5953.0
217,28.564478195329666,38.61684165677657,0.35868634965505153,6676.0
218,29.494486331593407,42.02868699734433,0.4409880415197766,7586.0
219,25.14405622564103,33.57360166694139,0.2935862516426643,5424.0
220,27.403738549416914,37.733532126554906,0.3682624794537422,6974.0
222,28.48899484016173,40.469185906468994,0.41734193406100667,7275.0
223,29.362050044752184,45.2787840813897,0.5327888079030094,8589.0
224,29.77591632246181,42.970462607457314,0.4705128346086936,8028.0
225,29.75759639342041,44.27708854611927,0.5138370865080109,8910.0
227,29.34052075396825,40.68582583292181,0.38032530094032735,6727.0
228,28.05908833514286,44.41899472519048,0.4959132248282057,8150.0
229,26.766419354304038,38.80223721904761,0.42067411862465415,7317.0
230,26.96867871804029,37.23067778296702,0.33895111748448986,6142.0
231,26.53805245722739,36.08461742218231,0.3394085453393864,5918.0
233,26.260068479853487,37.29405107216118,0.4216867084861565,7916.0
234,27.166873286813182,40.150425865201456,0.4744418160667904,8178.0
236,26.105285082600737,36.31472878983517,0.3755168842980329,6355.0
237,26.750387714106026,39.85482460098832,0.4604221293001194,8209.0
238,27.37878858492639,40.18034011169398,0.4776514474694416,8435.0
239,27.871142988679253,40.50019721617252,0.4670693079321634,8074.0
240,26.572746956959712,36.164621774450566,0.36985176897641736,6438.0
241,25.822457678754567,33.455246091666666,0.2987251085254719,5692.0
242,25.42447148077268,33.1533057211141,0.3075764350852201,5883.0
243,26.36242213378257,38.731893957681926,0.4790444257828957,8558.0
244,25.50280010727764,35.75254810296494,0.3986456853204744,7404.0
245,26.471948133862433,36.39943160361551,0.3660889946185535,6757.0
246,26.451856226415075,36.058201727762814,0.3392287826957191,6304.0
247,25.5512210287834,34.16393440621942,0.3267021648506515,5929.0
248,28.564478195329666,38.61684165677657,0.35868634965505153,6384.0
249,29.494486331593407,42.02868699734433,0.4409880415197766,7464.0
250,25.14405622564103,33.57360166694139,0.2935862516426643,5319.0
251,27.403738549416914,37.733532126554906,0.3682624794537422,6805.0
252,29.383560797255026,45.3354274795061,0.5353675078003755,7617.0
254,29.362050044752184,45.2787840813897,0.5327888079030094,8471.0
255,29.77591632246181,42.970462607457314,0.4705128346086936,7985.0
256,29.75759639342041,44.27708854611927,0.5138370865080109,8745.0
260,26.766419354304038,38.80223721904761,0.42067411862465415,7248.0
261,26.96867871804029,37.23067778296702,0.33895111748448986,5796.0
262,26.53805245722739,36.08461742218231,0.3394085453393864,5796.0
263,25.868719653728657,36.706711160736745,0.4053518750245385,7287.0
264,26.260068479853487,37.29405107216118,0.4216867084861565,7774.0
266,26.602369914914647,39.037956016891286,0.43759734320472143,7535.0
268,26.750387714106026,39.85482460098832,0.4604221293001194,8085.0
269,27.37878858492639,40.18034011169398,0.4776514474694416,8271.0
270,27.871142988679253,40.50019721617252,0.4670693079321634,7955.0
271,26.572746956959712,36.164621774450566,0.36985176897641736,6392.0
272,25.822457678754567,33.455246091666666,0.2987251085254719,5561.0
273,25.42447148077268,33.1533057211141,0.3075764350852201,5753.0
274,26.36242213378257,38.731893957681926,0.4790444257828957,8378.0
275,25.50280010727764,35.75254810296494,0.3986456853204744,7289.0
276,26.471948133862433,36.39943160361551,0.3660889946185535,6639.0
277,26.451856226415075,36.058201727762814,0.3392287826957191,6191.0
278,25.5512210287834,34.16393440621942,0.3267021648506515,5871.0
279,28.564478195329666,38.61684165677657,0.35868634965505153,6705.0
280,29.494486331593407,42.02868699734433,0.4409880415197766,7867.0
281,25.14405622564103,33.57360166694139,0.2935862516426643,5506.0
284,28.48899484016173,40.469185906468994,0.41734193406100667,7378.0
285,29.362050044752184,45.2787840813897,0.5327888079030094,8783.0
286,29.77591632246181,42.970462607457314,0.4705128346086936,8397.0
287,29.75759639342041,44.27708854611927,0.5138370865080109,9163.0
289,29.34052075396825,40.68582583292181,0.38032530094032735,5999.875
290,28.05908833514286,44.41899472519048,0.4959132248282057,7300.125
291,26.766419354304038,38.80223721904761,0.42067411862465415,7419.0
292,26.96867871804029,37.23067778296702,0.33895111748448986,5933.0
293,26.53805245722739,36.08461742218231,0.3394085453393864,6127.0
295,26.260068479853487,37.29405107216118,0.4216867084861565,6849.428571
296,27.166873286813182,40.150425865201456,0.4744418160667904,8314.0
298,26.105285082600737,36.31472878983517,0.3755168842980329,5777.625
299,26.750387714106026,39.85482460098832,0.4604221293001194,7308.875
300,27.37878858492639,40.18034011169398,0.4776514474694416,7542.5
301,27.871142988679253,40.50019721617252,0.4670693079321634,8273.0
302,26.572746956959712,36.164621774450566,0.36985176897641736,6667.0
303,25.822457678754567,33.455246091666666,0.2987251085254719,5066.25
304,25.42447148077268,33.1533057211141,0.3075764350852201,5132.571429
305,26.36242213378257,38.731893957681926,0.4790444257828957,8774.0
306,25.50280010727764,35.75254810296494,0.3986456853204744,6641.25
307,26.471948133862433,36.39943160361551,0.3660889946185535,6916.0
308,26.451856226415075,36.058201727762814,0.3392287826957191,6396.0
309,25.5512210287834,34.16393440621942,0.3267021648506515,5237.142857
310,28.564478195329666,38.61684165677657,0.35868634965505153,3069.0
311,29.494486331593407,42.02868699734433,0.4409880415197766,4330.0
312,25.14405622564103,33.57360166694139,0.2935862516426643,2835.428571
313,27.403738549416914,37.733532126554906,0.3682624794537422,3639.428571
314,29.383560797255026,45.3354274795061,0.5353675078003755,4062.857143
315,28.48899484016173,40.469185906468994,0.41734193406100667,3862.857143
316,29.362050044752184,45.2787840813897,0.5327888079030094,4493.714286
317,29.77591632246181,42.970462607457314,0.4705128346086936,3720.0
318,29.75759639342041,44.27708854611927,0.5138370865080109,4062.0
320,29.34052075396825,40.68582583292181,0.38032530094032735,2628.428571
321,28.05908833514286,44.41899472519048,0.4959132248282057,4250.285714
322,26.766419354304038,38.80223721904761,0.42067411862465415,3329.0
323,26.96867871804029,37.23067778296702,0.33895111748448986,2793.0
324,26.53805245722739,36.08461742218231,0.3394085453393864,2689.0
325,25.868719653728657,36.706711160736745,0.4053518750245385,3421.0
326,26.260068479853487,37.29405107216118,0.4216867084861565,3618.5
327,27.166873286813182,40.150425865201456,0.4744418160667904,3198.0
328,26.602369914914647,39.037956016891286,0.43759734320472143,4037.142857
329,26.105285082600737,36.31472878983517,0.3755168842980329,2936.5
330,26.750387714106026,39.85482460098832,0.4604221293001194,2584.5
331,27.37878858492639,40.18034011169398,0.4776514474694416,3297.0
332,27.871142988679253,40.50019721617252,0.4670693079321634,4206.285714
333,26.572746956959712,36.164621774450566,0.36985176897641736,2512.714286
334,25.822457678754567,33.455246091666666,0.2987251085254719,2598.5
335,25.42447148077268,33.1533057211141,0.3075764350852201,2686.0
336,26.36242213378257,38.731893957681926,0.4790444257828957,4493.142857
337,25.50280010727764,35.75254810296494,0.3986456853204744,1979.0
338,26.471948133862433,36.39943160361551,0.3660889946185535,6192.0
339,26.451856226415075,36.058201727762814,0.3392287826957191,5757.0
340,25.5512210287834,34.16393440621942,0.3267021648506515,5460.0
341,28.564478195329666,38.61684165677657,0.35868634965505153,6438.0
342,29.494486331593407,42.02868699734433,0.4409880415197766,7519.0
343,25.14405622564103,33.57360166694139,0.2935862516426643,5400.0
344,27.403738549416914,37.733532126554906,0.3682624794537422,6951.0
345,29.383560797255026,45.3354274795061,0.5353675078003755,7837.0
347,29.362050044752184,45.2787840813897,0.5327888079030094,8627.0
348,29.77591632246181,42.970462607457314,0.4705128346086936,8041.0
349,29.75759639342041,44.27708854611927,0.5138370865080109,8869.0
353,26.766419354304038,38.80223721904761,0.42067411862465415,7345.0
354,26.96867871804029,37.23067778296702,0.33895111748448986,5969.0
355,26.53805245722739,36.08461742218231,0.3394085453393864,5781.0
356,25.868719653728657,36.706711160736745,0.4053518750245385,7465.0
357,26.260068479853487,37.29405107216118,0.4216867084861565,7883.0
359,26.602369914914647,39.037956016891286,0.43759734320472143,7803.0
361,26.750387714106026,39.85482460098832,0.4604221293001194,8277.0
362,27.37878858492639,40.18034011169398,0.4776514474694416,8444.0
363,27.871142988679253,40.50019721617252,0.4670693079321634,8265.0
364,26.572746956959712,36.164621774450566,0.36985176897641736,6559.0
365,25.822457678754567,33.455246091666666,0.2987251085254719,5692.0
366,25.42447148077268,33.1533057211141,0.3075764350852201,5888.0
