(kW),12:00 AM,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM
8/2/2019,148.0953,144.8999,141.0896,139.5461,142.93,139.8999,139.2991,138.2901,137.4848,136.2137,137.6949,137.2085,137.0084,138.0325,138.2913,140.0387,148.7436,153.0502,139.0528,155.2791,148.9621,147.2773,147.2261,149.2204
8/3/2019,148.207,147.9882,142.9164,142.2473,143.1936,143.9105,144.5404,143.3282,141.2056,147.0749,136.6347,138.0827,145.8216,138.6072,137.4372,148.3039,145.1121,137.6189,145.9934,151.0331,142.8729,145.3463,143.8617,145.1688
8/4/2019,143.0691,142.1442,144.0859,143.961,148.2417,139.0168,139.6317,146.4927,145.1963,137.552,140.3389,148.6532,140.9903,147.2388,137.8185,149.1628,141.2432,141.6302,141.9532,141.6326,142.8336,140.418,148.0777,143.1293
8/5/2019,144.5678,140.4576,142.3389,139.0624,137.7848,153.2453,137.7407,137.1104,142.1964,140.964,139.2164,152.535,153.2691,144.6622,143.0393,146.0516,152.6973,150.2477,149.5196,152.3378,159.3275,145.7746,145.6752,144.8795
8/6/2019,153.9289,152.0664,149.5377,140.213,138.4945,150.6877,142.1044,140.1237,153.9141,151.9377,151.1898,149.237,153.3026,151.3664,149.5409,147.3613,157.1787,160.8032,158.976,146.7518,150.8998,149.5004,147.9302,159.6045
8/7/2019,160.284,158.1435,151.1793,152.3094,151.2819,147.2298,153.7067,144.8512,151.6857,149.375,155.1879,153.1206,145.5985,146.181,149.1763,137.9724,145.1044,141.8779,146.7324,148.7599,148.5941,147.9978,160.8648,159.8925
8/8/2019,164.3931,149.613,145.9433,145.3305,145.4256,153.7089,147.0909,146.5907,146.9594,146.7357,150.8286,136.9096,138.4591,137.1292,137.7916,141.1531,144.1865,146.2224,148.6385,148.683,151.6861,153.4669,153.2699,160.5634
8/9/2019,154.4972,152.709,147.5817,143.2362,152.3712,155.7254,151.8184,140.2228,139.0572,139.5032,141.3787,140.101,143.6361,137.4,139.7394,142.8539,155.8264,152.4755,153.8622,151.1516,153.3177,157.1675,155.4944,154.9208
8/10/2019,153.0961,151.8995,152.6874,136.8418,140.5104,140.8571,141.6577,136.9884,136.0935,136.8868,137.0617,136.474,153.6643,149.0343,150.3443,149.8297,140.3819,151.0049,150.2649,152.8028,153.0913,152.2398,150.8302,144.282
8/11/2019,140.538,141.558,143.8786,140.1163,140.237,139.7828,139.5271,138.8022,147.7624,146.5083,151.1144,152.2787,140.8204,149.7377,153.0461,150.2599,140.291,153.6159,142.4895,140.388,139.2645,142.9257,143.0868,140.3299
8/12/2019,141.2477,142.8344,153.8794,153.8804,150.2702,158.1392,150.1075,146.3438,148.1678,146.2066,150.4524,155.8496,153.8373,144.0086,142.6651,137.5864,146.3833,147.8492,147.0729,159.8169,163.6253,159.4573,159.009,165.5213
8/13/2019,154.0515,156.6527,147.4917,147.6731,150.1994,153.6797,147.5592,156.8241,155.7799,149.962,145.1457,157.6315,152.1254,144.3934,152.4963,154.6132,156.6504,160.0083,160.7646,155.7296,156.5983,155.6321,157.0317,167.7081
8/14/2019,157.5157,155.767,153.2759,154.2045,148.4572,151.0665,151.8183,153.9527,147.3425,145.7087,147.8592,150.0939,150.207,145.2199,147.0076,154.808,155.3895,160.2341,152.8326,149.7186,153.5,152.6319,152.6421,152.7887
8/15/2019,154.7364,152.728,144.1336,153.6786,154.0612,150.6477,155.189,153.748,151.9355,157.2314,153.9921,152.1799,150.6416,157.1176,154.2291,154.0533,156.4869,159.207,164.1569,161.0761,158.6817,155.8176,163.0202,152.6717
8/16/2019,156.6896,151.7899,147.4963,152.2404,142.3102,150.1533,150.4615,148.6289,153.9827,150.7908,147.9606,147.101,150.3582,151.4288,147.8055,152.3369,156.3184,151.6551,161.4736,158.8613,158.1608,157.4909,147.2375,149.0141
8/17/2019,151.6035,147.9073,142.7644,147.0287,143.2373,145.7978,152.7521,149.5041,149.7713,153.0912,148.7462,151.5741,150.011,147.8319,152.6554,146.5646,146.7065,148.3127,150.603,151.3693,148.1295,149.3524,151.4417,152.9501
8/18/2019,152.7127,147.0205,140.4907,139.3591,145.3915,145.1273,144.2114,141.8263,140.8473,152.0399,152.5304,149.0386,150.59,150.3122,151.2464,152.0583,149.5447,148.6892,151.2709,143.3857,150.1188,151.4499,151.836,153.926
8/19/2019,149.1258,145.51,150.8891,149.8062,150.2033,152.233,154.0416,153.1987,153.7594,150.5676,150.4876,151.7087,152.425,153.6497,157.6955,159.8584,159.2116,159.0303,156.8198,149.2547,152.3097,160.4407,160.5414,154.1057
8/20/2019,157.1913,151.7055,151.8452,151.0833,152.2538,153.1346,150.5388,148.6164,150.3449,147.2234,149.4851,150.239,150.3358,150.3843,151.3656,155.0357,162.265,168.5987,160.8995,162.7605,160.4733,154.4779,154.0849,156.6326
8/21/2019,154.0801,158.4999,147.3914,148.4495,145.9391,152.8609,152.2087,151.9085,153.1401,154.2203,149.4437,152.8252,151.0788,148.7557,148.398,151.2436,158.1733,160.3285,161.3232,164.181,155.9489,166.2097,155.776,156.1134
8/22/2019,152.7083,148.9383,152.4093,148.9392,151.5226,145.4021,146.5904,152.5006,144.1292,148.8321,153.6899,154.6619,151.5976,152.8217,149.9798,157.3985,158.6243,160.3824,163.017,158.4497,160.0372,158.1112,156.062,156.5997
8/23/2019,159.5714,156.0461,144.6853,154.0729,153.1304,155.7251,154.8611,147.618,141.5014,142.2998,151.9627,151.0952,152.7246,149.9107,148.9901,144.2128,156.4512,147.0292,150.8559,159.1103,153.0293,159.739,155.2243,151.2864
8/24/2019,146.6216,144.8007,143.0211,151.2785,151.2783,149.3491,149.2149,151.5808,150.343,153.328,151.4429,147.9271,157.678,151.6446,151.0851,148.4084,152.5493,153.7818,152.5775,153.1401,152.6294,154.0625,152.2654,152.7622
8/25/2019,153.3759,153.4924,153.7388,152.4055,152.4818,150.3314,149.3646,149.5906,146.9272,145.6043,148.1372,148.8369,149.6818,151.7668,152.243,145.6061,146.199,147.6071,148.5792,157.6312,148.4108,150.9162,162.2918,149.5933
8/26/2019,158.61,151.6281,157.7204,147.7484,151.8339,155.8085,153.4331,155.9588,164.5748,154.0659,149.6816,152.7957,149.4224,149.8275,150.0379,150.0725,157.8215,156.3961,157.4576,156.4964,155.4039,156.1975,156.4779,159.858
8/27/2019,161.2083,154.2538,149.948,157.6494,160.9228,160.705,158.1701,156.1014,160.1896,160.8929,151.5171,153.5396,151.9268,149.0153,158.1244,163.1153,164.5722,168.284,157.2597,159.4453,157.9438,162.3045,160.6977,166.7045
8/28/2019,163.7537,145.1737,151.2105,154.5457,160.2767,160.9104,151.8183,151.8389,156.0058,150.0525,158.7657,160.9533,164.7191,160.0132,159.7787,161.9135,160.3566,164.5587,165.232,143.948,151.5562,154.8301,157.6677,159.7394
8/29/2019,162.3872,151.5213,154.3893,150.6809,160.0974,148.2505,144.8817,142.2834,151.3672,143.0329,143.2755,151.3535,144.1912,149.6455,147.79,149.7629,163.8721,154.9598,158.3426,155.5659,157.6919,154.7614,161.1365,154.9989
8/30/2019,154.8354,150.0116,151.4109,144.5209,149.7991,143.9778,152.4779,152.764,153.5302,149.3041,152.0016,155.3415,139.7589,140.8237,146.842,155.7814,154.0087,155.3262,160.1424,165.2022,174.4341,161.7919,165.8819,164.9376
8/31/2019,157.3474,169.6882,149.838,152.482,154.8201,153.202,150.3667,149.6874,149.2335,148.302,147.4926,149.4748,149.01,152.3916,150.5752,151.0115,148.1691,147.2514,152.3179,153.0096,153.6687,154.6509,152.6968,152.172
9/1/2019,160.4931,153.1249,153.8683,156.1657,151.2375,154.1081,150.7596,151.0289,153.1409,153.5426,153.8181,151.808,149.4824,152.2899,152.1387,149.7973,150.5801,149.2877,147.6666,151.2879,150.8599,155.6212,164.9644,150.3107
9/2/2019,164.2875,159.401,162.1682,161.5922,159.6028,151.7236,152.0033,152.3924,151.0829,153.5775,148.5001,148.8328,147.109,145.1967,147.7785,146.4119,145.1625,149.0229,150.7596,154.718,154.818,158.5082,163.8848,165.174
9/3/2019,167.0497,167.4147,161.4874,161.5369,160.8215,151.2584,152.5479,153.5916,150.5547,152.1953,148.6367,147.6867,145.9975,148.8951,152.5717,152.5223,157.7591,159.3292,160.3309,157.6545,170.1366,167.115,160.4666,160.52
9/4/2019,157.5493,158.5906,168.8385,152.8088,155.7669,150.334,154.6504,154.1293,150.8695,152.2793,151.7084,149.0574,150.4751,148.8827,146.9013,152.1923,156.213,153.2211,157.6549,161.8223,157.7264,171.2681,170.5022,170.808
9/5/2019,172.4968,171.5676,168.6523,165.1836,155.4657,154.701,153.0726,157.0278,155.6494,155.5897,153.3317,154.5291,150.9912,153.4342,152.0854,150.6679,154.7131,153.4351,146.5574,149.9063,148.136,158.8332,151.2471,152.7465
9/6/2019,147.2489,147.7212,146.448,157.5184,156.2753,152.8873,154.6631,155.0773,156.4151,152.4718,154.7956,156.7847,150.0852,145.3362,139.4231,142.6446,145.6638,146.1703,148.8086,147.3982,143.9959,146.6345,156.8801,169.6741
9/7/2019,159.0414,162.0246,155.0251,157.5667,155.5564,152.2608,153.6716,155.6717,150.9288,151.9137,143.2924,141.5383,141.6926,140.4003,142.4045,140.6609,140.9227,142.5509,143.8015,156.546,150.9204,154.0462,153.712,155.7512
9/8/2019,154.6207,156.3023,156.0802,151.1852,153.752,151.4761,143.7253,144.885,141.6432,140.5705,140.1009,141.1797,140.4595,140.698,142.2242,149.8767,148.4924,154.6496,155.7927,153.0615,151.5046,154.31,154.1799,156.4755
9/9/2019,156.3951,151.0666,145.0779,152.1608,142.5226,144.8336,148.6418,143.5864,139.4972,142.5915,142.2956,148.1111,150.1318,149.3914,151.7912,156.2283,162.4673,162.3527,159.8848,160.2665,162.3673,163.0829,166.6134,174.5649
9/10/2019,164.8278,172.0339,172.3248,167.0775,159.6006,155.1972,149.6298,153.27,155.1215,155.034,155.1373,156.2877,155.7197,150.4095,152.7413,157.0898,158.7982,152.4994,166.0631,162.3137,164.9742,171.082,162.722,160.1721
9/11/2019,158.945,156.0559,150.5035,149.8384,151.3105,152.5051,150.039,154.0995,157.0856,153.2522,154.3234,157.0916,153.544,154.8224,151.327,158.3193,162.3159,159.3807,160.3854,164.0798,165.0069,175.2719,166.9796,159.2302
9/12/2019,159.397,155.7432,152.132,153.5764,152.1336,151.6718,150.034,149.1719,150.7102,148.9671,154.3181,148.8122,147.4454,157.8398,145.4767,153.7016,160.8595,162.8487,165.5512,165.2972,155.5981,156.2523,158.7556,158.5861
9/13/2019,168.5478,156.6502,152.7798,152.0889,152.4979,151.9072,151.6336,150.1376,149.9262,149.6741,153.6334,159.0005,154.6699,154.7862,156.1136,147.2437,158.7241,163.7532,160.5207,164.3542,159.5692,154.789,184.7993,160.0408
9/14/2019,160.0325,156.538,153.8003,157.8487,158.9902,151.3243,148.978,146.1108,146.1108,146.1108,146.1108,141.0352,149.6664,151.5675,152.8573,148.9522,150.3792,151.0768,149.6654,151.6238,150.7919,152.6202,140.6754,148.5325
9/15/2019,148.5162,148.5042,149.5768,149.0044,151.4015,143.2695,147.069,152.159,153.6881,153.7377,154.9603,152.1163,148.4893,147.374,152.579,150.1344,148.7382,148.868,134.8669,144.7357,138.824,151.5318,147.6558,148.6711
9/16/2019,138.1309,140.1834,149.6749,149.1844,153.6474,153.0832,153.6015,157.3696,153.162,151.8331,150.0794,150.7946,151.6259,149.3218,136.6652,146.5973,145.2629,147.6406,151.3517,147.374,157.6163,159.469,164.2463,170.0312
9/17/2019,160.0614,160.4333,158.8339,147.3645,147.9099,155.3991,152.6719,152.953,152.5589,153.6971,139.9112,138.6003,142.1411,140.1415,138.5958,140.5572,143.9661,145.6991,145.2511,149.8531,156.5527,164.0966,164.737,163.6684
9/18/2019,163.1622,161.6569,157.4796,146.4919,155.8477,153.5844,141.2916,141.6144,144.3065,139.0785,140.5087,139.2677,139.7685,138.4745,140.0666,153.2081,158.1566,158.76,160.7014,154.0617,157.9296,151.2242,160.4807,159.3727
9/19/2019,160.533,146.8236,140.7178,140.3184,140.4344,141.0979,149.9173,146.3451,139.2533,141.2146,136.9003,150.4249,151.3459,149.8769,142.8096,141.7963,157.4103,147.1105,153.0773,160.4275,150.0839,159.3465,149.0181,148.2937
9/20/2019,144.7186,143.6618,143.5233,139.2329,147.1713,142.286,138.6215,154.4419,133.3307,142.9474,144.5361,142.8771,146.9922,147.7986,137.5056,148.5277,156.7066,159.5221,150.6618,154.4376,153.5598,153.0725,156.8137,156.76
9/21/2019,156.7238,151.0436,154.1775,141.2742,153.6949,146.5645,145.3499,144.3185,142.0468,147.5876,144.4987,143.7744,149.5287,156.3805,147.9499,147.8277,134.9776,146.852,138.2727,140.2206,143.2011,143.9099,143.5109,142.7114
9/22/2019,145.3483,152.6754,149.2094,145.5664,147.1255,151.6494,144.0018,147.9403,142.5163,140.3067,143.5474,137.8315,137.2723,149.1212,138.6889,144.8824,135.0098,136.8691,140.5568,138.6253,141.3799,152.2761,155.1626,153.8051
9/23/2019,146.7137,142.3568,156.5454,153.4287,153.0076,149.4651,151.8654,137.3009,136.4718,136.3938,144.0983,144.4036,139.5961,147.3524,146.0031,138.9675,152.3331,159.5652,158.9906,160.9823,160.0328,155.8743,155.5838,154.6539
9/24/2019,164.2923,164.2404,157.1228,152.3745,142.246,152.8923,153.967,143.4237,144.7043,143.242,143.5584,143.3605,141.2212,153.8625,154.5587,155.8012,165.0562,162.6491,164.6462,176.309,163.1288,163.0345,163.7798,162.5441
9/25/2019,162.1108,154.0027,150.7488,148.7595,141.3026,140.4911,149.9906,142.2372,142.7095,153.2191,142.3305,143.8496,143.3763,141.4025,149.9961,141.416,150.1485,151.6007,158.9911,150.4247,150.4968,150.8205,159.0401,167.5784
9/26/2019,158.4979,155.8979,153.2023,153.4134,144.3239,156.2958,154.2723,155.8185,155.2501,151.1775,154.8913,151.256,152.8576,154.4319,154.4894,150.4599,149.5356,148.1412,149.128,157.7235,152.52,160.8217,162.5534,161.2132
9/27/2019,159.7525,161.0415,153.0744,148.9826,148.8543,149.9616,147.0561,153.4207,152.1592,154.7532,151.9803,145.1839,140.5397,139.5179,139.8036,141.0581,147.8117,153.8358,151.9597,156.3199,150.495,162.443,164.0401,164.8941
9/28/2019,153.8066,155.7816,159.746,166.2254,155.4903,153.3352,153.3031,152.1931,142.4972,141.4364,142.7939,141.388,139.8271,142.0596,140.5219,141.6591,139.3828,154.6329,152.4171,150.4653,154.3817,152.0678,154.5268,145.5368
9/29/2019,152.748,151.1746,156.7455,150.0737,142.4555,139.8107,140.0663,146.8079,145.5242,142.6024,140.4117,143.3209,141.7114,153.1081,153.9335,153.3241,154.2431,152.7054,152.0392,153.4507,155.5241,150.4627,154.6459,150.5282
9/30/2019,154.3309,152.2554,152.5162,150.5895,143.7223,141.2048,143.2012,142.4801,141.2624,155.798,153.2309,153.6332,159.1154,153.0643,154.2114,159.1366,160.1314,161.3865,158.554,148.5555,157.4119,149.8969,161.3816,161.7472
10/1/2019,160.4706,156.2815,153.9961,152.0092,142.6927,156.4868,152.4835,152.6627,145.3443,151.9076,154.3856,157.3837,155.4447,150.1842,153.4139,146.7335,148.1908,148.4956,149.8916,149.9552,151.4208,152.2896,151.987,159.824
10/2/2019,159.4309,160.3213,151.4469,149.0923,148.0707,148.4447,148.0836,153.2095,151.7355,154.1062,154.0564,141.3092,139.2251,140.4784,139.486,141.2289,145.0587,146.7057,149.3627,147.712,148.2923,161.2174,157.8774,157.032
10/3/2019,168.8783,153.0284,152.5657,148.0762,147.8858,149.0482,150.2238,138.2982,139.3459,139.2127,139.9894,140.3595,137.2092,137.3862,136.3672,140.7312,147.9572,161.222,160.4724,165.7017,155.1567,157.198,153.812,172.0073
10/4/2019,166.2706,158.1199,162.7455,148.5661,145.2931,151.1745,154.2257,139.9993,141.0537,142.2427,140.923,144.2567,139.6395,153.2533,152.8285,155.4921,157.2626,151.8186,154.2016,162.8968,160.8716,165.0511,175.0798,165.8926
10/5/2019,151.6834,153.2439,146.2933,153.6871,144.5325,153.5899,146.3712,139.1305,140.2828,154.4806,152.3552,152.9306,155.2656,147.0402,142.7005,153.358,148.8247,154.7047,145.6049,144.1699,138.5102,141.7335,142.0362,142.3981
10/6/2019,138.3703,139.7892,138.7651,149.5106,149.8017,154.4069,149.9782,151.6025,146.9827,152.6554,146.9292,142.1914,149.5238,153.7101,150.6126,149.7594,137.0828,140.8928,137.2228,142.0761,150.2001,139.0513,138.696,140.7416
10/7/2019,139.2326,154.3854,155.7899,151.7817,175.0435,154.6281,151.644,150.8119,150.8432,153.5285,149.7644,147.8952,136.2861,137.9585,138.6488,139.6535,149.0093,146.6898,148.9521,158.4285,150.4998,161.9608,163.1647,156.2403
10/8/2019,160.0901,155.4169,154.9635,151.7127,147.4917,154.6753,153.6297,148.0799,139.6983,139.2335,138.4287,138.2245,145.5724,137.4376,149.3107,148.7808,147.065,158.5918,156.5832,154.3665,151.5722,154.1274,152.1924,156.2838
10/9/2019,157.7392,156.3377,155.5088,152.5112,139.3779,142.8964,140.6808,140.2467,139.1625,142.0034,140.0293,140.7212,145.8578,151.8937,150.6244,143.6602,153.9336,155.713,152.6521,156.2363,156.2957,165.0932,166.0824,151.8073
10/10/2019,157.0515,150.5903,148.7584,145.6927,144.3057,150.3065,144.5301,142.7444,142.9402,154.0968,144.9421,146.7527,144.6122,145.1106,145.6584,149.2846,149.6737,149.8877,161.7688,146.7403,149.677,148.0343,152.3522,149.7734
10/11/2019,154.026,146.6315,143.7484,141.2556,140.9949,154.0022,153.4247,146.2093,145.6438,147.243,144.7565,147.0074,142.6196,141.8756,142.4708,139.9219,150.7412,146.1906,158.0375,157.4521,153.7404,158.1386,157.6996,155.3971
10/12/2019,154.8543,156.198,155.6764,146.4448,147.3335,146.5473,144.0278,144.4243,142.3614,141.6675,144.3512,140.6278,141.8447,148.5836,148.6617,138.9863,138.2769,141.6191,138.756,149.2139,141.559,155.4875,153.9909,150.9487
10/13/2019,152.1811,150.6088,141.9977,142.1076,146.1471,153.4376,150.2275,146.4362,146.5196,139.6985,141.3917,141.8575,139.3792,148.0898,147.2456,147.4004,136.6791,151.2263,149.4762,152.1403,151.7519,148.4141,151.0044,147.3275
10/14/2019,153.332,153.4288,153.043,153.3879,146.2514,138.3405,140.5526,138.5621,139.0617,146.9176,146.8685,146.7826,140.1894,139.9552,148.0041,139.912,147.5388,160.7996,157.8254,161.04,159.629,164.3187,161.0304,153.9221
10/15/2019,157.316,152.6045,162.9461,160.1876,142.6516,140.7347,146.2809,146.7858,146.0825,150.2491,148.1387,143.8668,140.2432,151.9988,144.8539,152.1336,151.7727,152.3078,149.4639,155.002,152.5346,154.743,151.0426,153.8018
10/16/2019,145.3886,141.7072,140.64,139.9979,141.7324,140.7224,144.3211,140.7753,141.0102,152.3474,151.9767,156.6789,153.485,155.0786,154.9866,158.6845,148.6934,153.5828,148.6105,154.1465,158.4122,155.7389,149.3323,146.6397
10/17/2019,148.4635,151.107,145.334,152.1337,147.5537,146.2507,138.8962,155.1302,137.9193,142.9315,149.287,152.4521,151.5371,139.9146,139.7204,142.4207,146.9267,145.9633,148.8092,147.7086,149.4075,155.5699,154.8244,161.1877
10/18/2019,162.1299,156.445,149.9325,149.7514,150.1328,152.4003,154.2151,150.1682,148.4398,150.8831,148.7859,125.2326,141.8361,153.034,151.0475,155.9964,155.4896,149.6751,151.0504,150.2655,145.1066,150.6993,148.5464,148.5515
10/19/2019,142.1973,144.6939,146.3046,148.5186,154.2193,147.3555,151.8014,141.7669,147.0728,148.9063,139.7477,151.2347,148.7894,147.1085,146.7412,150.0374,145.5566,142.2086,145.2694,143.1213,141.1858,139.8918,133.5405,134.6339
10/20/2019,135.0174,138.8109,146.7856,138.7799,154.7691,136.7082,139.0458,133.651,146.0556,143.8661,138.2271,134.7157,133.1961,134.4173,133.1167,132.5484,132.3968,139.1283,140.1122,139.1416,131.2197,144.9065,148.4164,137.0658
10/21/2019,137.0726,146.2835,136.3318,136.7972,138.303,139.1905,143.4298,136.0036,144.2869,142.8671,143.6841,144.0031,142.9195,142.9817,144.5287,150.0897,154.8458,156.8523,146.694,147.2546,148.7051,157.2306,160.0212,158.5286
10/22/2019,148.9188,149.626,146.7557,143.0241,142.2455,146.4624,140.1859,134.222,143.6743,142.3362,144.409,141.9024,148.2624,149.8397,146.2101,140.8034,147.9281,135.1185,149.8138,148.4422,149.9974,151.4993,144.5823,149.0895
10/23/2019,153.6439,143.1612,140.1954,144.2854,139.7074,134.7959,139.7532,138.6796,147.5777,134.3371,146.3816,145.8568,147.163,146.9039,142.2391,145.551,145.5549,142.6743,154.247,156.8757,157.2176,158.114,155.9782,151.9379
10/24/2019,153.1191,149.5905,138.41,140.0224,135.5245,148.5788,139.2888,137.8576,137.0642,145.1261,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,127.0488,160.7621
10/25/2019,164.117,145.0487,152.6333,148.5892,150.0979,140.3496,137.0314,138.5281,138.948,139.7836,141.719,136.7481,140.8266,144.1543,140.1745,142.5086,157.5971,146.4978,151.0354,153.7525,142.9497,139.7879,140.2028,140.1304
10/26/2019,138.5033,136.7527,132.1807,150.6591,140.294,142.7263,148.162,147.969,146.5901,139.0309,137.6941,139.4932,156.4174,155.4269,157.7891,153.6279,140.8035,138.1626,139.6926,141.2204,141.9003,131.4822,140.7646,139.2246
10/27/2019,134.1561,132.2491,146.4526,147.309,145.3824,147.832,145.4986,149.1764,151.8892,148.058,145.6079,146.9069,139.3069,138.0733,140.021,139.4592,138.8587,139.196,129.2343,134.6002,133.7533,132.2622,138.6663,136.6799
10/28/2019,136.8683,138.0325,135.2583,138.3704,133.7155,136.819,137.6629,137.8537,133.0551,139.9884,132.5544,131.7676,133.525,130.3588,134.3899,135.3149,143.0804,142.7252,144.9293,146.7218,149.0083,142.0782,146.5751,148.2584
10/29/2019,142.7114,142.9281,140.0786,136.3934,134.8578,141.6947,143.7721,142.1673,141.5875,140.9862,145.363,141.015,145.2194,143.4944,134.2447,142.4417,144.3172,145.7453,142.2742,146.8385,145.2776,143.9823,134.3292,146.1659
10/30/2019,140.9945,144.2754,138.5729,139.7749,142.0408,141.4771,144.6048,141.5851,139.9309,143.4901,143.4476,146.1549,156.1608,138.4089,142.5113,132.0585,145.7539,145.9497,147.9856,149.8767,151.1305,154.7751,149.5693,147.8428
10/31/2019,155.4517,144.9072,142.1779,142.8303,141.6463,145.126,158.2864,146.5615,153.2232,156.5419,155.6689,148.0771,159.0422,149.9845,154.134,156.577,144.8556,151.21,147.8351,149.3022,149.1702,144.9276,146.162,138.67
11/1/2019,141.4487,131.1641,134.1004,134.7502,130.4437,145.3002,137.3456,137.3608,137.2607,137.5659,136.2576,137.9391,144.9929,144.7909,148.2027,144.7444,154.6531,158.0708,157.2622,157.8425,155.5622,156.7299,156.6799,152.3083
11/2/2019,157.1455,151.077,141.534,146.7095,147.9429,134.1069,147.4901,137.3354,146.2529,148.6714,143.5455,137.3214,138.3774,138.0685,138.0036,137.7734,137.1352,135.5777,141.6436,143.537,142.1358,144.1242,141.6862,143.7612
11/3/2019,140.3889,145.3118,142.3121,132.0867,134.4045,148.3862,144.5888,144.6998,143.3074,144.833,143.5552,143.79,143.5346,144.9674,149.2313,142.6352,137.3324,138.6269,136.9701,142.0771,135.0579,139.9059,135.5939,144.2356
11/4/2019,143.3208,146.6015,148.5061,132.2426,143.884,146.6777,147.7866,148.4256,145.6413,145.3075,148.7904,136.4598,147.1752,147.2397,154.9245,138.2545,150.3407,155.3002,157.3891,154.4863,146.7153,156.7909,152.1919,151.6705
11/5/2019,145.9473,142.64,138.2034,138.0168,136.9814,134.0569,143.7466,148.7716,145.0038,143.7548,142.9498,147.3343,143.5908,140.8183,137.2397,144.1184,147.079,151.9913,154.9906,153.9606,156.7636,147.5441,155.8286,154.7113
11/6/2019,150.315,145.0707,140.4826,136.4215,137.1764,141.2169,139.9919,137.9971,138.6374,132.6954,139.585,131.915,137.8178,133.1174,138.592,144.6605,145.5558,158.0654,144.827,153.525,152.2912,154.0056,149.68,151.4168
11/7/2019,153.4898,145.5652,142.6515,139.5951,133.0381,146.1932,138.5163,140.7377,144.717,139.1884,133.5526,133.0113,132.909,134.9302,132.8525,131.9779,133.4653,145.9568,149.9141,153.2532,149.1387,149.3636,147.8103,144.5668
11/8/2019,140.9801,152.4975,148.0935,146.2892,137.7226,134.9453,134.8785,134.9795,138.0027,134.0196,135.6178,135.2163,132.5095,129.9015,133.5696,132.1454,143.4761,147.6351,149.3043,144.0697,146.0164,143.5356,143.8116,147.0201
11/9/2019,147.2396,142.8953,139.5858,143.9278,141.1589,146.0759,146.0138,146.4679,146.3486,146.9234,151.3792,146.6135,146.554,147.7769,142.8632,146.3938,152.452,147.9592,146.9047,145.2653,159.4554,142.4581,152.0694,148.4962
11/10/2019,144.5873,149.668,138.4521,132.2374,138.9113,138.5974,137.3866,137.8339,139.991,138.806,137.4898,137.7862,150.3653,145.6687,148.0106,147.5374,141.8835,142.3125,135.0497,148.2368,141.9299,143.3502,150.1369,150.3505
11/11/2019,143.4419,145.4905,145.0281,148.1217,147.8785,144.3436,148.7722,145.6887,143.6528,141.8379,146.2437,145.8454,137.0974,138.6938,137.8205,138.1447,139.3592,153.1782,156.0302,150.081,135.8661,146.0413,150.0685,158.2782
11/12/2019,157.123,149.7608,153.0082,148.5848,142.9118,144.8925,142.7116,144.5753,143.8397,146.5818,140.9706,154.0017,152.0981,136.2438,134.5983,136.735,142.1116,149.229,151.6747,148.674,148.6057,153.2584,158.2214,161.6987
11/13/2019,164.6646,157.4323,149.3502,148.7395,155.5591,155.9754,146.0784,155.6852,156.0299,155.4493,150.3976,155.066,156.2702,152.7102,156.3956,154.1661,154.3754,162.8512,153.2765,165.5506,170.8602,158.3414,156.2358,160.5821
11/14/2019,156.0887,159.7098,152.8671,155.8286,147.7212,159.4232,154.9922,139.8954,161.5196,158.5826,148.2971,145.9449,147.9332,159.4904,144.1005,157.345,164.7824,153.1012,168.2403,165.6934,160.7581,151.4523,154.101,164.5833
11/15/2019,163.5023,165.5751,150.3039,149.7873,148.0411,149.5322,147.1484,159.125,145.7524,145.7428,147.2277,145.362,145.9484,137.0165,138.7628,138.8576,139.8428,146.4195,146.3996,146.6006,150.2146,152.2061,153.5367,149.9004
11/16/2019,139.6962,153.5639,144.5426,148.3533,149.8334,143.6729,146.356,147.5963,127.4459,143.5018,150.2733,147.0613,150.2032,148.5731,149.4226,143.7906,150.9263,147.514,141.8129,137.1008,136.6039,137.0004,136.3999,138.6593
11/17/2019,136.0748,135.0495,137.5363,141.1567,143.72,151.8013,149.1778,142.5409,147.0865,134.31,138.5196,148.2844,143.9431,148.5089,151.2691,148.2206,142.3329,123.239,142.2496,142.7715,134.2257,143.0572,147.6191,148.8117
11/18/2019,148.4102,131.4405,131.531,130.9029,129.8642,130.9236,130.2008,131.0492,131.3654,126.618,137.4527,137.201,129.7931,141.49,134.5891,144.4042,142.4448,148.8251,153.2312,138.873,150.6284,156.2986,142.4919,155.4427
11/19/2019,158.1227,151.4882,151.8419,154.7946,142.68,142.2975,141.4704,146.1985,143.8183,146.8521,143.5281,141.2578,141.964,148.0261,144.6522,147.3676,150.3243,156.5032,151.3989,147.8902,164.0372,158.0164,163.2151,164.315
