(kW),12:00 AM,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM
4/12/2019,140.7044,136.7596,141.076,133.1216,139.5773,131.0463,141.421,132.8549,129.7284,127.2991,126.9059,126.0256,125.7849,131.7273,129.9961,138.515,142.8469,136.7614,147.6899,146.6937,139.6957,132.1973,145.1035,130.5255
4/13/2019,141.9624,141.4968,133.9776,141.0676,142.0632,138.6544,139.1624,137.3356,127.8585,122.8999,124.6319,126.8158,124.135,128.8668,139.5151,137.4155,130.6676,135.4588,140.2144,142.5274,139.0006,143.5166,140.4973,130.8515
4/14/2019,137.7938,132.8824,136.5481,129.345,130.9614,138.0945,143.4658,133.4083,135.1809,124.1663,127.1074,127.304,126.2605,131.7512,130.943,129.7857,136.8743,131.4108,126.5473,133.6682,127.9648,129.5546,129.4738,140.5273
4/15/2019,140.4154,138.737,135.8485,138.5901,129.563,142.9491,131.973,142.0232,126.8431,134.9686,129.6211,131.3299,126.3796,141.6265,146.4763,150.4748,147.2699,149.0386,155.7424,145.8545,141.7709,142.8721,156.0863,148.0874
4/16/2019,146.9012,147.2959,143.7312,143.5584,147.1237,138.8906,149.2438,142.8129,139.3855,129.3413,130.5877,135.6536,139.2491,133.8189,137.3283,145.5357,150.431,152.0479,152.6746,158.0194,147.0881,160.1937,151.7942,152.7573
4/17/2019,152.035,150.1693,145.2021,133.7756,129.9938,144.8663,142.8156,133.962,131.4258,137.2717,131.6124,131.8988,129.6422,137.8248,135.908,137.8003,139.4071,127.8147,144.2312,145.1468,143.7419,139.9063,151.1972,138.313
4/18/2019,154.6071,147.1089,140.6193,140.4949,137.3354,145.8513,147.885,149.4449,137.7839,139.4696,138.8957,132.1005,135.2817,135.4853,139.3261,136.655,146.8952,145.9715,137.502,137.4138,138.3158,140.5748,141.7736,140.7929
4/19/2019,138.6891,139.0654,120.1846,140.8358,145.3051,142.4363,143.2558,132.3347,138.2718,125.7328,125.8145,125.5301,133.65,138.3342,140.5714,130.8995,133.0607,133.8319,135.7415,139.4128,135.9314,143.7666,135.3842,140.9139
4/20/2019,150.8123,145.416,142.1398,136.7444,145.343,145.4073,133.8085,136.3204,136.3597,133.1326,129.28,129.7438,128.2015,140.6397,133.3563,143.4865,136.2648,141.7596,142.8009,145.4512,145.4861,138.6325,141.5067,143.6232
4/21/2019,136.7846,133.3234,134.5441,125.3667,137.9182,144.2085,138.0942,145.1571,128.9677,126.9553,124.2717,138.7747,138.5445,157.3513,144.944,147.1732,141.293,142.7735,141.243,141.5568,141.1999,143.0305,142.2199,144.896
4/22/2019,143.5637,148.2702,145.5858,144.3097,141.1292,137.4298,141.5329,130.7057,130.1955,132.6385,138.5963,121.2116,131.9908,143.6492,137.9009,139.0453,145.7943,134.6879,138.2106,160.6509,151.8236,154.4493,164.0598,138.1253
4/23/2019,139.379,137.1366,149.2551,144.952,145.2967,130.4536,138.399,143.5558,139.7682,129.6485,131.4587,129.8226,138.89,140.4122,146.7559,144.5521,141.1332,138.6578,143.7533,150.2378,145.8088,147.4573,147.3788,146.0283
4/24/2019,151.2527,146.0769,139.8514,138.902,139.6876,139.3385,141.1441,138.5943,136.1164,136.1719,139.0991,138.3175,140.8926,148.1104,148.4942,146.2388,148.7793,143.0517,151.1212,153.3878,153.7225,144.6423,145.2417,147.0318
4/25/2019,145.5284,149.0734,139.2579,143.8147,146.3059,148.2279,149.3419,144.9903,131.501,138.8086,134.526,133.1021,131.9113,143.4637,137.5034,136.7183,142.0427,141.1023,142.64,141.373,143.6508,144.2218,141.9951,141.8179
4/26/2019,144.786,142.7017,139.5106,135.633,137.4609,145.4207,138.3223,146.9544,143.9628,134.1574,134.2409,132.8696,131.3047,138.5379,134.728,136.6837,150.4389,144.7999,141.1664,144.1767,145.2023,144.5173,142.5265,151.3301
4/27/2019,148.9312,138.2591,146.0037,133.6682,137.4863,140.0656,134.1047,137.8547,131.4279,131.6137,129.8217,134.0925,134.357,134.7277,137.6339,138.9928,132.7223,133.9722,136.5027,146.7059,140.9236,148.2078,147.8396,137.2924
4/28/2019,139.496,137.2957,145.3932,146.0426,145.7104,143.7144,143.1625,148.1296,142.0485,132.0935,129.6901,131.308,139.2091,145.1114,136.1621,137.6906,141.0823,136.8676,137.6652,135.4412,135.2941,136.454,135.7068,135.7095
4/29/2019,136.2254,138.8231,137.332,136.7554,138.3038,138.9624,137.3399,138.5697,137.7844,131.0372,133.6473,133.1133,129.8174,137.0627,135.606,134.8195,141.9329,140.6211,147.3424,146.0485,148.3167,144.965,146.6362,148.9325
4/30/2019,151.2218,144.7034,139.1144,137.6114,139.5398,139.3652,139.5767,138.2292,137.1549,131.4564,132.1133,130.8299,133.5652,135.0519,135.2599,134.534,140.741,147.4348,149.46,145.4021,147.7335,149.4719,153.1734,147.5312
5/1/2019,151.1814,144.0529,141.3789,140.5892,139.7211,139.7106,140.7813,139.2164,139.0777,132.9684,133.5776,132.8292,133.7149,138.7561,138.8401,138.4146,145.2488,145.7432,147.936,146.8413,152.9734,149.9689,147.9928,149.4205
5/2/2019,146.4722,146.5786,147.3053,134.3813,138.2353,138.1942,137.4873,138.5363,136.6998,132.431,133.7717,133.6381,132.39,139.6957,138.5404,136.8822,144.6053,146.4217,147.7516,147.9111,151.9263,144.8346,144.4697,149.6129
5/3/2019,148.4867,146.58,140.8387,138.9461,138.0087,140.5067,137.0093,137.8645,134.1157,130.7423,131.9669,131.6692,133.4821,138.6874,138.6831,137.9254,142.0032,145.2524,147.642,148.9127,145.8948,150.1839,150.4938,143.6098
5/4/2019,151.6781,140.6838,136.8555,136.3556,137.9405,139.4346,136.8038,137.0059,132.6436,129.2637,135.3366,133.0314,130.9751,136.6336,138.1235,136.5656,147.3963,138.0819,146.3613,144.9578,144.6225,141.5117,144.9755,134.5155
5/5/2019,134.7939,141.058,137.1128,136.0719,135.0808,134.8396,136.0848,142.3038,134.326,131.7806,132.2424,130.1538,132.4306,140.978,139.4258,138.7381,139.4194,145.0733,144.9443,143.9429,145.0048,146.0749,137.8134,135.954
5/6/2019,141.1497,142.0112,135.4608,139.7435,141.0586,142.8454,141.2962,146.1452,132.0755,129.8962,128.636,131.4973,131.9039,139.2687,137.9948,140.5659,149.0018,132.3222,141.8711,150.1447,154.5316,153.7421,149.802,145.0167
5/7/2019,144.3979,141.1703,139.3746,138.9621,144.1169,153.1928,143.199,141.1301,128.6298,134.7156,130.3159,130.6942,130.1159,136.1039,134.1594,136.3498,140.569,156.934,158.9537,147.1306,145.0025,144.5307,144.7165,147.8899
5/8/2019,145.8388,138.866,136.997,136.6307,139.3209,143.13,142.1899,137.4189,139.103,135.3403,130.5519,129.4412,133.8591,144.4101,151.8806,150.6177,153.4801,144.1061,140.8104,152.9379,158.9537,160.6896,159.3942,155.8553
5/9/2019,156.6253,144.3172,144.1617,142.5195,142.1384,142.4332,142.0442,142.9458,139.0657,140.3878,138.6839,138.5104,138.3412,136.4865,136.1933,138.9756,142.2374,140.4813,142.2561,140.8715,151.0584,141.289,145.9176,159.6237
5/10/2019,147.679,145.6701,147.6028,147.6093,147.9682,153.6577,147.8647,152.4174,140.2251,127.9547,130.0685,129.9288,131.4851,134.5338,138.2259,138.1211,141.435,144.5053,145.072,159.7337,156.0103,163.6772,148.6738,150.6746
5/11/2019,149.7463,150.896,143.2135,141.9097,144.4628,142.6854,138.2038,141.7784,149.3507,141.9071,153.1673,149.3976,150.2089,149.714,150.8648,149.7602,150.7497,153.1109,148.6485,148.7425,148.4021,147.9892,150.1066,151.2126
5/12/2019,150.4261,150.3814,150.6613,141.6185,141.2318,143.7586,143.4276,143.6492,152.5399,149.3438,149.762,150.1247,149.4517,151.601,146.28,148.2401,148.844,150.2637,149.909,147.0928,146.7928,147.3383,150.1987,149.1666
5/13/2019,148.7282,148.1675,149.4059,148.7151,147.9202,150.6602,150.5367,149.0111,153.2129,152.0434,150.2792,157.9532,161.185,152.0494,156.3747,138.8005,147.1441,146.5511,143.5772,149.3869,145.4472,147.2453,149.8602,145.6692
5/14/2019,154.1535,151.3038,142.1867,142.4998,139.8097,142.1681,142.2462,141.4743,141.893,140.7474,142.6284,148.6842,146.6567,149.13,139.0942,141.3284,152.1797,157.693,148.8023,159.4287,156.8846,142.6485,145.6522,146.9342
5/15/2019,150.8893,141.7571,139.6708,137.2982,142.6642,140.1073,133.4352,137.5425,138.6786,139.2421,139.5613,138.9329,142.7465,138.1665,135.6938,138.4618,158.8034,163.3165,147.3884,156.0791,155.9564,154.4377,145.3049,147.3496
5/16/2019,155.7067,150.9279,150.0393,137.4134,151.1537,147.8332,139.167,142.5017,141.0392,143.049,145.618,144.4735,140.9946,140.6638,139.4342,143.7647,145.5992,143.3956,144.4284,145.3276,143.4713,152.1127,149.2483,149.635
5/17/2019,154.895,145.5187,141.4155,143.7739,145.5351,145.5464,145.3284,145.8981,145.6703,147.3942,154.2005,159.4638,162.2835,145.5966,141.1772,140.2881,143.8101,145.5676,147.7368,153.6055,149.1046,151.7414,152.8425,152.6878
5/18/2019,152.19,145.8312,146.7654,143.7748,142.1623,150.9576,147.4641,149.9161,151.0076,135.1023,137.033,140.2081,129.6462,141.1029,140.9775,143.4086,142.6027,139.8486,137.1666,138.2671,138.6295,143.0255,144.2825,143.3784
5/19/2019,144.2414,144.0157,142.2407,144.7995,146.527,149.8213,145.9323,146.0864,144.6243,147.3873,144.1762,145.1999,146.3263,154.8244,143.2753,139.3953,141.1769,140.3438,143.7295,137.4558,139.9983,142.7834,140.5055,143.3689
5/20/2019,144.0209,143.094,145.2949,145.2911,143.843,143.6716,141.0419,142.3365,142.4755,144.9226,142.7835,142.3602,138.9983,141.7916,143.2493,140.6686,145.8906,148.9737,144.9819,145.9948,146.1401,147.4329,153.8468,154.4759
5/21/2019,155.4714,147.7576,147.7679,143.7763,146.9413,148.6559,148.1795,153.3946,151.5633,153.1782,140.3962,141.2944,142.394,141.4952,140.7328,147.0781,148.2684,150.1482,155.1307,154.8653,154.6711,156.1345,154.7885,155.349
5/22/2019,155.5356,149.9056,146.6676,148.4802,147.673,147.5512,144.1922,140.1537,138.7132,137.6201,139.7737,137.3764,138.246,136.7532,140.2455,139.9665,153.0983,158.1088,160.844,152.6972,154.7153,155.3121,156.5442,152.7468
5/23/2019,156.0568,146.44,149.5672,144.0996,141.4205,142.9042,140.5735,138.7386,138.8048,139.8957,141.2099,145.5302,155.224,158.1552,152.1481,160.3241,146.6604,149.8616,151.5098,152.3017,153.9646,152.0928,150.8448,151.5042
5/24/2019,149.1182,143.1587,142.0466,143.7319,144.0852,142.021,140.701,142.7866,152.3745,145.6297,161.5653,152.2302,154.4678,146.8232,141.8639,149.0297,150.0547,153.2029,147.0468,146.8972,151.5677,150.07,152.2202,148.7591
5/25/2019,158.2616,145.8271,143.8454,148.9667,146.6505,149.6287,146.4107,147.1075,144.9839,146.9977,143.2957,146.4814,152.6091,142.1369,142.5381,141.8613,139.3502,139.2817,139.7271,140.6794,138.0153,151.4392,143.1134,147.5261
5/26/2019,148.9955,145.6978,145.8856,147.3602,146.0807,147.801,147.7352,147.232,150.735,154.3966,137.2752,137.3976,136.1004,137.5073,136.3111,136.1283,136.2136,137.7417,136.9049,143.7993,149.1537,145.6458,149.5343,151.4102
5/27/2019,142.5908,147.9537,147.7467,145.1144,148.8203,142.4133,140.4513,139.8447,139.0053,139.2532,141.056,139.4483,140.7952,141.3904,138.9432,147.8519,149.6381,148.5858,147.9565,153.0706,153.8318,150.8078,153.8006,154.1876
5/28/2019,152.3159,153.7174,140.6033,140.2905,143.0807,141.393,142.5409,139.8066,141.8901,142.5457,141.9492,142.1137,143.1856,141.942,161.1217,150.3733,149.8214,151.0012,151.9297,150.664,152.4068,150.9767,149.4577,150.2883
5/29/2019,160.7888,157.064,152.1169,151.3305,143.2465,139.6024,140.569,144.7349,144.4006,144.4579,142.2713,143.1939,140.7404,151.3789,143.4946,153.4693,159.4304,148.6329,148.2113,149.7198,150.389,153.1255,149.0978,161.1969
5/30/2019,160.9939,154.7181,155.1795,150.7924,147.2751,143.5876,162.3465,145.8755,146.8732,146.3174,148.8225,143.613,142.9556,139.519,142.5232,140.6056,150.2236,150.1544,147.0275,150.163,150.3364,149.9168,158.7275,158.8202
5/31/2019,153.665,149.3651,150.4158,145.2929,154.2881,145.319,145.1156,145.4287,143.2667,142.9142,141.0087,139.2079,140.5926,137.2884,137.6001,139.0225,144.88,147.7537,145.1944,149.2343,150.1316,151.9884,150.7542,161.9574
6/1/2019,152.7039,146.318,158.7665,144.0388,145.6313,147.5807,138.3805,138.6543,138.2466,138.5269,139.2642,138.2297,137.3891,137.0379,137.556,146.4506,147.8156,153.6902,144.6551,147.7816,145.7808,145.4592,145.5781,141.0182
6/2/2019,146.8449,142.8706,148.9599,141.9701,139.1418,142.9238,141.1012,140.7789,139.3375,139.992,137.6603,149.4194,149.2708,159.1966,157.3145,151.5245,149.4024,147.8366,151.7753,153.2128,151.7688,152.0995,139.6467,142.3185
6/3/2019,138.7561,141.1333,138.2464,137.2854,138.2656,143.4537,140.8415,151.9931,150.2705,153.0702,151.6312,152.2356,158.4445,152.673,152.2101,152.539,155.553,155.6276,146.5081,150.5611,148.2486,147.0405,148.2369,147.9907
6/4/2019,148.1327,147.5419,142.2109,143.3902,144.5351,144.3159,153.4674,143.0154,141.5808,150.7786,143.7916,145.0226,147.7475,149.8309,137.4563,137.7469,145.0146,144.8939,146.5531,145.3151,146.7648,148.9306,144.6615,146.3732
6/5/2019,150.6632,157.5642,144.6355,148.0738,145.5112,142.9308,141.7035,148.4255,148.3826,143.2388,139.2988,138.9814,137.694,136.6478,136.5634,143.0435,144.5646,144.8658,146.9705,143.1695,150.9819,155.1296,153.7076,158.9937
6/6/2019,153.98,140.9826,143.8164,143.6555,141.4094,142.6999,142.0334,142.78,136.7616,138.3796,137.8311,137.6435,138.7814,136.9459,135.4135,139.9417,145.8475,150.2295,150.5564,153.2407,153.9469,152.7884,153.9476,152.8159
6/7/2019,150.3309,145.6446,144.8981,145.2694,137.6585,142.4149,150.0683,148.4686,147.3575,137.3354,139.2007,145.6247,139.5807,137.6897,151.5915,149.6582,154.7063,150.2879,149.1201,151.7142,148.1761,148.2437,148.0487,146.5612
6/8/2019,148.0773,141.7591,137.9266,142.9106,145.9003,146.7708,142.4629,143.8624,144.3462,143.6366,156.6479,150.4315,143.8486,146.5602,151.6611,146.4637,146.5177,144.3206,142.7825,145.0349,144.4884,140.4747,139.0474,139.9864
6/9/2019,141.9187,139.2148,137.9326,139.0793,139.5662,139.0866,153.979,149.9961,152.071,144.4888,154.9819,145.6552,143.6627,145.5223,154.8462,148.4895,147.8492,141.4824,137.5874,140.3015,138.7767,137.4425,142.7494,140.1601
6/10/2019,143.4189,141.6087,144.9955,157.5376,152.7829,161.4898,144.7678,153.1299,153.3854,149.7563,150.9456,151.4103,150.0441,139.573,136.4575,138.2371,147.348,149.1513,151.0948,151.4142,150.3468,151.2136,150.51,153.6485
6/11/2019,156.5325,151.3417,144.5197,145.9067,148.6558,146.9487,148.5507,143.4803,145.3756,141.744,139.6165,140.3599,138.4252,136.3921,137.3807,141.2245,147.0752,147.6721,162.4116,156.4662,154.7023,159.072,156.9184,159.5079
6/12/2019,156.2261,151.0199,147.075,145.1773,145.3405,141.9131,141.9105,139.446,149.1884,140.1123,139.6252,139.5427,138.5499,137.2989,138.5922,152.1021,156.836,148.4975,151.6467,152.9565,152.1213,153.1113,149.7422,152.1292
6/13/2019,150.0764,141.455,140.1855,144.1326,144.8379,142.8111,142.7182,141.3329,149.6547,143.0193,149.0769,154.1006,152.4439,160.7557,152.0601,155.3807,155.3018,146.9616,152.6439,150.764,148.0694,147.6068,148.4918,150.0289
6/14/2019,145.7853,139.3561,138.2902,135.3551,134.7698,137.8501,135.0103,148.4859,138.4837,142.9158,141.0336,141.4583,139.0456,141.2088,141.7006,142.3933,147.6868,149.0045,146.1058,146.3899,145.3505,147.2301,148.0124,151.988
6/15/2019,151.246,141.1392,145.4641,140.9187,140.3388,139.1057,139.6723,139.9826,138.5507,150.0401,147.81,145.9541,144.2543,142.9773,149.29,141.8442,147.53,146.3557,152.3049,143.4025,143.5591,149.4838,146.4181,146.0507
6/16/2019,145.9874,146.1816,145.5736,147.8795,143.2551,141.7034,141.0626,138.4447,148.2551,138.3199,147.0323,149.8204,139.7165,139.0983,161.7347,148.293,140.7782,147.0804,145.2057,140.7309,144.4493,143.1482,154.0682,146.4154
6/17/2019,138.9519,140.9318,140.4591,142.5011,140.073,140.0343,139.2162,141.6414,138.5808,140.548,154.0948,149.4009,144.0902,144.9717,140.982,143.3391,146.3568,149.0842,147.4106,153.9463,144.5231,147.5144,145.1105,150.6012
6/18/2019,149.7461,145.6793,142.57,144.0145,145.7216,152.8633,152.8327,150.0385,141.1483,150.5927,143.838,144.3189,142.6975,142.4538,144.2781,142.958,152.204,142.9754,149.2978,150.6377,147.4276,149.1603,150.8939,148.7779
6/19/2019,143.8385,140.1241,140.9762,145.815,142.6963,147.5762,141.1743,144.2366,144.0992,142.6326,141.3865,143.0347,144.4099,140.015,141.6994,139.2433,152.933,144.6835,141.5638,145.3058,145.7635,144.6393,152.5198,149.4182
6/20/2019,158.021,149.0232,153.0641,143.8199,140.799,144.5227,144.0856,143.2745,144.0095,142.8926,138.5782,137.1096,139.7784,148.8681,137.6584,137.2476,141.9332,142.9681,145.3974,148.6854,147.4084,148.5659,151.1833,138.2292
6/21/2019,149.8871,143.6587,142.8147,140.1003,144.6338,144.4247,138.7256,140.1351,140.4328,137.3081,149.3514,147.916,147.0091,145.8409,143.5464,148.603,163.9293,147.4432,148.2193,154.1654,154.7453,156.4713,155.3601,151.7811
6/22/2019,150.7305,147.1497,144.2428,142.4258,143.1976,141.7123,139.4512,145.1503,142.0547,139.139,138.7694,138.2312,151.5461,151.2171,152.318,146.1031,142.7382,147.5704,144.0008,145.059,147.1444,146.7926,147.8381,147.054
6/23/2019,141.1873,143.2446,144.7188,139.8403,137.3601,141.4599,139.9114,138.1235,143.9077,142.1345,145.1655,140.3401,139.4572,143.6506,141.9246,142.1809,142.2062,142.3757,140.6005,142.4856,141.6283,143.5179,139.3413,140.5379
6/24/2019,141.4026,143.5298,139.9561,139.9944,145.3632,143.3434,143.7337,143.9315,153.1286,144.9978,151.9549,142.5538,138.3138,142.4273,139.8567,135.9522,142.951,146.4434,149.1229,148.8464,150.5112,152.1768,150.4626,147.7499
6/25/2019,151.6981,146.5331,146.7981,144.9682,142.8984,144.0714,146.0677,142.0272,143.4433,141.9122,140.1216,139.8809,144.4373,145.0128,133.9933,137.0536,144.3092,153.8066,145.849,145.3922,157.4539,151.191,151.5686,157.2912
6/26/2019,153.4688,144.2813,144.1975,153.761,147.4598,146.359,143.8951,139.2355,140.9131,138.4753,139.801,137.4796,146.3675,144.5176,138.6326,148.7566,160.2077,164.4111,151.6099,150.0152,137.9478,152.3886,147.1553,154.2336
6/27/2019,167.5032,151.2759,145.2478,142.1533,143.1789,140.5822,144.0186,146.7512,144.3437,143.4009,139.4892,141.3584,150.7191,152.5816,147.0193,144.2808,146.6192,155.8772,155.9876,151.6502,152.5776,155.9508,155.1343,152.7091
6/28/2019,152.796,146.3378,141.7679,142.98,141.319,141.8021,143.2324,141.4552,142.0243,150.9628,143.8709,141.1727,140.3223,142.1548,141.8767,145.0374,150.7828,147.5066,156.2517,150.8954,153.3889,151.7697,147.8345,151.0879
6/29/2019,145.5844,143.2486,142.1957,137.9315,140.2643,143.6116,144.6181,143.5292,145.0685,140.5183,141.8568,137.398,138.7903,140.819,138.4826,135.5429,135.84,136.6184,135.6725,138.3974,136.417,140.5605,140.1028,139.3616
6/30/2019,153.3535,143.9796,141.9711,140.8961,150.3265,141.8653,143.5684,141.9588,145.6544,140.035,141.9568,137.9525,137.0065,135.5493,142.2481,144.6058,136.2532,139.907,136.356,139.8513,150.5831,140.4286,146.2048,139.8736
7/1/2019,148.2504,142.8502,145.7834,144.8077,150.2496,143.0423,147.3071,139.6599,137.201,136.7208,137.6227,138.8642,135.8736,136.9707,135.454,149.1042,154.3013,157.8663,153.104,155.4565,156.9443,150.2579,155.5589,148.4025
7/2/2019,150.5062,147.48,156.425,145.0782,150.5294,143.1352,139.453,139.184,140.01,138.5634,137.5952,136.1556,139.7849,135.3851,148.5206,148.3141,148.7033,152.411,154.9424,161.2641,154.6179,151.0795,162.1502,157.1505
7/3/2019,157.0535,143.0088,144.7247,142.6042,140.2619,140.581,135.0965,140.7368,138.2201,138.8795,138.524,149.5472,143.8319,140.2495,141.7225,142.1644,151.2787,151.5002,151.3797,153.1788,158.9428,154.3026,149.1625,150.1609
7/4/2019,150.0488,143.9639,141.7149,143.4454,141.3802,143.9517,140.1898,136.9602,141.1408,143.2678,145.5779,141.2585,140.0583,140.1652,143.0901,132.9973,143.2093,140.8239,139.8966,140.5163,146.9263,146.2274,139.5904,142.2827
7/5/2019,145.7402,142.4496,141.7927,141.4543,145.493,140.5672,141.9695,141.8325,135.2673,143.1024,143.6314,141.4569,138.1377,143.1171,135.2986,133.4888,142.0594,141.0127,143.4479,141.9487,146.1635,145.8415,144.8521,145.6576
7/6/2019,149.5012,155.1407,148.6676,141.9057,146.5047,144.72,139.6132,144.6587,141.1308,141.8385,146.5505,140.3223,138.3089,146.9561,142.852,135.8606,144.2624,135.9415,144.8101,135.8442,147.0232,150.0176,147.7858,141.5136
7/7/2019,146.4106,151.6407,144.9277,144.0094,142.8939,145.102,145.3955,138.7435,138.0401,140.531,137.2903,144.5291,139.7125,136.3368,136.2172,137.0766,136.2147,143.2863,144.8778,143.7279,140.5344,145.5011,147.1502,146.0788
7/8/2019,142.1979,146.0992,140.0576,142.013,139.0395,139.4507,140.471,139.7154,137.0071,143.4158,136.1452,135.7203,149.4348,151.7476,143.0715,131.3044,147.4823,153.416,143.8655,147.996,152.1282,154.8051,148.3704,149.1386
7/9/2019,147.4731,141.6121,141.0976,140.1611,143.1299,141.1758,143.4616,139.2446,140.6257,145.9819,143.7822,148.0214,142.239,141.9352,142.1066,146.2243,148.3687,155.1571,152.2213,154.8564,153.1113,155.0462,149.8516,151.4844
7/10/2019,153.666,144.8217,142.1013,142.9983,142.6396,149.6734,154.7076,151.0487,148.8835,145.1243,152.6348,143.5963,145.0286,140.8945,141.7223,155.7509,156.7292,150.6523,153.5626,162.484,147.1901,147.7979,150.5849,151.182
7/11/2019,150.4435,144.8475,152.902,160.5367,157.6915,157.3961,151.0606,148.9884,155.0591,149.4765,147.5956,151.2978,151.9065,141.1904,139.9133,146.9402,156.2242,151.4699,152.9884,153.7719,160.4715,153.7085,149.1588,152.6208
7/12/2019,162.0427,150.2824,154.8542,152.5336,147.3731,145.4532,151.6938,145.5204,135.6046,148.4733,142.3463,142.2999,147.655,145.3248,141.2663,139.9925,140.0897,150.1227,144.4883,150.0326,145.0443,159.6399,148.8976,146.3835
7/13/2019,152.1304,144.36,142.3782,140.181,139.2361,138.2869,134.7712,137.0822,138.6306,137.0384,149.4009,142.4591,141.5739,139.32,142.4829,135.6781,136.6437,142.7401,144.4359,140.5626,139.6235,140.0613,140.6976,137.9026
7/14/2019,137.8374,142.5715,138.4048,136.2871,135.8659,143.3861,149.3004,154.9277,140.1262,142.6842,139.0929,138.1647,139.0222,140.3715,138.8945,141.2641,137.3296,135.8299,136.5992,136.4321,141.153,137.2086,138.4238,138.6465
7/15/2019,139.4144,138.2016,154.7214,141.7626,141.5523,143.0926,139.7874,141.2764,142.7859,141.0405,140.8745,139.2705,137.4505,137.6375,135.6637,136.8555,146.0494,146.2905,153.9084,145.7624,152.5727,146.0567,152.8263,149.6182
7/16/2019,153.5093,150.4866,146.7992,142.1848,141.6786,146.2554,146.3829,145.0865,140.6047,141.2341,137.0178,140.5886,138.4211,138.1144,134.6892,149.8345,148.3442,150.5601,142.6606,145.4221,161.6797,160.2467,161.4322,164.3393
7/17/2019,150.7372,148.6087,145.5542,146.1792,149.6918,148.3372,140.8493,140.9461,139.2058,138.3246,141.3375,138.7346,135.562,140.8027,137.3029,136.6856,160.2008,143.9882,149.5377,157.3575,158.1292,153.6364,144.5669,149.8282
7/18/2019,154.2091,143.9447,141.5774,142.5331,135.131,139.9634,139.9646,139.8525,138.185,137.9666,136.2763,137.6111,137.7652,134.1337,149.761,145.8711,146.408,146.9645,147.1636,154.3116,152.7973,147.1222,149.7405,155.2229
7/19/2019,150.2613,142.6235,137.9222,138.4586,138.7484,138.6502,137.4661,144.9766,144.232,139.1053,151.2912,150.2534,148.8034,139.424,139.5291,143.152,144.7318,148.3733,146.2407,141.8814,144.9103,141.2127,142.0882,140.7127
7/20/2019,147.6429,140.2529,145.2777,145.6557,137.6174,146.0222,151.4892,152.321,144.1271,140.2893,141.3404,138.8228,145.1223,139.9433,143.4852,141.8396,137.4687,135.106,135.1888,135.4305,144.2722,138.0331,137.4745,137.369
7/21/2019,135.8443,139.4368,137.3181,137.4231,134.6801,137.9007,141.1764,142.5833,144.3697,138.7389,142.2903,140.1977,141.7381,138.0426,135.3565,144.2955,135.532,140.7921,145.9468,145.2142,136.6758,138.6343,146.0215,151.9519
7/22/2019,150.1022,151.2338,147.921,142.369,141.6902,141.3916,142.2221,141.1812,140.8395,137.5718,137.0407,135.5338,135.903,135.5107,144.3661,144.3283,151.8928,148.3929,152.727,153.956,153.4556,148.1509,152.8401,154.6373
7/23/2019,148.4323,151.1676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7/24/2019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7/25/2019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,155.8189,154.3992,144.6507,146.8953,148.511
7/26/2019,145.4106,142.9539,143.4409,140.6771,138.8995,137.7222,139.4503,143.7982,140.1795,145.1542,140.1212,138.9637,141.511,144.2856,149.5159,147.8056,143.0587,144.9729,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681
7/27/2019,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681,147.0681
7/28/2019,147.0681,147.0681,147.0681,147.0681,140.1389,137.9208,137.6959,136.9931,151.7737,140.6699,141.9136,141.1785,143.0032,143.6602,145.3929,141.7605,140.6558,144.4328,138.8752,144.0228,137.7054,141.1579,144.7284,139.0674
7/29/2019,139.3355,139.6352,141.0117,141.5908,153.4158,144.8428,144.1039,146.0668,142.3782,141.2633,143.6366,144.549,146.0121,138.3095,139.1868,149.4924,149.2844,147.0501,148.1584,151.9307,148.9952,146.2015,148.8353,149.6489
7/30/2019,155.7838,146.7613,145.891,147.4998,146.5193,145.549,145.362,144.2986,142.2948,137.4637,143.4669,137.8035,137.7582,138.5567,137.954,138.1934,148.6437,147.2582,150.5705,149.5232,144.6292,155.3742,156.06,162.7691
7/31/2019,153.5111,153.3536,150.6923,153.1815,151.4342,155.9474,152.8053,138.9017,138.7847,137.8942,138.8183,137.941,145.164,156.3355,151.5997,145.4993,152.0867,153.8234,138.6744,153.534,165.6907,153.7284,156.0429,154.9176
8/1/2019,153.8128,156.3778,148.4087,147.6711,153.597,157.154,152.7915,154.033,153.0502,156.2272,156.0997,153.9735,152.837,152.2082,153.7479,146.4539,148.927,149.7382,151.2469,155.3414,152.1966,155.9325,157.3621,149.6976
