Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units
NSRDB,970013,-,-,-,33.73,-84.38,0,300,-5,w/m2
Year,Month,Day,Hour,Minute,DNI,Wind Speed,Precipitable Water,Relative Humidity,Temperature,Pressure
2019,1,1,0,30,0,2.4,3.1,98.19,17.6,982
2019,1,1,1,30,0,2.2,3.3,97.75,17.1,982
2019,1,1,2,30,0,2.2,3.6,97.37,17,982
2019,1,1,3,30,0,2,3.8,98.56,17.1,981
2019,1,1,4,30,0,1.4,4,100,17.1,981
2019,1,1,5,30,0,0.8,4,100,16.7,982
2019,1,1,6,30,0,0.7,3.8,100,16.1,983
2019,1,1,7,30,0,0.9,3.7,100,15.3,983
2019,1,1,8,30,0,1.1,3.5,100,14.6,983
2019,1,1,9,30,0,1,3.4,100,13.8,984
2019,1,1,10,30,0,0.7,3.3,99.23,13.3,984
2019,1,1,11,30,0,0.5,3.2,95.9,13.1,984
2019,1,1,12,30,0,0.3,3.1,88.66,13.6,985
2019,1,1,13,30,0,0.3,3.1,82.13,15,985
2019,1,1,14,30,4,0.6,3.2,81.34,16.6,986
2019,1,1,15,30,2,0.9,3.3,75.44,17.6,986
2019,1,1,16,30,22,1.1,3.4,72.86,18.2,985
2019,1,1,17,30,5,1,3.5,74.13,18.3,985
2019,1,1,18,30,34,1,3.6,76.94,18,984
2019,1,1,19,30,103,0.9,3.6,80.6,17.5,984
2019,1,1,20,30,156,0.7,3.5,85.52,16.8,985
2019,1,1,21,30,73,0.6,3.4,95.05,15.7,985
2019,1,1,22,30,20,0.5,3.3,99.18,14.7,985
2019,1,1,23,30,0,0.6,3.3,98.04,14.3,986
2019,1,2,0,30,0,0.6,3,100,13.5,986
2019,1,2,1,30,0,0.6,2.8,100,12.8,986
2019,1,2,2,30,0,0.6,2.7,100,12.1,986
2019,1,2,3,30,0,0.5,2.6,100,11.5,986
2019,1,2,4,30,0,0.5,2.5,100,10.8,986
2019,1,2,5,30,0,0.5,2.5,100,10.3,986
2019,1,2,6,30,0,0.5,2.5,100,9.9,986
2019,1,2,7,30,0,0.5,2.5,100,9.4,986
2019,1,2,8,30,0,0.5,2.4,100,9.1,986
2019,1,2,9,30,0,0.5,2.4,100,8.7,986
2019,1,2,10,30,0,0.6,2.4,100,8.4,986
2019,1,2,11,30,0,0.6,2.4,100,8.2,987
2019,1,2,12,30,0,0.6,2.4,93.55,8.9,987
2019,1,2,13,30,0,0.6,2.6,90.64,10.6,987
2019,1,2,14,30,18,0.5,2.9,84.93,12.7,988
2019,1,2,15,30,0,0.5,3.1,80.7,15,988
2019,1,2,16,30,36,0.7,3.3,77.87,16.5,987
2019,1,2,17,30,0,0.6,3.3,80.36,16.7,985
2019,1,2,18,30,1,0.5,3.4,85.06,16.4,985
2019,1,2,19,30,0,0.6,3.4,90.68,15.8,985
2019,1,2,20,30,12,0.9,3.3,97.26,15,985
2019,1,2,21,30,0,0.9,3.3,100,14,985
2019,1,2,22,30,0,0.7,3.2,100,13.1,985
2019,1,2,23,30,0,0.7,3.2,100,12.8,984
2019,1,3,0,30,0,0.5,3.1,100,12,984
2019,1,3,1,30,0,0.5,3,100,11.6,984
2019,1,3,2,30,0,0.5,3,100,11.4,983
2019,1,3,3,30,0,0.5,3,100,11.5,983
2019,1,3,4,30,0,0.4,3,100,11.7,982
2019,1,3,5,30,0,0.3,3,100,11.9,982
2019,1,3,6,30,0,0.3,3,100,11.9,982
2019,1,3,7,30,0,0.4,3,100,12,982
2019,1,3,8,30,0,0.4,3,100,12.1,981
2019,1,3,9,30,0,0.4,3,100,12,981
2019,1,3,10,30,0,0.5,3.1,100,11.8,981
2019,1,3,11,30,0,0.7,3.1,100,11.6,982
2019,1,3,12,30,0,0.9,3.1,100,11.4,982
2019,1,3,13,30,0,1.1,3.2,100,11.5,983
2019,1,3,14,30,0,1.1,3.2,97.53,12,983
2019,1,3,15,30,0,1.1,3.3,95.31,12.8,983
2019,1,3,16,30,0,1,3.2,94.78,13.2,982
2019,1,3,17,30,0,0.9,3.1,94.12,13.2,981
2019,1,3,18,30,0,0.8,3,93.42,13.3,980
2019,1,3,19,30,3,0.8,3,94.2,13.2,980
2019,1,3,20,30,0,0.6,3,96.38,12.9,981
2019,1,3,21,30,0,0.4,3.1,100,12.1,981
2019,1,3,22,30,0,0.4,3.1,100,11.5,981
2019,1,3,23,30,0,0.4,3.1,100,11.3,981
2019,1,4,0,30,0,0.5,3.1,100,10.9,981
2019,1,4,1,30,0,0.5,3.1,100,10.7,981
2019,1,4,2,30,0,0.5,3.1,100,10.5,980
2019,1,4,3,30,0,0.6,3.2,100,10.4,980
2019,1,4,4,30,0,0.6,3.3,100,10.5,979
2019,1,4,5,30,0,0.7,3.4,100,10.7,979
2019,1,4,6,30,0,1.2,3.5,99.49,11.1,979
2019,1,4,7,30,0,1.7,3.6,99.59,11.5,978
2019,1,4,8,30,0,2,3.8,99.14,11.9,976
2019,1,4,9,30,0,2.1,3.9,99.38,12.3,976
2019,1,4,10,30,0,2.3,3.9,99.54,12.8,975
2019,1,4,11,30,0,2.4,3.9,99.13,13.3,974
2019,1,4,12,30,0,2.3,3.9,98.82,13.9,974
2019,1,4,13,30,0,2.2,3.8,97.7,14.9,974
2019,1,4,14,30,0,2.3,3.3,96.83,16.1,973
2019,1,4,15,30,0,2.4,2.7,97.08,17.3,972
2019,1,4,16,30,0,2.6,2.1,96.66,18.4,971
2019,1,4,17,30,4,2.9,1.7,94.13,19,970
2019,1,4,18,30,301,3.1,1.5,89.06,18.5,969
2019,1,4,19,30,735,3.1,1.5,85.2,16.8,969
2019,1,4,20,30,121,2.9,1.4,84.96,14.5,970
2019,1,4,21,30,614,2.7,1.2,86.31,12.2,971
2019,1,4,22,30,148,2.5,1.2,87.05,10.3,973
2019,1,4,23,30,0,2.3,1.2,84.74,9.6,973
2019,1,5,0,30,0,1.7,1.1,90.25,8,974
2019,1,5,1,30,0,1.6,1.1,92.87,7,975
2019,1,5,2,30,0,1.9,1.1,93.7,6.3,975
2019,1,5,3,30,0,2,1,93.98,5.7,976
2019,1,5,4,30,0,2.1,0.9,93.99,5.2,976
2019,1,5,5,30,0,2.1,0.9,93.79,5,976
2019,1,5,6,30,0,2.2,1,93.46,5,976
2019,1,5,7,30,0,2.3,1,93.34,5,976
2019,1,5,8,30,0,2.4,1.1,93.39,5.1,977
2019,1,5,9,30,0,2.3,1.2,93.3,5.2,977
2019,1,5,10,30,0,2.2,1.3,94.11,5.2,978
2019,1,5,11,30,0,2.2,1.2,94.79,5.1,979
2019,1,5,12,30,0,2.2,1,92.34,5.2,980
2019,1,5,13,30,407,2.2,1,86.74,5.8,981
2019,1,5,14,30,732,2.3,1,78.96,7.2,982
2019,1,5,15,30,861,2.4,1.1,70.46,9,982
2019,1,5,16,30,920,2.5,1,64.12,10.6,982
2019,1,5,17,30,941,2.5,1,60.75,11.8,981
2019,1,5,18,30,936,2.5,1,60.31,12.4,981
2019,1,5,19,30,907,2.2,1,62.34,12.5,981
2019,1,5,20,30,839,1.8,1,68.61,11.9,982
2019,1,5,21,30,693,1.3,0.9,82.46,10.1,983
2019,1,5,22,30,236,1,0.9,91.05,8.2,984
2019,1,5,23,30,0,1,0.9,90.88,7.6,984
2019,1,6,0,30,0,0.9,0.9,96.57,6.4,984
2019,1,6,1,30,0,0.9,0.9,98.96,5.7,985
2019,1,6,2,30,0,0.9,0.9,98.48,5.4,985
2019,1,6,3,30,0,1,0.9,97.34,5.4,985
2019,1,6,4,30,0,0.9,0.9,99.39,5,986
2019,1,6,5,30,0,0.9,0.9,100,4.5,986
2019,1,6,6,30,0,0.9,0.9,100,4.1,986
2019,1,6,7,30,0,0.8,0.9,100,3.7,986
2019,1,6,8,30,0,0.8,0.9,100,3.4,986
2019,1,6,9,30,0,0.8,0.9,100,3.1,985
2019,1,6,10,30,0,0.8,0.8,100,3,986
2019,1,6,11,30,0,0.8,0.9,100,3.1,986
2019,1,6,12,30,0,0.8,0.9,96.37,4.2,987
2019,1,6,13,30,582,1,0.9,87.74,6.6,988
2019,1,6,14,30,815,1,0.9,79.1,9.5,988
2019,1,6,15,30,913,0.8,0.9,71.87,12.7,988
2019,1,6,16,30,953,0.7,1,64.9,15.5,987
2019,1,6,17,30,970,0.7,1,55.4,17.3,986
2019,1,6,18,30,962,0.6,1.1,52.66,18,985
2019,1,6,19,30,929,0.6,1.2,53.22,18.4,985
2019,1,6,20,30,856,0.6,1.2,60.38,17.7,986
2019,1,6,21,30,699,0.7,1.3,75.74,15.9,986
2019,1,6,22,30,245,0.9,1.4,67.09,14.8,986
2019,1,6,23,30,0,0.9,1.4,64.63,14.5,986
2019,1,7,0,30,0,0.9,1.3,66.51,13.5,987
2019,1,7,1,30,0,0.9,1.3,64.79,12.8,987
2019,1,7,2,30,0,0.8,1.3,63.4,12.4,987
2019,1,7,3,30,0,0.6,1.3,60.77,12.5,987
2019,1,7,4,30,0,0.5,1.3,59.66,12.3,987
2019,1,7,5,30,0,0.7,1.3,62.27,11.6,987
2019,1,7,6,30,0,0.9,1.3,67.97,10.5,987
2019,1,7,7,30,0,1,1.3,70.86,9.6,987
2019,1,7,8,30,0,1,1.3,74.38,8.9,987
2019,1,7,9,30,0,1,1.2,80.86,8.1,987
2019,1,7,10,30,0,0.9,1.2,85.38,7.6,988
2019,1,7,11,30,0,0.8,1.2,88.39,7.1,988
2019,1,7,12,30,0,0.8,1.1,85.5,7.4,989
2019,1,7,13,30,568,0.9,1.1,85.36,9,990
2019,1,7,14,30,794,1.2,1.2,74.14,11.4,990
2019,1,7,15,30,890,1.4,1.2,69.01,14,989
2019,1,7,16,30,785,1.8,1.2,63.8,15.9,988
2019,1,7,17,30,928,1.9,1.3,62.46,16.8,987
2019,1,7,18,30,828,1.9,1.3,62.37,17.2,986
2019,1,7,19,30,535,1.7,1.3,65.23,17,986
2019,1,7,20,30,509,1.3,1.3,73.15,16,986
2019,1,7,21,30,502,1,1.3,91.93,13.7,986
2019,1,7,22,30,183,0.9,1.2,97.32,11.4,986
2019,1,7,23,30,0,0.9,1.2,96.02,10.7,987
2019,1,8,0,30,0,0.9,1.2,100,9.9,987
2019,1,8,1,30,0,0.8,1.3,100,9.5,987
2019,1,8,2,30,0,0.8,1.6,100,9.4,986
2019,1,8,3,30,0,0.8,2,100,9.2,986
2019,1,8,4,30,0,0.6,2,100,8.9,985
2019,1,8,5,30,0,0.6,1.7,100,8.7,985
2019,1,8,6,30,0,0.6,1.5,100,8.6,986
2019,1,8,7,30,0,0.6,1.4,100,8.6,986
2019,1,8,8,30,0,0.6,1.5,100,8.4,986
2019,1,8,9,30,0,0.7,1.5,100,8,986
2019,1,8,10,30,0,0.7,1.7,100,7.5,985
2019,1,8,11,30,0,0.7,1.8,100,7.5,985
2019,1,8,12,30,0,0.9,1.9,98.45,8.6,986
2019,1,8,13,30,0,1.3,1.9,92.38,10.6,986
2019,1,8,14,30,0,1.6,1.9,88.39,12.6,986
2019,1,8,15,30,140,1.7,1.9,83.36,14.7,986
2019,1,8,16,30,54,1.9,1.8,80.12,16.5,984
2019,1,8,17,30,14,2,1.8,80.09,17.6,983
2019,1,8,18,30,8,2.2,1.8,80.64,18.1,983
2019,1,8,19,30,98,2.2,1.8,81.91,17.9,982
2019,1,8,20,30,265,1.8,1.8,86.2,17.1,983
2019,1,8,21,30,302,1.5,1.7,93.11,15.9,983
2019,1,8,22,30,80,1.4,1.6,97.11,14.6,983
2019,1,8,23,30,0,1.3,1.6,96.52,13.9,983
2019,1,9,0,30,0,1.4,1.5,100,12.6,983
2019,1,9,1,30,0,1.6,1.5,100,12.2,983
2019,1,9,2,30,0,1.9,1.4,100,12,984
2019,1,9,3,30,0,2.2,1.1,99.6,11.5,984
2019,1,9,4,30,0,2.2,0.8,97.7,10.2,984
2019,1,9,5,30,0,2.1,0.7,94.73,8.6,985
2019,1,9,6,30,0,1.9,0.6,92.2,7.4,985
2019,1,9,7,30,0,1.7,0.5,93.01,6.3,986
2019,1,9,8,30,0,1.6,0.5,92.69,5.4,986
2019,1,9,9,30,0,1.5,0.5,91.48,4.6,986
2019,1,9,10,30,0,1.4,0.5,91.34,3.7,986
2019,1,9,11,30,0,1.1,0.5,91.86,2.9,986
2019,1,9,12,30,0,1.3,0.4,87.16,3.2,987
2019,1,9,13,30,620,1.9,0.4,79.87,4.9,987
2019,1,9,14,30,845,2.6,0.4,71.55,6.7,987
2019,1,9,15,30,940,3,0.4,63.12,7.8,987
2019,1,9,16,30,984,3.2,0.4,58.59,8.5,986
2019,1,9,17,30,993,3.3,0.5,55.84,8.9,985
2019,1,9,18,30,989,3.3,0.5,54.77,9,984
2019,1,9,19,30,960,3.1,0.5,56.02,8.7,984
2019,1,9,20,30,896,2.8,0.5,59.85,7.8,984
2019,1,9,21,30,754,2.3,0.5,66.79,6.2,984
2019,1,9,22,30,294,2,0.5,73.73,4.6,985
2019,1,9,23,30,0,2,0.5,75.39,3.9,985
2019,1,10,0,30,0,2.1,0.5,78.51,3,985
2019,1,10,1,30,0,2.1,0.5,79.37,2.5,985
2019,1,10,2,30,0,2,0.5,80.22,2,985
2019,1,10,3,30,0,2,0.5,81.66,1.4,985
2019,1,10,4,30,0,1.9,0.5,82.67,0.8,985
2019,1,10,5,30,0,1.8,0.6,83.38,0.2,986
2019,1,10,6,30,0,1.8,0.6,83.92,-0.4,986
2019,1,10,7,30,0,1.7,0.6,84.76,-1,986
2019,1,10,8,30,0,1.8,0.6,85.68,-1.6,986
2019,1,10,9,30,0,1.8,0.6,85.84,-2.1,986
2019,1,10,10,30,0,1.7,0.6,85.69,-2.5,986
2019,1,10,11,30,0,1.7,0.6,86.04,-2.9,987
2019,1,10,12,30,0,1.9,0.6,82.87,-2.7,988
2019,1,10,13,30,156,2.2,0.6,76.53,-1.5,988
2019,1,10,14,30,439,2.3,0.6,67.8,0.2,988
2019,1,10,15,30,446,2.2,0.7,60.64,2.2,988
2019,1,10,16,30,859,2.2,0.7,56.28,3.9,988
2019,1,10,17,30,942,2.1,0.7,53.69,5.3,987
2019,1,10,18,30,967,2.2,0.7,53.26,6.1,986
2019,1,10,19,30,939,2.2,0.7,54.28,6.4,986
2019,1,10,20,30,873,1.9,0.7,58.48,5.8,986
2019,1,10,21,30,731,1.3,0.7,73.24,3.8,987
2019,1,10,22,30,283,1,0.7,89.16,1.6,987
2019,1,10,23,30,0,1.1,0.7,87.96,0.9,987
2019,1,11,0,30,0,1,0.7,91.23,-0.1,987
2019,1,11,1,30,0,0.9,0.7,92.14,-0.7,987
2019,1,11,2,30,0,0.9,0.6,92.89,-1.3,987
2019,1,11,3,30,0,0.8,0.6,94.07,-1.9,987
2019,1,11,4,30,0,0.8,0.6,95.77,-2.5,987
2019,1,11,5,30,0,0.8,0.6,96.84,-2.9,988
2019,1,11,6,30,0,0.8,0.6,98.47,-3.3,988
2019,1,11,7,30,0,0.7,0.7,99.22,-3.5,988
2019,1,11,8,30,0,0.7,0.7,99.52,-3.6,988
2019,1,11,9,30,0,0.7,0.7,99.53,-3.6,989
2019,1,11,10,30,0,0.7,0.7,99.21,-3.6,989
2019,1,11,11,30,0,0.7,0.7,98.43,-3.6,989
2019,1,11,12,30,0,0.9,0.7,88.09,-2.2,990
2019,1,11,13,30,576,1.3,0.7,77.33,0.5,991
2019,1,11,14,30,801,1.6,0.8,65.6,3.2,991
2019,1,11,15,30,894,1.7,0.9,56.22,5.6,991
2019,1,11,16,30,937,1.6,0.9,51.89,7.6,990
2019,1,11,17,30,949,1.5,1,50.11,9,989
2019,1,11,18,30,939,1.4,1.1,50.27,9.8,988
2019,1,11,19,30,900,1.3,1.2,52.1,10,988
2019,1,11,20,30,823,1,1.2,58.03,9.3,988
2019,1,11,21,30,666,0.7,1.3,82.79,7,988
2019,1,11,22,30,252,0.7,1.4,93.47,4.4,989
2019,1,11,23,30,0,0.8,1.5,88.62,3.7,989
2019,1,12,0,30,0,1,1.5,89.32,3.3,989
2019,1,12,1,30,0,0.9,1.5,90.2,2.8,989
2019,1,12,2,30,0,0.8,1.5,91.83,2.3,990
2019,1,12,3,30,0,0.8,1.5,92.8,1.9,990
2019,1,12,4,30,0,0.8,1.5,93.68,1.6,990
2019,1,12,5,30,0,0.8,1.6,93.31,1.4,990
2019,1,12,6,30,0,0.8,1.6,93.21,1.2,990
2019,1,12,7,30,0,0.9,1.6,92.41,1.2,990
2019,1,12,8,30,0,1.1,1.7,89.78,1.4,990
2019,1,12,9,30,0,1.4,1.7,87.04,1.7,990
2019,1,12,10,30,0,1.8,1.7,84.31,2,990
2019,1,12,11,30,0,1.9,1.8,83.21,2.2,990
2019,1,12,12,30,0,2,1.8,83.03,2.4,991
2019,1,12,13,30,0,2.2,1.9,81.31,2.9,991
2019,1,12,14,30,0,2.4,2,79.2,3.6,991
2019,1,12,15,30,0,2.4,2,77.27,4.2,990
2019,1,12,16,30,9,2.3,2,75.49,4.9,990
2019,1,12,17,30,0,2.2,2.1,76.44,5.5,989
2019,1,12,18,30,0,2.2,2.2,80.74,5.7,988
2019,1,12,19,30,6,2.1,2.3,86.84,5.5,987
2019,1,12,20,30,0,2.1,2.3,92.13,5.2,987
2019,1,12,21,30,0,2.1,2.4,96.77,4.7,987
2019,1,12,22,30,4,2.1,2.5,98.52,4.3,987
2019,1,12,23,30,0,2.1,2.5,98.12,4.2,987
2019,1,13,0,30,0,2.3,2.5,96.87,4.5,986
2019,1,13,1,30,0,2.3,2.5,97.05,5,986
2019,1,13,2,30,0,2.3,2.5,97.33,5.7,985
2019,1,13,3,30,0,2.2,2.5,97.65,6.6,984
2019,1,13,4,30,0,2.1,2.5,98.08,7.5,983
2019,1,13,5,30,0,1.7,2.5,99.09,8.3,982
2019,1,13,6,30,0,1.2,2.4,100,8.5,982
2019,1,13,7,30,0,0.7,2.2,100,8.5,982
2019,1,13,8,30,0,0.5,2,100,8.2,982
2019,1,13,9,30,0,0.5,1.8,100,7.9,982
2019,1,13,10,30,0,0.4,1.7,100,7.5,982
2019,1,13,11,30,0,0.4,1.5,100,7,983
2019,1,13,12,30,0,0.4,1.4,100,7,983
2019,1,13,13,30,507,0.5,1.3,100,7.2,984
2019,1,13,14,30,11,0.5,1.2,100,7.4,985
2019,1,13,15,30,0,0.8,1.2,97.89,7.7,985
2019,1,13,16,30,0,1.1,1.2,95.33,8.1,985
2019,1,13,17,30,0,1.4,1.1,91.3,8.6,984
2019,1,13,18,30,7,1.6,1.1,88.66,8.9,984
2019,1,13,19,30,0,1.5,1.1,88.2,8.8,984
2019,1,13,20,30,0,1.3,1.1,89.65,8.4,985
2019,1,13,21,30,0,0.9,1.1,94.75,7.7,985
2019,1,13,22,30,2,0.7,1.2,100,6.8,986
2019,1,13,23,30,0,0.8,1.2,99.06,6.4,986
2019,1,14,0,30,0,0.9,1.1,100,5.7,987
2019,1,14,1,30,0,1,1.1,100,5.1,987
2019,1,14,2,30,0,0.9,1.2,100,4.5,988
2019,1,14,3,30,0,0.9,1.2,100,3.9,988
2019,1,14,4,30,0,0.8,1.2,100,3.4,987
2019,1,14,5,30,0,0.8,1.2,100,3.2,987
2019,1,14,6,30,0,0.8,1.2,100,3.3,987
2019,1,14,7,30,0,0.9,1.2,99.11,3.7,988
2019,1,14,8,30,0,1,1.2,98.55,3.9,988
2019,1,14,9,30,0,1.1,1.2,97.47,4,988
2019,1,14,10,30,0,1.2,1.2,97.39,3.9,988
2019,1,14,11,30,0,1.3,1.2,96.42,3.9,989
2019,1,14,12,30,0,1.5,1.2,93.73,4.1,989
2019,1,14,13,30,180,1.8,1.2,89.25,4.8,989
2019,1,14,14,30,2,2,1.2,82.55,5.9,990
2019,1,14,15,30,0,2,1.2,77.07,7,990
2019,1,14,16,30,30,1.9,1.2,73.81,7.7,989
2019,1,14,17,30,0,1.9,1.2,71.91,8.2,988
2019,1,14,18,30,0,1.9,1.2,71.45,8.4,988
2019,1,14,19,30,1,1.9,1.2,72.9,8.2,988
2019,1,14,20,30,0,1.7,1.2,75.96,7.5,987
2019,1,14,21,30,0,1.3,1.2,83.28,6.3,988
2019,1,14,22,30,0,1,1.1,91.79,4.9,988
2019,1,14,23,30,0,1,1.1,92.83,4.2,988
2019,1,15,0,30,0,0.9,1.1,99.1,2.7,988
2019,1,15,1,30,0,0.9,1,100,1.8,988
2019,1,15,2,30,0,0.8,1,100,1.2,988
2019,1,15,3,30,0,0.9,1,100,0.8,988
2019,1,15,4,30,0,1,0.9,100,0.5,988
2019,1,15,5,30,0,1,0.9,100,0.3,988
2019,1,15,6,30,0,1.1,0.9,100,0,989
2019,1,15,7,30,0,1.3,0.8,100,-0.2,989
2019,1,15,8,30,0,1.5,0.8,99.5,-0.4,989
2019,1,15,9,30,0,1.5,0.8,99.24,-0.7,989
2019,1,15,10,30,0,1.4,0.7,99.34,-1,988
2019,1,15,11,30,0,1.3,0.7,98.26,-1.1,989
2019,1,15,12,30,0,1.6,0.7,93.33,-0.6,989
2019,1,15,13,30,0,1.9,0.6,85.54,0.8,990
2019,1,15,14,30,0,1.8,0.6,75.61,2.8,990
2019,1,15,15,30,64,1.7,0.6,68.23,4.6,990
2019,1,15,16,30,832,1.6,0.6,63.68,6.1,990
2019,1,15,17,30,973,1.6,0.6,61.41,7.2,989
2019,1,15,18,30,967,1.7,0.6,60.53,7.9,988
2019,1,15,19,30,943,1.6,0.5,61.86,7.9,988
2019,1,15,20,30,881,1.5,0.5,65.4,7.2,988
2019,1,15,21,30,742,1,0.5,79.56,4.9,988
2019,1,15,22,30,340,0.8,0.5,97.95,2.3,988
2019,1,15,23,30,0,0.8,0.5,95.84,1.3,988
2019,1,16,0,30,0,0.9,0.5,100,0.2,989
2019,1,16,1,30,0,0.8,0.5,100,-0.7,989
2019,1,16,2,30,0,0.7,0.5,100,-1.2,989
2019,1,16,3,30,0,0.6,0.5,100,-1.4,989
2019,1,16,4,30,0,0.7,0.5,100,-1.2,989
2019,1,16,5,30,0,0.9,0.5,100,-1.3,988
2019,1,16,6,30,0,1.1,0.5,100,-1.6,988
2019,1,16,7,30,0,1.2,0.5,99.74,-1.7,989
2019,1,16,8,30,0,1.2,0.5,99.33,-1.8,989
2019,1,16,9,30,0,1.2,0.6,98.43,-1.9,988
2019,1,16,10,30,0,1.2,0.6,98.34,-2.1,988
2019,1,16,11,30,0,1.2,0.6,98.33,-2.3,989
2019,1,16,12,30,0,1.5,0.6,94.12,-1.9,989
2019,1,16,13,30,539,1.7,0.6,84.42,-0.1,990
2019,1,16,14,30,561,1.7,0.7,73.64,2.6,990
2019,1,16,15,30,903,1.6,0.7,65.34,5.5,991
2019,1,16,16,30,952,1.5,0.7,59.3,7.9,990
2019,1,16,17,30,972,1.4,0.7,56.82,9.7,989
2019,1,16,18,30,970,1.4,0.7,56.12,10.7,988
2019,1,16,19,30,942,1.3,0.7,57.05,11,988
2019,1,16,20,30,878,1,0.7,61.58,10.3,987
2019,1,16,21,30,740,0.8,0.7,84.48,7.8,988
2019,1,16,22,30,375,0.9,0.7,93.6,5,988
2019,1,16,23,30,0,1,0.7,88.12,4.1,988
2019,1,17,0,30,0,0.9,0.7,92.44,2.9,989
2019,1,17,1,30,0,1,0.7,92.24,2.4,989
2019,1,17,2,30,0,1,0.7,90.26,2.2,989
2019,1,17,3,30,0,1.1,0.7,89.08,2,989
2019,1,17,4,30,0,1.1,0.8,89.26,1.6,989
2019,1,17,5,30,0,1.1,0.8,90.54,1.1,988
2019,1,17,6,30,0,1,0.8,90.52,0.8,988
2019,1,17,7,30,0,1,0.8,89.84,0.7,989
2019,1,17,8,30,0,1,0.9,88.73,0.7,988
2019,1,17,9,30,0,0.9,0.9,87.56,0.9,988
2019,1,17,10,30,0,0.9,1,87.7,0.9,988
2019,1,17,11,30,0,0.9,1.1,88.51,0.7,988
2019,1,17,12,30,0,0.7,1.2,85.4,1.2,988
2019,1,17,13,30,0,0.8,1.3,85.94,2.8,988
2019,1,17,14,30,411,1,1.4,73.83,5.3,988
2019,1,17,15,30,475,1.3,1.6,66.04,8.5,988
2019,1,17,16,30,18,1.6,1.8,61.51,10.7,987
2019,1,17,17,30,0,1.8,2.1,64.46,11,986
2019,1,17,18,30,4,1.6,2.3,72.39,10.3,985
2019,1,17,19,30,0,1.3,2.3,81.96,9.5,985
2019,1,17,20,30,0,0.9,2.2,89.71,8.9,985
2019,1,17,21,30,0,0.7,2.2,98.76,8,985
2019,1,17,22,30,11,0.7,2.2,100,7.2,985
2019,1,17,23,30,0,0.7,2.2,100,7,985
2019,1,18,0,30,0,0.7,1.9,100,6.6,985
2019,1,18,1,30,0,0.7,1.8,100,6.4,985
2019,1,18,2,30,0,0.7,1.8,100,6.6,985
2019,1,18,3,30,0,0.7,1.7,100,6.7,985
2019,1,18,4,30,0,0.6,1.7,100,6.6,985
2019,1,18,5,30,0,0.6,1.6,100,6.5,985
2019,1,18,6,30,0,0.6,1.5,100,6.4,985
2019,1,18,7,30,0,0.6,1.5,100,6.2,985
2019,1,18,8,30,0,0.5,1.5,100,6,984
2019,1,18,9,30,0,0.5,1.4,100,5.9,984
2019,1,18,10,30,0,0.4,1.4,100,5.8,984
2019,1,18,11,30,0,0.4,1.4,100,5.8,984
2019,1,18,12,30,0,0.5,1.4,97.7,6.3,985
2019,1,18,13,30,0,0.6,1.4,95.52,7.6,985
2019,1,18,14,30,6,0.6,1.4,90.71,9.4,985
2019,1,18,15,30,0,0.6,1.5,87.84,11.5,985
2019,1,18,16,30,6,0.6,1.5,83.88,12.9,984
2019,1,18,17,30,38,0.8,1.6,81.62,13.4,983
2019,1,18,18,30,62,0.8,1.6,81.99,13.4,983
2019,1,18,19,30,140,0.6,1.7,83.6,13.3,982
2019,1,18,20,30,83,0.4,1.7,87.21,13,983
2019,1,18,21,30,74,0.3,1.7,92.67,12.3,983
2019,1,18,22,30,11,0.5,1.7,91.49,11.3,983
2019,1,18,23,30,0,0.6,1.6,92.4,10.8,983
2019,1,19,0,30,0,0.6,1.7,98.83,9.8,983
2019,1,19,1,30,0,0.7,1.7,100,9.6,982
2019,1,19,2,30,0,0.7,1.7,100,9.6,982
2019,1,19,3,30,0,0.7,1.7,100,9.5,982
2019,1,19,4,30,0,0.7,1.6,100,9.4,982
2019,1,19,5,30,0,0.7,1.6,100,9.4,981
2019,1,19,6,30,0,0.9,1.7,100,9.4,981
2019,1,19,7,30,0,1,1.7,100,9.5,980
2019,1,19,8,30,0,1,1.7,100,9.4,980
2019,1,19,9,30,0,0.9,1.7,100,9.2,979
2019,1,19,10,30,0,0.8,1.8,100,9.2,979
2019,1,19,11,30,0,1,2.2,100,9.4,979
2019,1,19,12,30,0,1.5,2.5,97.76,10.3,978
2019,1,19,13,30,0,2.2,2.6,94.32,11.9,978
2019,1,19,14,30,0,2.6,2.7,92.82,13.7,977
2019,1,19,15,30,0,3,2.8,93.23,15.2,976
2019,1,19,16,30,0,3.3,3,92.96,16.3,975
2019,1,19,17,30,0,3.5,3.1,91.01,17.1,973
2019,1,19,18,30,0,3.7,3.1,89.74,17.6,971
2019,1,19,19,30,2,3.8,3.1,90.97,17.6,970
2019,1,19,20,30,0,3.9,3,93.13,17.2,968
2019,1,19,21,30,0,4,3.1,96.17,16.4,967
2019,1,19,22,30,0,4,3.2,98.03,15.7,966
2019,1,19,23,30,0,3.9,3.2,98.04,15.4,966
2019,1,20,0,30,0,2.7,3.4,100,14.8,965
2019,1,20,1,30,0,2.3,3,100,14.2,966
2019,1,20,2,30,0,2.8,2.2,100,12.4,967
2019,1,20,3,30,0,2.8,1.4,100,10.1,968
2019,1,20,4,30,0,3,1.1,99.97,8.6,969
2019,1,20,5,30,0,3.4,1,100,7,970
2019,1,20,6,30,0,3.7,1,97.93,4.9,971
