Year,Month,Day,DNI Mean,DNI Max,DNI Min,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temp Max,Temp Min,Temperature,Pressure,Power Consumption,Weekday,University Name,Building Name,Square Feet,Type
2019,1,1,722.4,952,45,2.12,0.5549999999999998,47.75,43.413999999999994,11.4,2.4,8.555,1004.55,13725.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,2,714.1,925,67,1.465,1.0,66.05,57.27749999999999,12.1,3.0,9.149999999999999,1004.4,13574.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,3,480.1,899,14,2.04,0.9749999999999999,75.85,64.87450000000001,10.9,3.4,8.680000000000003,1001.75,13618.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,4,579.95,912,30,1.675,0.9850000000000003,111.3,73.46400000000001,13.1,4.4,9.970000000000002,994.65,13583.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,5,25.38888888888889,93,1,6.1944444444444455,1.9555555555555548,182.5,90.36555555555556,12.9,9.5,11.499999999999998,985.0,13419.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,6,6.333333333333333,9,1,5.033333333333333,2.0666666666666664,183.0,95.49333333333334,11.7,8.8,10.033333333333333,989.6666666666666,13412.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,7,123.1,294,6,1.6449999999999996,1.9350000000000005,142.15,79.384,14.3,8.8,12.530000000000003,999.45,13434.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,8,9.0,17,1,2.8,2.45,151.0,96.725,13.8,11.4,12.600000000000001,995.5,12756.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,9,118.05,332,9,2.7,1.7000000000000004,194.35,91.75299999999999,13.9,10.2,12.960000000000003,998.55,13587.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,10,391.05,786,28,1.2900000000000003,1.3400000000000003,126.05,84.0095,14.6,8.6,12.460000000000003,999.9,13656.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,11,41.857142857142854,174,2,2.8857142857142857,2.3285714285714283,106.0,84.86,14.1,8.4,12.421428571428573,991.8571428571429,13598.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,12,435.22222222222223,864,2,2.2499999999999996,1.7944444444444447,114.66666666666667,79.9827777777778,15.0,8.7,12.82777777777778,995.6111111111111,13549.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,13,316.0,539,43,2.475,1.3899999999999995,96.15,77.03699999999998,14.9,7.2,12.450000000000001,995.95,13867.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,14,48.75,180,1,3.6437500000000007,1.75,112.5,76.98437499999999,12.4,8.0,11.312500000000002,991.9375,13865.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,15,37.27272727272727,116,1,3.8,2.0363636363636366,123.0,90.76454545454546,12.6,8.7,10.872727272727273,989.2727272727273,13876.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,16,6.0,14,1,5.659999999999999,2.3200000000000003,153.6,92.82399999999998,13.9,10.8,12.66,991.0,13955.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,17,88.53333333333333,201,2,4.16,1.5800000000000005,231.8,85.04933333333334,13.6,10.4,13.146666666666668,996.4,14088.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,18,171.5625,355,6,1.6687500000000002,1.9437499999999994,157.25,78.833125,15.0,10.9,13.618750000000002,1005.875,13975.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,19,193.7,581,14,0.835,1.8050000000000002,183.8,80.25750000000001,17.5,11.3,15.220000000000002,1006.0,13913.0,1,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,20,27.466666666666665,111,2,4.239999999999999,1.9466666666666663,251.06666666666666,91.42266666666667,13.5,9.8,12.760000000000002,997.0,14010.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,21,751.6,934,143,2.4150000000000005,1.0550000000000002,325.9,74.21,13.2,8.1,11.53,1003.45,14334.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
2019,1,22,653.8,936,89,2.2,1.1799999999999997,249.3,59.9995,13.8,5.7,11.445,1009.55,14426.0,0,"University of California, Berkeley",Sutardja Dai Hall,141000,Laboratory
