Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units
NSRDB,1033612,-,-,-,28.53,-81.38,0,31,-5,w/m2,w/m2
Year,Month,Day,Hour,Minute,DNI,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2019,1,1,0,30,0,1.6,2.3,162,83.97,21.4,1017
2019,1,1,1,30,0,1.5,2.3,169,87.84,20.8,1017
2019,1,1,2,30,0,1.4,2.3,175,91.74,20.2,1017
2019,1,1,3,30,0,1.4,2.3,180,95.6,19.6,1017
2019,1,1,4,30,0,1.5,2.3,184,99.61,19,1017
2019,1,1,5,30,0,1.4,2.3,188,100,18.4,1017
2019,1,1,6,30,0,1.4,2.3,192,100,17.9,1017
2019,1,1,7,30,0,1.2,2.3,197,100,17.5,1017
2019,1,1,8,30,0,1.1,2.3,202,100,17.2,1017
2019,1,1,9,30,0,1,2.2,205,100,17,1017
2019,1,1,10,30,0,1,2.2,204,100,16.9,1017
2019,1,1,11,30,0,0.9,2.2,199,100,17.1,1018
2019,1,1,12,30,135,1.2,2.2,192,96.67,18.8,1018
2019,1,1,13,30,611,1.6,2.2,187,88.63,21.5,1018
2019,1,1,14,30,778,1.9,2.3,187,79.87,24,1019
2019,1,1,15,30,849,2.1,2.4,190,70.99,25.7,1018
2019,1,1,16,30,686,2,2.4,193,65.73,26.6,1017
2019,1,1,17,30,580,1.9,2.5,199,63.15,27.2,1016
2019,1,1,18,30,707,1.6,2.6,207,61.77,27.5,1016
2019,1,1,19,30,762,1.3,2.6,213,61.11,27.5,1016
2019,1,1,20,30,627,0.9,2.6,212,61.88,27.1,1016
2019,1,1,21,30,500,0.5,2.6,166,65.52,26.2,1016
2019,1,1,22,30,105,0.5,2.5,107,71.86,24.5,1017
2019,1,1,23,30,0,0.7,2.4,92,73.76,23.5,1017
2019,1,2,0,30,0,1,2.4,105,86.36,21.1,1018
2019,1,2,1,30,0,1.2,2.3,116,93.94,20.1,1018
2019,1,2,2,30,0,1.3,2.3,126,100,19.5,1018
2019,1,2,3,30,0,1.3,2.3,137,100,18.9,1017
2019,1,2,4,30,0,1.3,2.3,148,100,18.5,1017
2019,1,2,5,30,0,1.2,2.3,157,100,18.1,1017
2019,1,2,6,30,0,1.1,2.3,167,100,17.8,1017
2019,1,2,7,30,0,1,2.3,177,100,17.7,1017
2019,1,2,8,30,0,1,2.3,186,100,17.7,1017
2019,1,2,9,30,0,0.9,2.3,188,100,17.9,1017
2019,1,2,10,30,0,0.9,2.3,179,100,18,1017
2019,1,2,11,30,0,0.9,2.3,165,100,17.9,1018
2019,1,2,12,30,119,1.2,2.2,153,96.77,19.2,1018
2019,1,2,13,30,336,1.5,2.2,143,88.27,21.9,1019
2019,1,2,14,30,12,1.6,2.2,135,76.26,24.3,1019
2019,1,2,15,30,161,1.4,2.3,128,65.62,25.9,1019
2019,1,2,16,30,848,1,2.4,118,60.97,26.7,1018
2019,1,2,17,30,598,0.7,2.5,99,58.97,27.1,1017
2019,1,2,18,30,769,1,2.5,97,57.78,27.3,1016
2019,1,2,19,30,151,1.7,2.4,113,58.38,27.1,1016
2019,1,2,20,30,331,2,2.4,118,61.31,26.3,1015
2019,1,2,21,30,452,1.6,2.4,111,70.99,24.2,1015
2019,1,2,22,30,69,1.4,2.4,103,80.76,22,1016
2019,1,2,23,30,0,1.6,2.4,101,82.73,21.2,1016
2019,1,3,0,30,0,2.3,2.4,109,89.88,20.3,1016
2019,1,3,1,30,0,2.6,2.4,117,94.37,19.8,1016
2019,1,3,2,30,0,2.4,2.4,126,97.5,19.4,1015
2019,1,3,3,30,0,2.1,2.4,136,100,19,1015
2019,1,3,4,30,0,1.8,2.5,147,100,18.7,1014
2019,1,3,5,30,0,1.7,2.5,159,100,18.4,1014
2019,1,3,6,30,0,1.5,2.6,172,100,18.1,1014
2019,1,3,7,30,0,1.3,2.6,184,100,17.8,1015
2019,1,3,8,30,0,1.3,2.6,190,100,17.6,1014
2019,1,3,9,30,0,1.3,2.6,195,100,17.4,1014
2019,1,3,10,30,0,1.2,2.7,199,100,17.3,1015
2019,1,3,11,30,0,1,2.8,203,100,17.5,1016
2019,1,3,12,30,69,1.3,2.8,202,97.53,19.2,1016
2019,1,3,13,30,384,2,2.9,197,88.08,22,1017
2019,1,3,14,30,667,2.7,2.9,198,81.21,24.4,1016
2019,1,3,15,30,322,3.1,2.8,204,75.26,26,1016
2019,1,3,16,30,127,3.2,2.7,207,68.65,27,1014
2019,1,3,17,30,198,3,2.7,209,64.28,27.6,1013
2019,1,3,18,30,235,2.6,2.7,219,61.43,28,1012
2019,1,3,19,30,248,2.2,2.8,233,61.1,27.9,1012
2019,1,3,20,30,375,1.7,2.9,248,62.12,27.3,1012
2019,1,3,21,30,213,1.1,3,268,69.74,25.7,1013
2019,1,3,22,30,53,0.8,3,290,76.93,24.1,1013
2019,1,3,23,30,0,0.8,3.1,299,72.4,23.8,1013
2019,1,4,0,30,0,0.5,3.1,333,72.76,23.5,1013
2019,1,4,1,30,0,0.3,3.1,182,74.56,23,1013
2019,1,4,2,30,0,0.2,3.1,69,76.42,22.5,1013
2019,1,4,3,30,0,0.3,3,145,79.71,21.8,1012
2019,1,4,4,30,0,0.6,3,182,84.87,20.8,1012
2019,1,4,5,30,0,0.8,2.9,198,89.65,19.9,1012
2019,1,4,6,30,0,1,2.8,205,95.26,18.9,1012
2019,1,4,7,30,0,1.1,2.7,207,99.67,18.2,1012
2019,1,4,8,30,0,1.2,2.6,204,100,17.9,1011
2019,1,4,9,30,0,1.4,2.5,199,100,17.6,1011
2019,1,4,10,30,0,1.5,2.4,193,100,17.5,1011
2019,1,4,11,30,0,1.7,2.3,188,100,17.7,1012
2019,1,4,12,30,20,2.5,2.3,185,97.6,19.2,1012
2019,1,4,13,30,299,3.6,2.4,186,88.44,21.8,1013
2019,1,4,14,30,306,4.5,2.5,191,81.21,24.1,1013
2019,1,4,15,30,854,5,2.7,197,72.06,25.9,1012
2019,1,4,16,30,888,5.1,2.9,205,64.57,27.2,1011
2019,1,4,17,30,596,5.3,3.1,209,60.7,28,1009
2019,1,4,18,30,153,5.6,3.3,210,59.15,28.3,1008
2019,1,4,19,30,194,5.9,3.4,213,59.86,28,1008
2019,1,4,20,30,107,5.7,3.7,220,63.7,26.9,1008
2019,1,4,21,30,56,5.2,3.9,227,70.26,25.3,1009
2019,1,4,22,30,3,4.5,4.1,230,78.51,23.6,1010
2019,1,4,23,30,0,4.2,4.2,231,83.83,22.9,1010
2019,1,5,0,30,0,3.3,4.7,223,94.25,21.3,1010
2019,1,5,1,30,0,2.9,5,234,99.02,20.6,1010
2019,1,5,2,30,0,3.2,4.8,256,100,19.8,1010
2019,1,5,3,30,0,3.4,4.1,269,100,18.6,1010
2019,1,5,4,30,0,3.2,3.1,271,100,17,1010
2019,1,5,5,30,0,3,2.4,270,97.84,15.8,1010
2019,1,5,6,30,0,2.9,2,270,95.72,15.1,1010
2019,1,5,7,30,0,2.8,1.8,268,94.24,14.7,1010
2019,1,5,8,30,0,2.7,1.7,268,92.31,14.7,1010
2019,1,5,9,30,0,2.5,1.6,269,91.89,14.7,1010
2019,1,5,10,30,0,2.5,1.6,271,92.6,14.7,1011
2019,1,5,11,30,0,2.8,1.6,277,90.98,15.1,1012
2019,1,5,12,30,6,3.4,1.7,287,87.72,15.8,1013
2019,1,5,13,30,475,4.1,1.6,297,83.46,16.7,1014
2019,1,5,14,30,42,4.7,1.6,298,73.56,17.7,1014
2019,1,5,15,30,161,4.9,1.5,293,65.59,18.6,1014
2019,1,5,16,30,907,4.9,1.4,288,61.52,19.3,1013
2019,1,5,17,30,932,4.8,1.4,285,58.94,19.8,1012
2019,1,5,18,30,926,4.7,1.4,285,57.99,19.9,1012
2019,1,5,19,30,895,4.5,1.4,287,58.36,19.6,1012
2019,1,5,20,30,822,4.2,1.3,291,61.18,18.6,1012
2019,1,5,21,30,662,3.2,1.2,295,67.55,16.7,1013
2019,1,5,22,30,196,2.3,1.1,298,76.44,14.5,1014
2019,1,5,23,30,0,2.1,1.1,300,80.22,13.6,1015
2019,1,6,0,30,0,2,1.1,304,87.83,12.3,1016
2019,1,6,1,30,0,2,1.1,308,93.22,11.5,1016
2019,1,6,2,30,0,2,1.1,315,97.58,10.9,1016
2019,1,6,3,30,0,2,1.1,323,100,10.3,1016
2019,1,6,4,30,0,1.9,1.1,330,100,9.7,1016
2019,1,6,5,30,0,1.7,1.1,336,100,9.1,1016
2019,1,6,6,30,0,1.6,1,340,100,8.6,1016
2019,1,6,7,30,0,1.8,1,341,100,8.4,1016
2019,1,6,8,30,0,2.1,1,342,100,8.2,1017
2019,1,6,9,30,0,2,1,343,100,7.9,1017
2019,1,6,10,30,0,1.6,1,346,100,7.4,1017
2019,1,6,11,30,0,1.4,0.9,347,100,7.3,1018
2019,1,6,12,30,154,1.7,0.9,345,93.98,8.7,1018
2019,1,6,13,30,654,1.9,0.9,344,77.52,11.7,1019
2019,1,6,14,30,832,1.8,0.9,173,64.16,15,1019
2019,1,6,15,30,914,1.7,0.9,5,54.12,17.5,1019
2019,1,6,16,30,953,1.4,0.9,4,50.2,19.1,1018
2019,1,6,17,30,964,1.3,0.9,1,48.16,20.2,1017
2019,1,6,18,30,950,1.3,1,6,46.96,20.9,1016
2019,1,6,19,30,912,1.4,1,18,47.36,21,1016
2019,1,6,20,30,832,1.4,1.1,28,50.92,20.3,1016
2019,1,6,21,30,664,1.2,1.1,33,63.3,18,1017
2019,1,6,22,30,199,1.1,1.1,39,76.83,15.4,1017
2019,1,6,23,30,0,1.1,1.2,44,79.91,14.6,1018
2019,1,7,0,30,0,1.1,1.2,53,90.01,13.5,1018
2019,1,7,1,30,0,1.2,1.2,53,97.25,12.9,1019
2019,1,7,2,30,0,1.2,1.3,55,100,12.5,1019
2019,1,7,3,30,0,1.2,1.3,61,100,12.5,1019
2019,1,7,4,30,0,1.2,1.3,67,100,12.7,1018
2019,1,7,5,30,0,1.1,1.3,68,100,12.9,1018
2019,1,7,6,30,0,1.1,1.4,62,100,13,1018
2019,1,7,7,30,0,1.1,1.5,53,100,12.9,1018
2019,1,7,8,30,0,1.1,1.5,46,100,12.8,1018
2019,1,7,9,30,0,1.1,1.6,43,100,12.5,1018
2019,1,7,10,30,0,1.1,1.7,42,100,12.3,1019
2019,1,7,11,30,0,1.2,1.7,44,100,12.3,1019
2019,1,7,12,30,153,1.3,1.8,49,93.64,14.4,1020
2019,1,7,13,30,638,1.7,1.8,61,79.12,17.9,1021
2019,1,7,14,30,797,2.2,1.9,86,66.99,21.1,1021
2019,1,7,15,30,866,2.5,2,102,59.35,23.3,1021
2019,1,7,16,30,903,2.5,2,102,57.39,24.2,1020
2019,1,7,17,30,561,2.5,2.1,102,56.42,24.7,1019
2019,1,7,18,30,877,2.5,2.1,102,56.11,24.9,1018
2019,1,7,19,30,864,2.5,2.1,104,56.52,24.8,1017
2019,1,7,20,30,452,2.3,2.1,107,59.62,23.9,1017
2019,1,7,21,30,509,1.7,2.1,108,69.08,21.8,1017
2019,1,7,22,30,173,1.4,2.1,108,78.71,19.4,1017
2019,1,7,23,30,0,1.4,2.1,108,80.58,18.6,1018
2019,1,8,0,30,0,1.3,2.1,113,87.55,17.5,1018
2019,1,8,1,30,0,1.3,2,117,91.52,17,1019
2019,1,8,2,30,0,1.2,2,123,95.51,16.4,1019
2019,1,8,3,30,0,1.2,2,130,97.76,16,1019
2019,1,8,4,30,0,1.2,1.9,138,99.74,15.6,1018
2019,1,8,5,30,0,1.2,1.9,145,100,15.1,1018
2019,1,8,6,30,0,1.2,1.9,152,100,14.7,1018
2019,1,8,7,30,0,1.2,1.8,159,100,14.4,1018
2019,1,8,8,30,0,1.2,1.7,167,100,14.2,1017
2019,1,8,9,30,0,1.2,1.6,178,100,14.2,1017
2019,1,8,10,30,0,1.1,1.6,198,100,14.5,1018
2019,1,8,11,30,0,0.9,1.6,235,99.89,14.8,1019
2019,1,8,12,30,132,1,1.6,273,91.28,16.1,1019
2019,1,8,13,30,451,1.1,1.6,290,82.61,18.3,1020
2019,1,8,14,30,431,0.8,1.6,264,72.22,21,1020
2019,1,8,15,30,630,0.6,1.6,240,59.17,23.4,1019
2019,1,8,16,30,855,0.9,1.7,258,52.64,24.6,1018
2019,1,8,17,30,904,1.2,1.7,276,51.03,25.1,1017
2019,1,8,18,30,435,1.4,1.7,281,50.53,25.3,1016
2019,1,8,19,30,306,1.5,1.7,282,51.23,25.1,1016
2019,1,8,20,30,344,1.4,1.7,281,54.18,24.3,1016
2019,1,8,21,30,221,1.1,1.7,280,64.06,22.2,1016
2019,1,8,22,30,63,1.1,1.7,280,73.73,19.7,1016
2019,1,8,23,30,0,1.2,1.7,280,72.32,18.8,1016
2019,1,9,0,30,0,1.4,1.9,283,81.18,17.2,1016
2019,1,9,1,30,0,1.6,2,288,88.16,16.4,1016
2019,1,9,2,30,0,1.8,2.1,293,95.31,15.6,1017
2019,1,9,3,30,0,2.2,2.3,296,99.22,15.2,1016
2019,1,9,4,30,0,2.4,2.4,298,100,14.9,1016
2019,1,9,5,30,0,2.3,2.4,299,100,14.4,1016
2019,1,9,6,30,0,2,2.3,297,100,13.9,1016
2019,1,9,7,30,0,2,2.1,293,100,13.6,1016
2019,1,9,8,30,0,2.1,1.9,290,100,13.6,1016
2019,1,9,9,30,0,2.3,2,289,100,13.7,1016
2019,1,9,10,30,0,2.4,2.1,292,100,13.8,1016
2019,1,9,11,30,0,2.3,2.2,295,100,13.8,1016
2019,1,9,12,30,11,2.7,2,294,95.93,14.9,1017
2019,1,9,13,30,3,3.3,1.8,298,85.57,17,1017
2019,1,9,14,30,233,3.8,1.6,309,77.22,19.1,1017
2019,1,9,15,30,345,4,1.5,315,67.75,20.5,1016
2019,1,9,16,30,590,3.9,1.4,311,59.23,21.3,1015
2019,1,9,17,30,467,3.9,1.3,307,52.97,21.9,1014
2019,1,9,18,30,598,4,1.3,305,48.44,22.1,1013
2019,1,9,19,30,816,4.1,1.2,306,45.63,21.6,1012
2019,1,9,20,30,705,3.8,1.2,308,45.75,20.3,1013
2019,1,9,21,30,687,3.1,1.1,312,52.46,17.7,1013
2019,1,9,22,30,230,2.6,0.9,317,61.18,15,1013
2019,1,9,23,30,0,2.6,0.8,319,61.9,13.9,1014
2019,1,10,0,30,0,2.6,0.6,322,67.04,12,1014
2019,1,10,1,30,0,2.6,0.6,324,68.33,11.1,1014
2019,1,10,2,30,0,2.7,0.5,325,69.53,10.3,1015
2019,1,10,3,30,0,2.9,0.5,327,71.1,9.5,1015
2019,1,10,4,30,0,2.9,0.5,328,73.7,8.7,1015
2019,1,10,5,30,0,2.8,0.4,330,77.09,7.9,1015
2019,1,10,6,30,0,2.8,0.4,331,80.44,7.1,1015
2019,1,10,7,30,0,2.9,0.4,330,82.25,6.5,1015
2019,1,10,8,30,0,3,0.4,329,83.63,5.9,1015
2019,1,10,9,30,0,3,0.4,329,84.55,5.3,1015
2019,1,10,10,30,0,2.9,0.4,330,85.19,4.7,1015
2019,1,10,11,30,0,3,0.5,331,84.48,4.4,1016
2019,1,10,12,30,210,3.6,0.5,332,77.39,5.4,1016
2019,1,10,13,30,725,4.2,0.6,338,62.88,7.6,1017
2019,1,10,14,30,878,4.1,0.6,342,48.98,9.7,1017
2019,1,10,15,30,945,3.7,0.6,341,43.99,11.5,1017
2019,1,10,16,30,973,3.4,0.7,343,41.45,13.1,1016
2019,1,10,17,30,978,3.1,0.7,348,40.32,14.3,1015
2019,1,10,18,30,956,2.9,0.8,355,40.22,15,1014
2019,1,10,19,30,914,2.8,0.8,181,41.11,15.2,1014
2019,1,10,20,30,833,2.6,0.8,4,44.32,14.6,1014
2019,1,10,21,30,667,1.9,0.8,5,53.17,12.4,1015
2019,1,10,22,30,211,1.3,0.8,4,66.67,9.9,1016
2019,1,10,23,30,0,1.4,0.8,3,71.53,8.9,1016
2019,1,11,0,30,0,1.6,0.9,181,79.33,7.9,1017
2019,1,11,1,30,0,1.8,0.9,358,85.12,7.3,1017
2019,1,11,2,30,0,1.9,1,355,89.56,6.9,1017
2019,1,11,3,30,0,2.2,1.1,352,90.41,7,1017
2019,1,11,4,30,0,2.7,1.2,352,89.13,7.4,1017
2019,1,11,5,30,0,2.5,1.2,357,89.86,7.5,1017
2019,1,11,6,30,0,2.1,1.3,181,92.91,7.3,1017
2019,1,11,7,30,0,2,1.3,2,94.08,7.4,1017
2019,1,11,8,30,0,2.1,1.4,2,93.95,7.7,1017
2019,1,11,9,30,0,2,1.5,6,95.52,7.8,1017
2019,1,11,10,30,0,1.9,1.5,12,98.54,7.8,1017
2019,1,11,11,30,0,1.8,1.6,17,99.49,8.1,1017
2019,1,11,12,30,113,2.4,1.6,24,85.69,10.8,1018
2019,1,11,13,30,583,3.1,1.6,36,70.23,14.8,1019
2019,1,11,14,30,760,3.4,1.7,55,60.59,18,1019
2019,1,11,15,30,839,3.5,1.7,72,54.77,20.1,1019
2019,1,11,16,30,872,3.6,1.8,79,52.85,21,1018
2019,1,11,17,30,818,3.7,1.9,80,51.79,21.5,1017
2019,1,11,18,30,714,3.9,1.9,77,51.82,21.6,1017
2019,1,11,19,30,515,4.1,2,75,53.49,21.2,1017
2019,1,11,20,30,331,4,2,73,57.09,20.1,1017
2019,1,11,21,30,594,3.3,2,71,64.44,18.3,1017
2019,1,11,22,30,180,2.6,2,70,73.38,16.3,1018
2019,1,11,23,30,0,2.5,2,71,76.64,15.5,1018
2019,1,12,0,30,0,2.3,2,76,81.6,14.5,1019
2019,1,12,1,30,0,2.3,1.9,81,82.89,14.2,1019
2019,1,12,2,30,0,2.2,1.9,85,84.38,13.9,1019
2019,1,12,3,30,0,2.2,1.9,88,85.26,13.7,1019
2019,1,12,4,30,0,2.1,1.9,90,86.62,13.4,1019
2019,1,12,5,30,0,2,1.9,91,88.18,13.1,1019
2019,1,12,6,30,0,1.9,1.9,92,88.83,13,1019
2019,1,12,7,30,0,1.8,1.9,93,90.3,12.8,1018
2019,1,12,8,30,0,1.7,1.9,93,91.78,12.7,1018
2019,1,12,9,30,0,1.7,1.9,95,94,12.6,1018
2019,1,12,10,30,0,1.7,1.9,97,96.49,12.5,1019
2019,1,12,11,30,0,1.7,1.9,101,94.95,12.9,1019
2019,1,12,12,30,134,2.3,1.9,103,81.08,15.5,1020
2019,1,12,13,30,467,3.4,1.9,108,67.3,19.2,1020
2019,1,12,14,30,578,4.2,2,113,58.41,21.5,1021
2019,1,12,15,30,756,4.4,2,117,53.64,22.7,1020
2019,1,12,16,30,684,4.2,2.1,120,51.89,23.5,1019
2019,1,12,17,30,824,3.9,2.1,121,51.11,24.1,1018
2019,1,12,18,30,871,3.7,2.1,123,51,24.3,1017
2019,1,12,19,30,692,3.5,2.2,123,51.15,24.1,1017
2019,1,12,20,30,611,3,2.2,120,53.89,23.3,1017
2019,1,12,21,30,595,2.1,2.3,113,63.72,21.3,1017
2019,1,12,22,30,163,1.6,2.3,108,74.67,19,1018
2019,1,12,23,30,0,1.6,2.3,108,78.24,18.2,1018
2019,1,13,0,30,0,1.8,2.3,117,85.64,17.1,1019
2019,1,13,1,30,0,1.7,2.3,123,90.24,16.4,1018
2019,1,13,2,30,0,1.6,2.3,132,93.14,15.9,1018
2019,1,13,3,30,0,1.6,2.4,141,95.29,15.5,1018
2019,1,13,4,30,0,1.7,2.4,150,95.84,15.4,1017
2019,1,13,5,30,0,1.8,2.5,157,96.41,15.4,1017
2019,1,13,6,30,0,1.8,2.5,167,97.79,15.4,1017
2019,1,13,7,30,0,1.7,2.5,181,100,15,1017
2019,1,13,8,30,0,1.7,2.5,194,100,14.5,1017
2019,1,13,9,30,0,1.6,2.5,200,100,14,1016
2019,1,13,10,30,0,1.5,2.5,202,100,13.4,1016
2019,1,13,11,30,0,1.4,2.4,203,100,13.5,1017
2019,1,13,12,30,121,1.9,2.4,205,95.19,15.3,1017
2019,1,13,13,30,588,2.2,2.4,206,82.68,18.3,1018
2019,1,13,14,30,768,2.6,2.4,212,71.58,21.7,1018
2019,1,13,15,30,852,3.1,2.4,223,61.9,24.4,1017
2019,1,13,16,30,889,3,2.4,233,56.8,25.6,1016
2019,1,13,17,30,901,3,2.4,245,53.94,26.3,1015
2019,1,13,18,30,891,3.1,2.5,255,52.58,26.5,1015
2019,1,13,19,30,494,3.1,2.6,262,52.77,26.2,1014
2019,1,13,20,30,0,2.9,2.7,268,55.83,25.3,1014
2019,1,13,21,30,459,2,2.8,272,66.24,23.1,1015
2019,1,13,22,30,196,1.4,2.9,277,78.2,20.7,1015
2019,1,13,23,30,0,1.4,2.8,279,83.15,19.8,1016
2019,1,14,0,30,0,1.5,2.7,283,93.16,18.6,1016
2019,1,14,1,30,0,1.6,2.5,285,100,17.8,1017
2019,1,14,2,30,0,1.6,2.3,289,100,17,1017
2019,1,14,3,30,0,1.7,2.2,294,100,16.5,1017
2019,1,14,4,30,0,1.9,2.1,299,100,15.9,1016
2019,1,14,5,30,0,2,1.9,305,100,15.3,1016
2019,1,14,6,30,0,2.1,1.8,311,100,14.6,1016
2019,1,14,7,30,0,2,1.6,318,100,13.8,1016
2019,1,14,8,30,0,1.9,1.4,326,100,13,1016
2019,1,14,9,30,0,1.8,1.2,335,100,12.3,1016
2019,1,14,10,30,0,1.8,1.1,344,100,11.7,1017
2019,1,14,11,30,0,2.1,1.1,351,100,11.5,1017
2019,1,14,12,30,144,2.9,1,177,96.4,12.7,1018
2019,1,14,13,30,423,3.4,1,2,84.31,14.7,1019
2019,1,14,14,30,285,3.1,1,181,73.9,16.3,1020
2019,1,14,15,30,343,2.8,1,356,66.69,17.6,1019
2019,1,14,16,30,404,2.7,1,351,61.74,18.6,1018
2019,1,14,17,30,824,2.7,1.1,346,58.74,19.3,1017
2019,1,14,18,30,929,2.8,1.1,344,56.42,19.6,1017
2019,1,14,19,30,893,2.8,1.1,344,56.55,19.3,1016
2019,1,14,20,30,813,2.7,1.2,347,58.87,18.4,1016
2019,1,14,21,30,659,2.1,1.1,354,65.38,16.4,1016
2019,1,14,22,30,245,1.6,1.1,182,75.64,13.9,1017
2019,1,14,23,30,0,1.6,1.1,5,78.73,12.9,1017
2019,1,15,0,30,0,1.9,1.1,9,85.85,11.4,1018
2019,1,15,1,30,0,1.9,1,9,90.93,10.4,1018
2019,1,15,2,30,0,1.7,1,7,96.64,9.4,1018
2019,1,15,3,30,0,1.6,1,5,100,8.7,1018
2019,1,15,4,30,0,1.6,1,180,100,8.2,1018
2019,1,15,5,30,0,1.8,1.1,356,100,8,1018
2019,1,15,6,30,0,2.1,1.1,351,100,8,1018
2019,1,15,7,30,0,2.4,1.2,347,100,8,1018
2019,1,15,8,30,0,2.7,1.2,342,100,7.9,1018
2019,1,15,9,30,0,3,1.2,339,98.7,7.9,1018
2019,1,15,10,30,0,3.2,1.2,337,97.87,7.7,1018
2019,1,15,11,30,0,3,1.1,336,96.5,7.5,1019
2019,1,15,12,30,0,3.2,1.1,336,87.69,8.5,1019
2019,1,15,13,30,2,3.5,1,337,72.6,10.5,1020
2019,1,15,14,30,161,3.3,1,338,62.73,12.3,1020
2019,1,15,15,30,77,3.1,1.1,339,58.34,13.7,1020
2019,1,15,16,30,177,3.1,1.1,341,55.13,14.9,1019
2019,1,15,17,30,873,3.1,1.2,344,52.97,15.6,1018
2019,1,15,18,30,892,3.4,1.2,348,52.08,16,1017
2019,1,15,19,30,870,3.4,1.3,352,52.94,15.8,1017
2019,1,15,20,30,799,3.3,1.2,356,55.54,15.1,1017
2019,1,15,21,30,642,2.6,1.2,179,62.26,13.3,1017
2019,1,15,22,30,234,1.8,1.2,3,71.55,11.1,1018
2019,1,15,23,30,0,1.7,1.2,5,76.53,10.1,1018
2019,1,16,0,30,0,1.9,1.1,3,83.63,8.9,1019
2019,1,16,1,30,0,1.8,1.1,2,87.98,8.2,1020
2019,1,16,2,30,0,1.8,1.1,180,92.2,7.5,1020
2019,1,16,3,30,0,1.8,1.1,357,94.68,7.1,1020
2019,1,16,4,30,0,2.1,1.1,354,93.5,7.3,1019
2019,1,16,5,30,0,2.5,1.1,349,90.9,7.8,1019
2019,1,16,6,30,0,2.7,1.2,344,90.98,7.9,1019
2019,1,16,7,30,0,2.6,1.2,341,93.46,7.6,1019
2019,1,16,8,30,0,2.6,1.1,341,94.99,7.4,1019
2019,1,16,9,30,0,2.9,1.1,340,95.59,7.3,1019
2019,1,16,10,30,0,3,1.1,339,96.22,7.1,1019
2019,1,16,11,30,0,3.1,1.1,339,96.04,6.9,1020
2019,1,16,12,30,144,3.4,1.1,341,90.3,7.5,1020
2019,1,16,13,30,517,3.6,1.1,345,77.54,9.5,1021
2019,1,16,14,30,448,3.6,1.1,348,66.36,12,1021
2019,1,16,15,30,899,3.4,1.1,350,59.48,14.1,1021
2019,1,16,16,30,253,3,1.2,348,55.05,15.5,1021
2019,1,16,17,30,24,2.7,1.3,346,52.02,16.2,1020
2019,1,16,18,30,12,2.6,1.5,348,50.32,16.4,1019
2019,1,16,19,30,2,2.7,1.5,354,49.5,16.5,1018
2019,1,16,20,30,361,2.6,1.3,179,51.09,16.1,1018
2019,1,16,21,30,688,1.8,1.1,1,58.59,14,1018
2019,1,16,22,30,289,1.3,1,2,71.27,11.2,1019
2019,1,16,23,30,0,1.3,1,3,75.48,10.1,1019
2019,1,17,0,30,0,1.4,0.9,8,83.11,8.8,1020
2019,1,17,1,30,0,1.4,0.9,8,88.08,8,1020
2019,1,17,2,30,0,1.4,0.9,6,92.28,7.3,1020
2019,1,17,3,30,0,1.5,0.9,3,95.04,6.8,1020
2019,1,17,4,30,0,1.6,0.9,181,97.36,6.4,1020
2019,1,17,5,30,0,1.7,0.9,359,99.23,6.1,1020
2019,1,17,6,30,0,1.8,0.9,358,100,5.9,1020
2019,1,17,7,30,0,2,1,357,100,5.8,1020
2019,1,17,8,30,0,2.1,1,356,100,5.9,1019
2019,1,17,9,30,0,2.3,1,356,100,6,1019
2019,1,17,10,30,0,2.4,1.1,357,100,6.1,1019
2019,1,17,11,30,0,2.5,1.1,357,100,6.6,1020
2019,1,17,12,30,156,3,1.2,356,91.31,8.8,1020
2019,1,17,13,30,647,3.1,1.2,355,75.44,12.2,1020
2019,1,17,14,30,814,2.4,1.2,191,62.24,16.1,1021
2019,1,17,15,30,886,1.7,1.3,52,55.81,19.6,1020
2019,1,17,16,30,920,1.1,1.3,98,51.67,21.6,1019
2019,1,17,17,30,925,1,1.4,119,47.47,22.6,1018
2019,1,17,18,30,807,0.8,1.4,113,45.29,23,1017
2019,1,17,19,30,865,0.8,1.5,97,44.52,23,1017
2019,1,17,20,30,789,0.7,1.5,83,46.49,22.3,1017
2019,1,17,21,30,419,0.7,1.5,61,54.42,20.3,1017
2019,1,17,22,30,215,0.8,1.5,44,66.51,17.5,1017
2019,1,17,23,30,0,1,1.5,44,68.76,16.2,1017
2019,1,18,0,30,0,1,1.7,52,81.43,14.3,1018
2019,1,18,1,30,0,1,1.8,53,90.24,13.4,1018
2019,1,18,2,30,0,1,1.9,47,98.37,12.6,1018
2019,1,18,3,30,0,1,1.9,37,100,12.1,1018
2019,1,18,4,30,0,1.1,1.9,26,100,11.6,1018
2019,1,18,5,30,0,1.1,1.9,14,100,11.2,1018
2019,1,18,6,30,0,1.1,1.9,183,100,10.7,1018
2019,1,18,7,30,0,1.1,1.9,355,100,10.4,1018
2019,1,18,8,30,0,1.1,1.9,350,100,10.6,1017
2019,1,18,9,30,0,1.1,1.9,348,95.28,10.9,1017
2019,1,18,10,30,0,1.1,1.9,346,91.9,10.5,1017
2019,1,18,11,30,0,1.2,1.8,346,86.52,10.4,1018
2019,1,18,12,30,150,1.8,1.7,349,75.25,11.8,1018
